time step,collective radius,# of objects collected,agent positions,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,obstacle positions,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40
0.0,70211.69705494824,0.0,-2.0,-2.0,-2.0,-0.5,-2.0,1.0,-2.0,2.5,-2.0,4.0,-2.0,5.5,-2.0,7.0,-2.0,8.5,-2.0,10.0,1.1183458088206464,0.6890867877017823,1.8670587474628064,0.16368568011078702,1.7693657377058956,-0.3447665122773883,1.7115125216198865,0.5138871644563099,1.7718497606389505,-0.11437365559105224,1.5322690752149877,-0.09485379361133943,1.109659336409158,-0.005314839753471867,1.7089132670106282,-0.33665024881730704,1.4483450881143705,-0.4470505008474315,1.6638799706720584,-0.28546637041066686
20.0,45233.595680895116,0.1,-1.9992219748758315,-2.0424745459651654,-1.9649621819008065,-0.5003578670125034,-1.9412053193566954,0.9992255570958726,-1.993304918262608,2.4987497457983467,-1.9555287274275073,3.9973436226872336,-1.9484221748261692,5.49346872143829,-1.9543988407330297,6.9990340678139145,-1.9352682881349381,8.497695589241953,-1.9993320060646138,10.074359550248356,1.1183458088206464,0.6890867877017823,1.8670587474628064,0.16368568011078702,1.7693657377058956,-0.3447665122773883,1.7115125216198865,0.5138871644563099,1.7718497606389505,-0.11437365559105224,1.5322690752149877,-0.09485379361133943,1.109659336409158,-0.005314839753471867,1.7089132670106282,-0.33665024881730704,1.4483450881143705,-0.4470505008474315,1.6638799706720584,-0.28546637041066686
40.0,35981.88704825009,0.2,-1.9947333835973393,-2.143340411865822,-1.878628805690612,-0.534964907464923,-1.8687046458431744,0.9740055287797423,-1.936467188573658,2.461373568424957,-1.9099217513875033,3.994174332416108,-1.9286477119041177,5.462109713540046,-1.9172774193010245,7.002153308721262,-1.8470968233172411,8.540149841037799,-2.0031087415074715,10.189775838385431,1.1183458088206464,0.6890867877017823,1.8670587474628064,0.16368568011078702,1.7693657377058956,-0.3447665122773883,1.7115125216198865,0.5138871644563099,1.7718497606389505,-0.11437365559105224,1.5322690752149877,-0.09485379361133943,1.109659336409158,-0.005314839753471867,1.7089132670106282,-0.33665024881730704,1.4483450881143705,-0.4470505008474315,1.6638799706720584,-0.28546637041066686
60.0,28810.476918260007,0.4,-1.9968739056776432,-2.295535621623805,-1.8642206583178271,-0.6072740955826649,-1.8446324758322035,0.993350853751924,-1.9363031381831841,2.477370176063679,-1.8650819929388036,3.9247142962605546,-1.9019304874220122,5.4817448432798255,-1.9330213392959223,7.00974402840597,-1.8265093620373534,8.547978992000614,-2.0164770847893436,10.274188734558644,1.1183458088206464,0.6890867877017823,1.8670587474628064,0.16368568011078702,1.7693657377058956,-0.3447665122773883,1.7115125216198865,0.5138871644563099,1.7718497606389505,-0.11437365559105224,1.5322690752149877,-0.09485379361133943,1.109659336409158,-0.005314839753471867,1.7089132670106282,-0.33665024881730704,1.4483450881143705,-0.4470505008474315,1.6638799706720584,-0.28546637041066686
80.0,25983.385749332258,0.5,-1.9930235165157195,-2.349663327935818,-1.8089157162533798,-0.6899924558762501,-1.7569131351740874,0.9849247053502518,-1.914843849753764,2.5077624171825916,-1.8154123926761379,3.9813793058662155,-1.8756782359160937,5.522911842707519,-1.9426958098123621,7.035311122947014,-1.7969310417304747,8.671430679416313,-2.028813138218199,10.375813061081889,1.1183458088206464,0.6890867877017823,1.8670587474628064,0.16368568011078702,1.7693657377058956,-0.3447665122773883,1.7115125216198865,0.5138871644563099,1.7718497606389505,-0.11437365559105224,1.5322690752149877,-0.09485379361133943,1.109659336409158,-0.005314839753471867,1.7089132670106282,-0.33665024881730704,1.4483450881143705,-0.4470505008474315,1.6638799706720584,-0.28546637041066686
100.0,14278.269421275163,0.5,-2.0164916387740055,-2.492603235445029,-1.8667455542093658,-0.6802889265561365,-1.755610856828783,0.9249967817950642,-1.916438803077547,2.4971403516414035,-1.81261628803293,4.036669774018638,-1.908691201561351,5.541596003294979,-1.9796563094241229,7.0685210178593705,-1.7794087392965268,8.71137800647432,-2.0333647258230103,10.465309882310477,1.1183458088206464,0.6890867877017823,1.8670587474628064,0.16368568011078702,1.7693657377058956,-0.3447665122773883,1.7115125216198865,0.5138871644563099,1.7718497606389505,-0.11437365559105224,1.5322690752149877,-0.09485379361133943,1.109659336409158,-0.005314839753471867,1.7089132670106282,-0.33665024881730704,1.4483450881143705,-0.4470505008474315,1.6638799706720584,-0.28546637041066686
120.0,13524.973453053797,0.8,-2.0111998326518106,-2.564932626083097,-1.8032008756665387,-0.7239360659933131,-1.6931743503324221,0.8867625070284688,-1.9092604504404087,2.4530651854316226,-1.7620060139557296,4.060833290635553,-1.867544447082596,5.561093901699568,-1.9582603167293589,7.117345536576511,-1.699821669572211,8.71546825079952,-2.047903841097191,10.590509584859154,1.1183458088206464,0.6890867877017823,1.8670587474628064,0.16368568011078702,1.7693657377058956,-0.3447665122773883,1.7115125216198865,0.5138871644563099,1.7718497606389505,-0.11437365559105224,1.5322690752149877,-0.09485379361133943,1.109659336409158,-0.005314839753471867,1.7089132670106282,-0.33665024881730704,1.4483450881143705,-0.4470505008474315,1.6638799706720584,-0.28546637041066686
140.0,12030.137484328376,0.9,-2.0241914663779377,-2.6846886394787726,-1.827179609486715,-0.7842728455607818,-1.6623025215870946,0.8815547053841779,-1.9251057986234457,2.4676157172488775,-1.8105868908857794,4.025831504922995,-1.915106300046191,5.601339998305997,-1.9915269377021256,7.1831346568600365,-1.7116286406629098,8.771527306693889,-2.051176663956872,10.68930310915911,1.1183458088206464,0.6890867877017823,1.8670587474628064,0.16368568011078702,1.7693657377058956,-0.3447665122773883,1.7115125216198865,0.5138871644563099,1.7718497606389505,-0.11437365559105224,1.5322690752149877,-0.09485379361133943,1.109659336409158,-0.005314839753471867,1.7089132670106282,-0.33665024881730704,1.4483450881143705,-0.4470505008474315,1.6638799706720584,-0.28546637041066686
160.0,14094.15468976509,1.0,-2.010625169222749,-2.7511801137674383,-1.808184428313058,-0.8429851862585759,-1.6181522877395658,0.8602909686080338,-1.9598860088081025,2.4789776651693365,-1.7792395886586505,4.029371327752289,-1.9164426470091438,5.616619926676021,-1.9814489071321493,7.20776621932278,-1.68023768544585,8.849152185732654,-2.039518872198506,10.732714209249727,1.1183458088206464,0.6890867877017823,1.8670587474628064,0.16368568011078702,1.7693657377058956,-0.3447665122773883,1.7115125216198865,0.5138871644563099,1.7718497606389505,-0.11437365559105224,1.5322690752149877,-0.09485379361133943,1.109659336409158,-0.005314839753471867,1.7089132670106282,-0.33665024881730704,1.4483450881143705,-0.4470505008474315,1.6638799706720584,-0.28546637041066686
180.0,13760.671322834165,1.3,-1.9860395609993717,-2.8011583788775063,-1.7986043255543305,-0.9401461904777294,-1.5202788951321198,0.8469111181268811,-1.95374668281727,2.4505473847112222,-1.7848442522753154,3.9797283685968283,-1.911148682708926,5.6032687293428225,-1.9382009089179075,7.2294766096713845,-1.681729435041807,8.943645245045701,-2.0098778248834597,10.850657460888971,1.1183458088206464,0.6890867877017823,1.8670587474628064,0.16368568011078702,1.7693657377058956,-0.3447665122773883,1.7115125216198865,0.5138871644563099,1.7718497606389505,-0.11437365559105224,1.5322690752149877,-0.09485379361133943,1.109659336409158,-0.005314839753471867,1.7089132670106282,-0.33665024881730704,1.4483450881143705,-0.4470505008474315,1.6638799706720584,-0.28546637041066686
