time step,failed agent x-position,formation velocity,other agent x-positions,,,
0,-2.000000000000001,0.0,-2.0,-3.0606601717798214,-2.0000000000000004,-3.060660171779822
20,-1.9749912326219403,0.5912639501460196,-1.9975067307005676,-3.0607746627111654,-1.9553922517540834,-3.0502899393279197
40,-1.8572424984106126,1.6266245109831452,-1.9232367971565851,-3.0086671285369726,-1.8176704204427232,-2.9495205370181323
60,-1.7200171184079698,1.4238428427021332,-1.7682249084469197,-2.8487332001444825,-1.702116224299223,-2.7942387419865744
80,-1.587860371166185,1.6377861865407397,-1.6484839707105308,-2.7224546284111586,-1.5721032413357459,-2.6597952663444584
100,-1.4440563257575256,1.5661152352921452,-1.5121192568949002,-2.57960997353442,-1.4288705690833887,-2.512699178190227
120,-1.3201390729258118,1.6017746603118899,-1.3859742157285793,-2.4359915521239257,-1.2989374375958262,-2.384331546374413
140,-1.1933200681105451,1.609583158842423,-1.2518287028174802,-2.292678891742706,-1.1671516029122404,-2.247308399062717
160,-1.0629391856078199,1.5797011284061502,-1.1160322563301526,-2.1549413010833582,-1.0419069538673948,-2.103341197259613
180,-0.9265397238349484,1.6153537638746127,-0.9892449521824296,-2.021873550748356,-0.9102887186572441,-1.960219104985874
200,-0.7912353619607648,1.5934694521629589,-0.8625364335460479,-1.8847870745847697,-0.773257388347024,-1.8229171057779807
220,-0.662819534276027,1.6141310304928929,-0.7320948286165836,-1.7415639751278078,-0.6378365642419297,-1.6902853076400246
240,-0.5366488172562196,1.6013100857085454,-0.5957752196023254,-1.5991788543821466,-0.508466456695587,-1.5531891629048984
260,-0.40562995713045624,1.586120519677625,-0.4606399011508937,-1.4625120450438631,-0.3819829725629096,-1.4101496077801754
280,-0.26900097672772927,1.6064956277782776,-0.33235410099154494,-1.3302197874651345,-0.25035292513759466,-1.2684119631274204
300,-0.13386124975714875,1.5920516652098784,-0.206529690145832,-1.1938234587946508,-0.1129638118807319,-1.132577198665207
320,-0.004989995465424668,1.6094210092647114,-0.07561582394937383,-1.0514456278892625,0.023133018142084794,-1.0005664980818052
340,0.12082776532083583,1.5933738335922338,0.06083883699723769,-0.9100013956678819,0.15333650052832004,-0.8644500142442375
360,0.25183134790479933,1.5874424597155368,0.19570716462237892,-0.7742339203966613,0.28023055101221983,-0.7222598230718664
380,0.38850401952158276,1.6043643991930296,0.32415790860951343,-0.64267192565132,0.41201714390072697,-0.5807796138298338
400,0.523734215225089,1.589139699203495,0.4496913010767831,-0.5065926136511427,0.5496228843372473,-0.445103125259275
420,0.6525344433105631,1.608354656222906,0.580617289497722,-0.3643099745459075,0.6862450636853188,-0.31370859365079573
440,0.7783640627461486,1.594500113683349,0.7170129095304643,-0.22286665099240643,0.816755964888932,-0.17746897454241406
460,0.9093246313404246,1.5887415740343287,0.8517628261074499,-0.0871346284706278,0.944006021856727,-0.035099530247693966
480,1.045980479972774,1.6076748344893612,0.9801431462109145,0.04439361396541219,1.0767429990100483,0.10624041656623451
500,1.1811825382165622,1.5907323021686988,1.1056075956698725,0.18067288161281647,1.2153026320452933,0.242108127116325
520,1.264782245297408,1.3368330792734042,1.2365051661669604,0.32304976946041286,1.352524942983501,0.3733745779711546
540,1.2760375680214602,1.226351835695053,1.3728729652850729,0.46450296036171723,1.4838999898780272,0.5054750632240279
