time step,collective radius,# of objects collected,agent positions,,,,,,,,,,,,,,,,,,obstacle positions,,,,,,,,,,,,,,,,,,,
0,71951.30867076709,0,-2.0,-6.0,-2.0,-4.5,-2.0,-3.0,-2.0,-1.5,-2.0,0.0,-2.0,1.5,-2.0,3.0,-2.0,4.5,-2.0,6.0,0.31341469185150683,-4.665465730184067,3.2105428375508756,2.5489101974643447,0.07716252468555895,-0.37424439314406843,2.6427975403576163,-1.609929558771599,3.0185501892645523,-2.809381200310183,2.341315877557051,2.5872916895520506,0.40196964730872864,-0.7351764940411867,1.915432743138716,1.6352760189731805,4.324502466776875,-4.940456062072495,3.4307229076384793,3.000344062966077
20,36027.683215421224,1,-1.9981883577176631,-6.0028755742194315,-1.9999878371679352,-4.499899998113776,-1.9999948961371563,-2.9999593861969416,-1.9999486020111048,-1.5003535572706268,-1.7749307709340312,-0.06109967235083834,-1.7599420753462915,1.4957716318352745,-1.8215969445952667,2.898747708949777,-1.9998662012265886,4.498882556008579,-2.000019421586306,6.000513442072505,0.31341469185150683,-4.665465730184067,3.2105428375508756,2.5489101974643447,0.07716252468555895,-0.37424439314406843,2.6427975403576163,-1.609929558771599,3.0185501892645523,-2.809381200310183,2.341315877557051,2.5872916895520506,0.40196964730872864,-0.7351764940411867,1.915432743138716,1.6352760189731805,4.324502466776875,-4.940456062072495,3.4307229076384793,3.000344062966077
40,24062.319686355808,1,-1.9877626029968856,-6.247980952055913,-1.7567538097399682,-4.5556745215575365,-1.9992886607158142,-3.0039392692320006,-2.0338513325198684,-1.7410252169794649,-1.758578997429006,-0.06499746195569074,-1.750043217687653,1.495813432463896,-1.7793410815917536,2.8820903671335603,-1.9810797912785867,4.293235643764641,-2.0005196171556308,6.0000007401694795,0.31341469185150683,-4.665465730184067,3.2105428375508756,2.5489101974643447,0.07716252468555895,-0.37424439314406843,2.6427975403576163,-1.609929558771599,3.0185501892645523,-2.809381200310183,2.341315877557051,2.5872916895520506,0.40196964730872864,-0.7351764940411867,1.915432743138716,1.6352760189731805,4.324502466776875,-4.940456062072495,3.4307229076384793,3.000344062966077
60,18066.341029584426,1,-1.9877487962065854,-6.248174634061301,-1.7562418294933866,-4.556570393714461,-1.7687803575302194,-3.072123718791544,-2.0341969989225457,-1.746830205557404,-1.744389503300697,-0.22091043978470784,-1.5205645025604846,1.4450485342750934,-1.7769872122645909,2.88466253209948,-1.9794335678943584,4.2512238858524425,-2.0028121324999755,6.236668511496611,0.31341469185150683,-4.665465730184067,3.2105428375508756,2.5489101974643447,0.07716252468555895,-0.37424439314406843,2.6427975403576163,-1.609929558771599,3.0185501892645523,-2.809381200310183,2.341315877557051,2.5872916895520506,0.40196964730872864,-0.7351764940411867,1.915432743138716,1.6352760189731805,4.324502466776875,-4.940456062072495,3.4307229076384793,3.000344062966077
80,14471.711701103439,2,-2.014494367797548,-6.494397081717692,-1.6740022608056853,-4.7925345627701095,-1.7592068818080802,-3.0757773542597686,-2.276661534901878,-1.7516238335319927,-1.7407384609465288,-0.3124087076635824,-1.5057275790608082,1.4423070243921714,-1.5520879677184858,2.985595575968365,-1.9779474880917036,4.282668602792311,-2.0028395022004757,6.246487090212715,0.31341469185150683,-4.665465730184067,3.2105428375508756,2.5489101974643447,0.07716252468555895,-0.37424439314406843,2.6427975403576163,-1.609929558771599,3.0185501892645523,-2.809381200310183,2.341315877557051,2.5872916895520506,0.40196964730872864,-0.7351764940411867,1.915432743138716,1.6352760189731805,4.324502466776875,-4.940456062072495,3.4307229076384793,3.000344062966077
100,97.58222335736522,2,-2.0145026079663806,-6.494697134666777,-1.6736599592178414,-4.7937144706351535,-1.556822033908098,-3.218856039924472,-2.2837698511386257,-1.7525706046037273,-1.7382998616501073,-0.30761678904631184,-1.4548994150311816,1.2085879285872312,-1.5520650399989195,2.9845905440254366,-1.9681170840722608,4.509968556228907,-1.988178976234341,6.489086985885776,0.31341469185150683,-4.665465730184067,3.2105428375508756,2.5489101974643447,0.07716252468555895,-0.37424439314406843,2.6427975403576163,-1.609929558771599,3.0185501892645523,-2.809381200310183,2.341315877557051,2.5872916895520506,0.40196964730872864,-0.7351764940411867,1.915432743138716,1.6352760189731805,4.324502466776875,-4.940456062072495,3.4307229076384793,3.000344062966077
120,90.30725545869714,2,-2.045799722345207,-6.558713186587525,-1.6332497852619117,-4.887142818695816,-1.5554579630279897,-3.2196626008695994,-2.283562034539771,-1.7470223806714444,-1.6513073962727247,-0.09290817091883449,-1.4534093298836033,1.199955062157458,-1.4641504524350804,2.8340388138086623,-1.9679012911387261,4.503737372411065,-1.988155483751139,6.491829889910433,0.31341469185150683,-4.665465730184067,3.2105428375508756,2.5489101974643447,0.07716252468555895,-0.37424439314406843,2.6427975403576163,-1.609929558771599,3.0185501892645523,-2.809381200310183,2.341315877557051,2.5872916895520506,0.40196964730872864,-0.7351764940411867,1.915432743138716,1.6352760189731805,4.324502466776875,-4.940456062072495,3.4307229076384793,3.000344062966077
140,79.21634083487808,2,-2.0569911463061064,-6.738491255653214,-1.6086587075328738,-5.034328766059967,-1.3208073737422956,-3.2285595771259383,-2.496558003204022,-1.6294817997286863,-1.6491829234341358,-0.08240402648741726,-1.4558629469697384,1.2036182047102257,-1.4293240525133817,2.771505734779365,-2.065096911256255,4.7313546642367506,-1.9714223994769968,6.723997240059399,0.31341469185150683,-4.665465730184067,3.2105428375508756,2.5489101974643447,0.07716252468555895,-0.37424439314406843,2.6427975403576163,-1.609929558771599,3.0185501892645523,-2.809381200310183,2.341315877557051,2.5872916895520506,0.40196964730872864,-0.7351764940411867,1.915432743138716,1.6352760189731805,4.324502466776875,-4.940456062072495,3.4307229076384793,3.000344062966077
160,77.03180731492952,3,-2.111233732332506,-6.944473726786931,-1.6075910996163265,-5.033050625802538,-1.308737468946954,-3.2286057327348425,-2.497728058000774,-1.630611564994683,-1.5512263266955097,-0.3105430321923516,-1.4748742830869208,1.4466753664319607,-1.4476235554506625,3.0932138854086313,-2.0661515274524036,4.735082626699637,-1.971359690391772,6.73709458957995,0.31341469185150683,-4.665465730184067,3.2105428375508756,2.5489101974643447,0.07716252468555895,-0.37424439314406843,2.6427975403576163,-1.609929558771599,3.0185501892645523,-2.809381200310183,2.341315877557051,2.5872916895520506,0.40196964730872864,-0.7351764940411867,1.915432743138716,1.6352760189731805,4.324502466776875,-4.940456062072495,3.4307229076384793,3.000344062966077
180,72.68404906534155,3,-2.1126827451497174,-6.930183329965747,-1.4884754824053572,-4.826619649899733,-1.3122583486953205,-3.221110527769231,-2.6031846907497886,-1.7922382906275702,-1.5517679628342043,-0.3117105320321026,-1.4748885740545883,1.446376725534989,-1.4484441116334656,3.0450984067863853,-2.1582532984814597,4.929597626762852,-1.9400698498890148,6.79112714052404,0.31341469185150683,-4.665465730184067,3.2105428375508756,2.5489101974643447,0.07716252468555895,-0.37424439314406843,2.6427975403576163,-1.609929558771599,3.0185501892645523,-2.809381200310183,2.341315877557051,2.5872916895520506,0.40196964730872864,-0.7351764940411867,1.915432743138716,1.6352760189731805,4.324502466776875,-4.940456062072495,3.4307229076384793,3.000344062966077
