time step,collective radius,# of objects collected,agent positions,,,,,,,,,,obstacle positions
0,58705.93460342609,0,"(-2.0, -4.5)","(-2.0, -3.5)","(-2.0, -2.5)","(-2.0, -1.5)","(-2.0, -0.5)","(-2.0, 0.5)","(-2.0, 1.5)","(-2.0, 2.5)","(-2.0, 3.5)","(0.707447681290925, 1.1296238940840406)","(0.6626659357306177, -0.7283297535353062)","(2.415999196398832, 1.1759277961441374)","(2.630228143135115, 0.4941740409946678)","(1.982458665259204, 1.6630251066960038)"
20,78.64213662670868,0,"(-1.8744118955899214, -4.684699933368825)","(-1.9998641500538439, -3.5014549387760745)","(-1.9999935742003112, -2.5001026180674826)","(-1.9999934144381237, -1.5000636219769463)","(-1.999911533639481, -0.49995055717468767)","(-2.002579801426353, 0.5022937158715629)","(-1.999925113903923, 1.5096811582199123)","(-2.0023536353511737, 2.7471714694621485)","(-1.8948049150492645, 3.721443296087554)","(0.707447681290925, 1.1296238940840406)","(0.6626659357306177, -0.7283297535353062)","(2.415999196398832, 1.1759277961441374)","(2.630228143135115, 0.4941740409946678)","(1.982458665259204, 1.6630251066960038)"
40,64.29980823201925,0,"(-1.8616144312761365, -4.709066590355329)","(-2.001966638673344, -3.507495726307815)","(-2.000085905981504, -2.5031251464439603)","(-2.0406038877288926, -1.3319036227248733)","(-1.9997975214954928, -0.4991019297121852)","(-2.021489736900675, 0.5655799218604828)","(-2.0084241203854445, 1.7594297775889611)","(-2.002423061546616, 2.7501234292613503)","(-1.8930269626108576, 3.7265595486236007)","(0.707447681290925, 1.1296238940840406)","(0.6626659357306177, -0.7283297535353062)","(2.415999196398832, 1.1759277961441374)","(2.630228143135115, 0.4941740409946678)","(1.982458665259204, 1.6630251066960038)"
60,50261.70852089012,0,"(-1.8590381057570928, -4.711585054359088)","(-2.0155276742903006, -3.750108014065989)","(-2.000244992478382, -2.503416343978705)","(-2.044016176902772, -1.2974107953902914)","(-1.944544336771123, -0.2833918257625073)","(-2.02146726520562, 0.5657672759679748)","(-2.008471158527005, 1.7630144953190647)","(-2.0958476431712554, 2.911339180977232)","(-1.841947274552749, 3.7738144198021564)","(0.707447681290925, 1.1296238940840406)","(0.6626659357306177, -0.7283297535353062)","(2.415999196398832, 1.1759277961441374)","(2.630228143135115, 0.4941740409946678)","(1.982458665259204, 1.6630251066960038)"
80,34.67196410904999,0,"(-1.659507795143378, -4.85386574556002)","(-2.0155088124861695, -3.7539175616895486)","(-1.7856451384767977, -2.595776913237365)","(-2.0456350649337507, -1.303741391819341)","(-1.9407713685424632, -0.2561575536565984)","(-2.0617350198861946, 0.8100209079005533)","(-2.039775691611267, 1.9913229458883563)","(-2.1177310186826004, 2.971654254550735)","(-1.6787091982563336, 3.8536505667442507)","(0.707447681290925, 1.1296238940840406)","(0.6626659357306177, -0.7283297535353062)","(2.415999196398832, 1.1759277961441374)","(2.630228143135115, 0.4941740409946678)","(1.982458665259204, 1.6630251066960038)"
100,28.075422976035295,0,"(-1.658018753890361, -4.85343691300032)","(-1.8602454275094402, -3.5718032601723113)","(-1.770105510843549, -2.6008609679544836)","(-2.209734501571475, -1.4836648710799727)","(-1.9176421974295839, -0.28615748508917316)","(-2.0619044646656994, 0.8124896117091509)","(-2.0411905096214933, 2.011572028117331)","(-2.1282448176441, 2.9825565584859026)","(-1.6755708599783978, 3.8565200170883758)","(0.707447681290925, 1.1296238940840406)","(0.6626659357306177, -0.7283297535353062)","(2.415999196398832, 1.1759277961441374)","(2.630228143135115, 0.4941740409946678)","(1.982458665259204, 1.6630251066960038)"
120,24843.79858572186,0,"(-1.6774658256818564, -4.604159308098708)","(-1.8543320621545334, -3.5623058379152823)","(-1.8469306690293765, -2.3791370147060444)","(-2.2099094359547826, -1.4842088840285153)","(-1.7995830465599858, -0.4631609352609226)","(-1.8206548474184627, 0.7485792777654124)","(-2.0383454698268224, 2.006056305528653)","(-2.2510382628778065, 3.1832360909138453)","(-1.456908603914936, 3.970812993295483)","(0.707447681290925, 1.1296238940840406)","(0.6626659357306177, -0.7283297535353062)","(2.415999196398832, 1.1759277961441374)","(2.630228143135115, 0.4941740409946678)","(1.982458665259204, 1.6630251066960038)"
140,38446.84762259449,0,"(-1.6774805131490684, -4.604231740532538)","(-1.6112759360648528, -3.616749205100195)","(-1.8497576472602095, -2.364368568962322)","(-2.418994497891185, -1.3482373503827376)","(-1.6600798784507782, -0.2649675846090036)","(-1.8199803383470865, 0.7479050441067123)","(-1.8516258526077727, 1.8523276929664632)","(-2.243795702902099, 3.1669240316990637)","(-1.4569788414167797, 3.9708933065212735)","(0.707447681290925, 1.1296238940840406)","(0.6626659357306177, -0.7283297535353062)","(2.415999196398832, 1.1759277961441374)","(2.630228143135115, 0.4941740409946678)","(1.982458665259204, 1.6630251066960038)"
160,18901.6760833905,0,"(-1.5215872069923995, -4.799407989452011)","(-1.6108479674597742, -3.616737065478988)","(-1.8492228372734387, -2.3706846260347008)","(-2.418842343566466, -1.3472223857596735)","(-1.6568684767904016, -0.259643247635748)","(-2.0569553906952454, 0.7081535642314708)","(-1.8507910729575165, 1.8498025415509523)","(-2.1461395353332695, 2.9548979718792707)","(-1.2206448183917749, 4.044370737925973)","(0.707447681290925, 1.1296238940840406)","(0.6626659357306177, -0.7283297535353062)","(2.415999196398832, 1.1759277961441374)","(2.630228143135115, 0.4941740409946678)","(1.982458665259204, 1.6630251066960038)"
180,36409.67915662188,0,"(-1.5214590497756257, -4.799673295572587)","(-1.5050798198858235, -3.836375768256869)","(-1.849105038951329, -2.615373114013441)","(-2.220566333828914, -1.4996017417092262)","(-1.6637010387160884, -0.26733680336357396)","(-2.0661301009194055, 0.7088300568442898)","(-1.7421683860685044, 2.0727628659687625)","(-2.146805237812084, 2.9540900428563317)","(-1.219952982547693, 4.045176968904684)","(0.707447681290925, 1.1296238940840406)","(0.6626659357306177, -0.7283297535353062)","(2.415999196398832, 1.1759277961441374)","(2.630228143135115, 0.4941740409946678)","(1.982458665259204, 1.6630251066960038)"
