time step,collective radius,# of objects collected,agent positions,,,,,,,,,,obstacle positions
0,58705.93460342609,0,"(-2.0, -4.5)","(-2.0, -3.5)","(-2.0, -2.5)","(-2.0, -1.5)","(-2.0, -0.5)","(-2.0, 0.5)","(-2.0, 1.5)","(-2.0, 2.5)","(-2.0, 3.5)","(0.612348338216592, -1.0175294656480394)","(0.10151742591604829, 1.916840336763301)","(2.3737491933580843, -0.5767681653411016)","(1.4845790365866547, -0.16987392301250193)","(1.9844264182905265, 1.6724692969029777)","(0.32950855562658554, -0.2834118585232748)","(1.329428330990096, -1.6520848615646515)","(1.3221240991332417, -0.7626993024782776)","(0.21580647828419397, 1.0627028426828091)","(1.7824420907712315, -0.44704655846463925)","(0.03425227308329948, -0.685958765164262)","(0.7573408299072297, -1.6980737937654249)","(1.755590079782926, -1.75218779010042)","(0.8638364158034175, 1.4167968859567601)","(0.19435461058017656, -1.7005959888551385)","(0.5605289950973223, -0.08786861228805831)","(1.0156894652366144, -0.07424393920484018)","(1.1983402034832067, 0.7241531661830902)","(0.4455210921273832, 1.035163809552052)","(1.7755522184554429, 0.3011621521538701)","(0.40942786945879694, 0.5728824401740571)","(0.19527178602199924, 0.47795489837124716)","(1.529380815103394, -1.661281591356389)","(0.9280177556528507, -1.3808402042768884)","(1.1673657447356203, 1.7454383032424152)","(0.7809024349046355, 0.9205084164373094)","(1.3863627307328792, -1.2906330320397514)","(2.131873786434535, -1.5132199773001238)","(2.6457227068806524, -0.31047621878009934)","(1.6352104628634283, -1.456518351164664)","(0.21335124969498465, -0.023364142396428367)","(2.9918124360871743, -0.31411106269050837)","(2.2665133756610305, -0.7470428085832341)","(1.4238557265593361, -1.9108905849900784)","(1.6262263772998717, 0.8511475502313015)","(1.9130696612279263, 0.6531065714744888)","(0.8816617869914294, -0.5203819444007589)","(0.9725250102642581, -1.8951009351253898)","(2.4496677156442037, 0.4845199771638682)","(0.38044553122411373, 1.389025931745815)","(0.7289955391932816, 1.6947125566582586)","(0.6170842658559124, -1.4538090838307807)","(2.120388307094345, -1.8668495164811323)","(0.6606226532228611, 1.1564260428754376)","(1.4727829121868485, 1.8904588391610462)","(1.4660447642357428, -1.0717869266154807)","(2.1967566283970643, -0.4717986818043651)","(2.8038149876990426, -1.9146859333518926)","(2.807954900802523, 1.7260499181886813)","(1.259571297772009, -1.0435956078765698)"
20,1311.681304915035,0,"(-1.989665235239572, -4.512498050073397)","(-1.9998970752816778, -3.499754627213492)","(-1.997577455340278, -2.4963942860524853)","(-2.0001195710339585, -1.5002213411806156)","(-1.99999399292592, -0.49985569966980486)","(-1.9985572480559468, 0.5000969968459178)","(-2.0132623546356476, 1.5000232924066041)","(-1.9999606463510256, 2.4997285281060297)","(-2.0000419624212045, 3.501396342506885)","(0.612348338216592, -1.0175294656480394)","(0.10151742591604829, 1.916840336763301)","(2.3737491933580843, -0.5767681653411016)","(1.4845790365866547, -0.16987392301250193)","(1.9844264182905265, 1.6724692969029777)","(0.32950855562658554, -0.2834118585232748)","(1.329428330990096, -1.6520848615646515)","(1.3221240991332417, -0.7626993024782776)","(0.21580647828419397, 1.0627028426828091)","(1.7824420907712315, -0.44704655846463925)","(0.03425227308329948, -0.685958765164262)","(0.7573408299072297, -1.6980737937654249)","(1.755590079782926, -1.75218779010042)","(0.8638364158034175, 1.4167968859567601)","(0.19435461058017656, -1.7005959888551385)","(0.5605289950973223, -0.08786861228805831)","(1.0156894652366144, -0.07424393920484018)","(1.1983402034832067, 0.7241531661830902)","(0.4455210921273832, 1.035163809552052)","(1.7755522184554429, 0.3011621521538701)","(0.40942786945879694, 0.5728824401740571)","(0.19527178602199924, 0.47795489837124716)","(1.529380815103394, -1.661281591356389)","(0.9280177556528507, -1.3808402042768884)","(1.1673657447356203, 1.7454383032424152)","(0.7809024349046355, 0.9205084164373094)","(1.3863627307328792, -1.2906330320397514)","(2.131873786434535, -1.5132199773001238)","(2.6457227068806524, -0.31047621878009934)","(1.6352104628634283, -1.456518351164664)","(0.21335124969498465, -0.023364142396428367)","(2.9918124360871743, -0.31411106269050837)","(2.2665133756610305, -0.7470428085832341)","(1.4238557265593361, -1.9108905849900784)","(1.6262263772998717, 0.8511475502313015)","(1.9130696612279263, 0.6531065714744888)","(0.8816617869914294, -0.5203819444007589)","(0.9725250102642581, -1.8951009351253898)","(2.4496677156442037, 0.4845199771638682)","(0.38044553122411373, 1.389025931745815)","(0.7289955391932816, 1.6947125566582586)","(0.6170842658559124, -1.4538090838307807)","(2.120388307094345, -1.8668495164811323)","(0.6606226532228611, 1.1564260428754376)","(1.4727829121868485, 1.8904588391610462)","(1.4660447642357428, -1.0717869266154807)","(2.1967566283970643, -0.4717986818043651)","(2.8038149876990426, -1.9146859333518926)","(2.807954900802523, 1.7260499181886813)","(1.259571297772009, -1.0435956078765698)"
40,58.128162790706696,0,"(-1.8494094936434273, -4.700540916635807)","(-1.9994919262302893, -3.5021246570201794)","(-1.9970991478581446, -2.4956502487108625)","(-2.0025021464559276, -1.4794914533185721)","(-2.0010978624100697, -0.4976817614710677)","(-1.9910536857407928, 0.5010827674050641)","(-2.0136722967462735, 1.5007576741798914)","(-1.994561108265821, 2.746685227556665)","(-1.8380554607065247, 3.691524251433843)","(0.612348338216592, -1.0175294656480394)","(0.10151742591604829, 1.916840336763301)","(2.3737491933580843, -0.5767681653411016)","(1.4845790365866547, -0.16987392301250193)","(1.9844264182905265, 1.6724692969029777)","(0.32950855562658554, -0.2834118585232748)","(1.329428330990096, -1.6520848615646515)","(1.3221240991332417, -0.7626993024782776)","(0.21580647828419397, 1.0627028426828091)","(1.7824420907712315, -0.44704655846463925)","(0.03425227308329948, -0.685958765164262)","(0.7573408299072297, -1.6980737937654249)","(1.755590079782926, -1.75218779010042)","(0.8638364158034175, 1.4167968859567601)","(0.19435461058017656, -1.7005959888551385)","(0.5605289950973223, -0.08786861228805831)","(1.0156894652366144, -0.07424393920484018)","(1.1983402034832067, 0.7241531661830902)","(0.4455210921273832, 1.035163809552052)","(1.7755522184554429, 0.3011621521538701)","(0.40942786945879694, 0.5728824401740571)","(0.19527178602199924, 0.47795489837124716)","(1.529380815103394, -1.661281591356389)","(0.9280177556528507, -1.3808402042768884)","(1.1673657447356203, 1.7454383032424152)","(0.7809024349046355, 0.9205084164373094)","(1.3863627307328792, -1.2906330320397514)","(2.131873786434535, -1.5132199773001238)","(2.6457227068806524, -0.31047621878009934)","(1.6352104628634283, -1.456518351164664)","(0.21335124969498465, -0.023364142396428367)","(2.9918124360871743, -0.31411106269050837)","(2.2665133756610305, -0.7470428085832341)","(1.4238557265593361, -1.9108905849900784)","(1.6262263772998717, 0.8511475502313015)","(1.9130696612279263, 0.6531065714744888)","(0.8816617869914294, -0.5203819444007589)","(0.9725250102642581, -1.8951009351253898)","(2.4496677156442037, 0.4845199771638682)","(0.38044553122411373, 1.389025931745815)","(0.7289955391932816, 1.6947125566582586)","(0.6170842658559124, -1.4538090838307807)","(2.120388307094345, -1.8668495164811323)","(0.6606226532228611, 1.1564260428754376)","(1.4727829121868485, 1.8904588391610462)","(1.4660447642357428, -1.0717869266154807)","(2.1967566283970643, -0.4717986818043651)","(2.8038149876990426, -1.9146859333518926)","(2.807954900802523, 1.7260499181886813)","(1.259571297772009, -1.0435956078765698)"
60,62.34661164850824,0,"(-1.8467269667516435, -4.703117274973974)","(-2.001299969173297, -3.7509853230813133)","(-1.9724915365517943, -2.547519163867431)","(-2.002671315192244, -1.4783835148645892)","(-2.006273077070408, -0.4855863255436356)","(-1.991234639049596, 0.5023576345253931)","(-1.977682699409183, 1.7385953972761383)","(-1.994555702106101, 2.7497203281502824)","(-1.8378915136435885, 3.691692311149919)","(0.612348338216592, -1.0175294656480394)","(0.10151742591604829, 1.916840336763301)","(2.3737491933580843, -0.5767681653411016)","(1.4845790365866547, -0.16987392301250193)","(1.9844264182905265, 1.6724692969029777)","(0.32950855562658554, -0.2834118585232748)","(1.329428330990096, -1.6520848615646515)","(1.3221240991332417, -0.7626993024782776)","(0.21580647828419397, 1.0627028426828091)","(1.7824420907712315, -0.44704655846463925)","(0.03425227308329948, -0.685958765164262)","(0.7573408299072297, -1.6980737937654249)","(1.755590079782926, -1.75218779010042)","(0.8638364158034175, 1.4167968859567601)","(0.19435461058017656, -1.7005959888551385)","(0.5605289950973223, -0.08786861228805831)","(1.0156894652366144, -0.07424393920484018)","(1.1983402034832067, 0.7241531661830902)","(0.4455210921273832, 1.035163809552052)","(1.7755522184554429, 0.3011621521538701)","(0.40942786945879694, 0.5728824401740571)","(0.19527178602199924, 0.47795489837124716)","(1.529380815103394, -1.661281591356389)","(0.9280177556528507, -1.3808402042768884)","(1.1673657447356203, 1.7454383032424152)","(0.7809024349046355, 0.9205084164373094)","(1.3863627307328792, -1.2906330320397514)","(2.131873786434535, -1.5132199773001238)","(2.6457227068806524, -0.31047621878009934)","(1.6352104628634283, -1.456518351164664)","(0.21335124969498465, -0.023364142396428367)","(2.9918124360871743, -0.31411106269050837)","(2.2665133756610305, -0.7470428085832341)","(1.4238557265593361, -1.9108905849900784)","(1.6262263772998717, 0.8511475502313015)","(1.9130696612279263, 0.6531065714744888)","(0.8816617869914294, -0.5203819444007589)","(0.9725250102642581, -1.8951009351253898)","(2.4496677156442037, 0.4845199771638682)","(0.38044553122411373, 1.389025931745815)","(0.7289955391932816, 1.6947125566582586)","(0.6170842658559124, -1.4538090838307807)","(2.120388307094345, -1.8668495164811323)","(0.6606226532228611, 1.1564260428754376)","(1.4727829121868485, 1.8904588391610462)","(1.4660447642357428, -1.0717869266154807)","(2.1967566283970643, -0.4717986818043651)","(2.8038149876990426, -1.9146859333518926)","(2.807954900802523, 1.7260499181886813)","(1.259571297772009, -1.0435956078765698)"
80,23.20530404786014,0,"(-1.6390916167564575, -4.835856464866067)","(-2.0012260785954186, -3.7522661211658157)","(-1.9503474636056617, -2.741044817701231)","(-2.005142187212514, -1.4843226815370036)","(-2.0062013022349787, -0.4849136963516432)","(-2.0484454748873615, 0.7447983283574514)","(-1.9774306105949802, 1.7478996747532671)","(-1.769382453358804, 2.6749233685778613)","(-1.608854167476506, 3.7902873067186245)","(0.612348338216592, -1.0175294656480394)","(0.10151742591604829, 1.916840336763301)","(2.3737491933580843, -0.5767681653411016)","(1.4845790365866547, -0.16987392301250193)","(1.9844264182905265, 1.6724692969029777)","(0.32950855562658554, -0.2834118585232748)","(1.329428330990096, -1.6520848615646515)","(1.3221240991332417, -0.7626993024782776)","(0.21580647828419397, 1.0627028426828091)","(1.7824420907712315, -0.44704655846463925)","(0.03425227308329948, -0.685958765164262)","(0.7573408299072297, -1.6980737937654249)","(1.755590079782926, -1.75218779010042)","(0.8638364158034175, 1.4167968859567601)","(0.19435461058017656, -1.7005959888551385)","(0.5605289950973223, -0.08786861228805831)","(1.0156894652366144, -0.07424393920484018)","(1.1983402034832067, 0.7241531661830902)","(0.4455210921273832, 1.035163809552052)","(1.7755522184554429, 0.3011621521538701)","(0.40942786945879694, 0.5728824401740571)","(0.19527178602199924, 0.47795489837124716)","(1.529380815103394, -1.661281591356389)","(0.9280177556528507, -1.3808402042768884)","(1.1673657447356203, 1.7454383032424152)","(0.7809024349046355, 0.9205084164373094)","(1.3863627307328792, -1.2906330320397514)","(2.131873786434535, -1.5132199773001238)","(2.6457227068806524, -0.31047621878009934)","(1.6352104628634283, -1.456518351164664)","(0.21335124969498465, -0.023364142396428367)","(2.9918124360871743, -0.31411106269050837)","(2.2665133756610305, -0.7470428085832341)","(1.4238557265593361, -1.9108905849900784)","(1.6262263772998717, 0.8511475502313015)","(1.9130696612279263, 0.6531065714744888)","(0.8816617869914294, -0.5203819444007589)","(0.9725250102642581, -1.8951009351253898)","(2.4496677156442037, 0.4845199771638682)","(0.38044553122411373, 1.389025931745815)","(0.7289955391932816, 1.6947125566582586)","(0.6170842658559124, -1.4538090838307807)","(2.120388307094345, -1.8668495164811323)","(0.6606226532228611, 1.1564260428754376)","(1.4727829121868485, 1.8904588391610462)","(1.4660447642357428, -1.0717869266154807)","(2.1967566283970643, -0.4717986818043651)","(2.8038149876990426, -1.9146859333518926)","(2.807954900802523, 1.7260499181886813)","(1.259571297772009, -1.0435956078765698)"
100,23.93284720619729,1,"(-1.6394667966770984, -4.835571989996992)","(-2.054838251189729, -3.6237568111274445)","(-1.9476914071104068, -2.744618832607776)","(-2.094487197077534, -1.7083394385142132)","(-1.8907976304592162, -0.26795547359371463)","(-2.048577328874018, 0.7460720476687095)","(-1.9281671895723436, 1.7970177483951104)","(-1.7567838549638397, 2.6725483922338755)","(-1.6082731646796598, 3.790604535553399)","(0.612348338216592, -1.0175294656480394)","(0.10151742591604829, 1.916840336763301)","(2.3737491933580843, -0.5767681653411016)","(1.4845790365866547, -0.16987392301250193)","(1.9844264182905265, 1.6724692969029777)","(0.32950855562658554, -0.2834118585232748)","(1.329428330990096, -1.6520848615646515)","(1.3221240991332417, -0.7626993024782776)","(0.21580647828419397, 1.0627028426828091)","(1.7824420907712315, -0.44704655846463925)","(0.03425227308329948, -0.685958765164262)","(0.7573408299072297, -1.6980737937654249)","(1.755590079782926, -1.75218779010042)","(0.8638364158034175, 1.4167968859567601)","(0.19435461058017656, -1.7005959888551385)","(0.5605289950973223, -0.08786861228805831)","(1.0156894652366144, -0.07424393920484018)","(1.1983402034832067, 0.7241531661830902)","(0.4455210921273832, 1.035163809552052)","(1.7755522184554429, 0.3011621521538701)","(0.40942786945879694, 0.5728824401740571)","(0.19527178602199924, 0.47795489837124716)","(1.529380815103394, -1.661281591356389)","(0.9280177556528507, -1.3808402042768884)","(1.1673657447356203, 1.7454383032424152)","(0.7809024349046355, 0.9205084164373094)","(1.3863627307328792, -1.2906330320397514)","(2.131873786434535, -1.5132199773001238)","(2.6457227068806524, -0.31047621878009934)","(1.6352104628634283, -1.456518351164664)","(0.21335124969498465, -0.023364142396428367)","(2.9918124360871743, -0.31411106269050837)","(2.2665133756610305, -0.7470428085832341)","(1.4238557265593361, -1.9108905849900784)","(1.6262263772998717, 0.8511475502313015)","(1.9130696612279263, 0.6531065714744888)","(0.8816617869914294, -0.5203819444007589)","(0.9725250102642581, -1.8951009351253898)","(2.4496677156442037, 0.4845199771638682)","(0.38044553122411373, 1.389025931745815)","(0.7289955391932816, 1.6947125566582586)","(0.6170842658559124, -1.4538090838307807)","(2.120388307094345, -1.8668495164811323)","(0.6606226532228611, 1.1564260428754376)","(1.4727829121868485, 1.8904588391610462)","(1.4660447642357428, -1.0717869266154807)","(2.1967566283970643, -0.4717986818043651)","(2.8038149876990426, -1.9146859333518926)","(2.807954900802523, 1.7260499181886813)","(1.259571297772009, -1.0435956078765698)"
120,16.453669372870404,2,"(-1.6137298366930928, -4.590623287092815)","(-2.0728227998617967, -3.5126212611677228)","(-1.8126882717307333, -2.9499315175332956)","(-2.094558376040152, -1.710623063641922)","(-1.8905107823258895, -0.2646926824432497)","(-2.176767133633665, 0.9484878226369835)","(-1.8711858220564874, 1.9740601068245616)","(-1.7534024067340883, 2.676442562498899)","(-1.406167753551324, 3.7348824556902103)","(0.612348338216592, -1.0175294656480394)","(0.10151742591604829, 1.916840336763301)","(2.3737491933580843, -0.5767681653411016)","(1.4845790365866547, -0.16987392301250193)","(1.9844264182905265, 1.6724692969029777)","(0.32950855562658554, -0.2834118585232748)","(1.329428330990096, -1.6520848615646515)","(1.3221240991332417, -0.7626993024782776)","(0.21580647828419397, 1.0627028426828091)","(1.7824420907712315, -0.44704655846463925)","(0.03425227308329948, -0.685958765164262)","(0.7573408299072297, -1.6980737937654249)","(1.755590079782926, -1.75218779010042)","(0.8638364158034175, 1.4167968859567601)","(0.19435461058017656, -1.7005959888551385)","(0.5605289950973223, -0.08786861228805831)","(1.0156894652366144, -0.07424393920484018)","(1.1983402034832067, 0.7241531661830902)","(0.4455210921273832, 1.035163809552052)","(1.7755522184554429, 0.3011621521538701)","(0.40942786945879694, 0.5728824401740571)","(0.19527178602199924, 0.47795489837124716)","(1.529380815103394, -1.661281591356389)","(0.9280177556528507, -1.3808402042768884)","(1.1673657447356203, 1.7454383032424152)","(0.7809024349046355, 0.9205084164373094)","(1.3863627307328792, -1.2906330320397514)","(2.131873786434535, -1.5132199773001238)","(2.6457227068806524, -0.31047621878009934)","(1.6352104628634283, -1.456518351164664)","(0.21335124969498465, -0.023364142396428367)","(2.9918124360871743, -0.31411106269050837)","(2.2665133756610305, -0.7470428085832341)","(1.4238557265593361, -1.9108905849900784)","(1.6262263772998717, 0.8511475502313015)","(1.9130696612279263, 0.6531065714744888)","(0.8816617869914294, -0.5203819444007589)","(0.9725250102642581, -1.8951009351253898)","(2.4496677156442037, 0.4845199771638682)","(0.38044553122411373, 1.389025931745815)","(0.7289955391932816, 1.6947125566582586)","(0.6170842658559124, -1.4538090838307807)","(2.120388307094345, -1.8668495164811323)","(0.6606226532228611, 1.1564260428754376)","(1.4727829121868485, 1.8904588391610462)","(1.4660447642357428, -1.0717869266154807)","(2.1967566283970643, -0.4717986818043651)","(2.8038149876990426, -1.9146859333518926)","(2.807954900802523, 1.7260499181886813)","(1.259571297772009, -1.0435956078765698)"
140,43322.15614075771,3,"(-1.6136262522326847, -4.5868833291366515)","(-1.9514638813030039, -3.7183760609249243)","(-1.8120616606820068, -2.949030211194123)","(-2.0102960007769206, -1.4782218498687816)","(-1.7239969988399089, -0.4486465138556975)","(-2.1805134597868014, 0.9552544778186944)","(-1.869680659283492, 1.971629140952371)","(-1.69687295827049, 2.9153981870851564)","(-1.3657225874549308, 3.7300068601417906)","(0.612348338216592, -1.0175294656480394)","(0.10151742591604829, 1.916840336763301)","(2.3737491933580843, -0.5767681653411016)","(1.4845790365866547, -0.16987392301250193)","(1.9844264182905265, 1.6724692969029777)","(0.32950855562658554, -0.2834118585232748)","(1.329428330990096, -1.6520848615646515)","(1.3221240991332417, -0.7626993024782776)","(0.21580647828419397, 1.0627028426828091)","(1.7824420907712315, -0.44704655846463925)","(0.03425227308329948, -0.685958765164262)","(0.7573408299072297, -1.6980737937654249)","(1.755590079782926, -1.75218779010042)","(0.8638364158034175, 1.4167968859567601)","(0.19435461058017656, -1.7005959888551385)","(0.5605289950973223, -0.08786861228805831)","(1.0156894652366144, -0.07424393920484018)","(1.1983402034832067, 0.7241531661830902)","(0.4455210921273832, 1.035163809552052)","(1.7755522184554429, 0.3011621521538701)","(0.40942786945879694, 0.5728824401740571)","(0.19527178602199924, 0.47795489837124716)","(1.529380815103394, -1.661281591356389)","(0.9280177556528507, -1.3808402042768884)","(1.1673657447356203, 1.7454383032424152)","(0.7809024349046355, 0.9205084164373094)","(1.3863627307328792, -1.2906330320397514)","(2.131873786434535, -1.5132199773001238)","(2.6457227068806524, -0.31047621878009934)","(1.6352104628634283, -1.456518351164664)","(0.21335124969498465, -0.023364142396428367)","(2.9918124360871743, -0.31411106269050837)","(2.2665133756610305, -0.7470428085832341)","(1.4238557265593361, -1.9108905849900784)","(1.6262263772998717, 0.8511475502313015)","(1.9130696612279263, 0.6531065714744888)","(0.8816617869914294, -0.5203819444007589)","(0.9725250102642581, -1.8951009351253898)","(2.4496677156442037, 0.4845199771638682)","(0.38044553122411373, 1.389025931745815)","(0.7289955391932816, 1.6947125566582586)","(0.6170842658559124, -1.4538090838307807)","(2.120388307094345, -1.8668495164811323)","(0.6606226532228611, 1.1564260428754376)","(1.4727829121868485, 1.8904588391610462)","(1.4660447642357428, -1.0717869266154807)","(2.1967566283970643, -0.4717986818043651)","(2.8038149876990426, -1.9146859333518926)","(2.807954900802523, 1.7260499181886813)","(1.259571297772009, -1.0435956078765698)"
160,62479.939006168184,3,"(-1.447922491091332, -4.7718806815685575)","(-1.946977053785746, -3.7286050207252845)","(-1.808035465633946, -2.699291417050553)","(-2.010750855090802, -1.4750885830118647)","(-1.72327153200596, -0.4500629701924111)","(-2.132990462992324, 0.7923303289245275)","(-1.8587007276350822, 1.7240125383127887)","(-1.6968831394409694, 2.9154505484473905)","(-1.363671592433669, 3.732352828572301)","(0.612348338216592, -1.0175294656480394)","(0.10151742591604829, 1.916840336763301)","(2.3737491933580843, -0.5767681653411016)","(1.4845790365866547, -0.16987392301250193)","(1.9844264182905265, 1.6724692969029777)","(0.32950855562658554, -0.2834118585232748)","(1.329428330990096, -1.6520848615646515)","(1.3221240991332417, -0.7626993024782776)","(0.21580647828419397, 1.0627028426828091)","(1.7824420907712315, -0.44704655846463925)","(0.03425227308329948, -0.685958765164262)","(0.7573408299072297, -1.6980737937654249)","(1.755590079782926, -1.75218779010042)","(0.8638364158034175, 1.4167968859567601)","(0.19435461058017656, -1.7005959888551385)","(0.5605289950973223, -0.08786861228805831)","(1.0156894652366144, -0.07424393920484018)","(1.1983402034832067, 0.7241531661830902)","(0.4455210921273832, 1.035163809552052)","(1.7755522184554429, 0.3011621521538701)","(0.40942786945879694, 0.5728824401740571)","(0.19527178602199924, 0.47795489837124716)","(1.529380815103394, -1.661281591356389)","(0.9280177556528507, -1.3808402042768884)","(1.1673657447356203, 1.7454383032424152)","(0.7809024349046355, 0.9205084164373094)","(1.3863627307328792, -1.2906330320397514)","(2.131873786434535, -1.5132199773001238)","(2.6457227068806524, -0.31047621878009934)","(1.6352104628634283, -1.456518351164664)","(0.21335124969498465, -0.023364142396428367)","(2.9918124360871743, -0.31411106269050837)","(2.2665133756610305, -0.7470428085832341)","(1.4238557265593361, -1.9108905849900784)","(1.6262263772998717, 0.8511475502313015)","(1.9130696612279263, 0.6531065714744888)","(0.8816617869914294, -0.5203819444007589)","(0.9725250102642581, -1.8951009351253898)","(2.4496677156442037, 0.4845199771638682)","(0.38044553122411373, 1.389025931745815)","(0.7289955391932816, 1.6947125566582586)","(0.6170842658559124, -1.4538090838307807)","(2.120388307094345, -1.8668495164811323)","(0.6606226532228611, 1.1564260428754376)","(1.4727829121868485, 1.8904588391610462)","(1.4660447642357428, -1.0717869266154807)","(2.1967566283970643, -0.4717986818043651)","(2.8038149876990426, -1.9146859333518926)","(2.807954900802523, 1.7260499181886813)","(1.259571297772009, -1.0435956078765698)"
180,15.163866770612294,3,"(-1.4467927670955343, -4.773274761489117)","(-1.949662738314661, -3.730700407644391)","(-1.8082636580603562, -2.6989846574832277)","(-2.061814176516724, -1.711799565356041)","(-1.6886942282684143, -0.37677521617824106)","(-2.1226128157229773, 0.7124033939019353)","(-1.8583479134910252, 1.724338703252955)","(-1.6067230324128223, 2.683045681410478)","(-1.1739478453863437, 3.8891421323293054)","(0.612348338216592, -1.0175294656480394)","(0.10151742591604829, 1.916840336763301)","(2.3737491933580843, -0.5767681653411016)","(1.4845790365866547, -0.16987392301250193)","(1.9844264182905265, 1.6724692969029777)","(0.32950855562658554, -0.2834118585232748)","(1.329428330990096, -1.6520848615646515)","(1.3221240991332417, -0.7626993024782776)","(0.21580647828419397, 1.0627028426828091)","(1.7824420907712315, -0.44704655846463925)","(0.03425227308329948, -0.685958765164262)","(0.7573408299072297, -1.6980737937654249)","(1.755590079782926, -1.75218779010042)","(0.8638364158034175, 1.4167968859567601)","(0.19435461058017656, -1.7005959888551385)","(0.5605289950973223, -0.08786861228805831)","(1.0156894652366144, -0.07424393920484018)","(1.1983402034832067, 0.7241531661830902)","(0.4455210921273832, 1.035163809552052)","(1.7755522184554429, 0.3011621521538701)","(0.40942786945879694, 0.5728824401740571)","(0.19527178602199924, 0.47795489837124716)","(1.529380815103394, -1.661281591356389)","(0.9280177556528507, -1.3808402042768884)","(1.1673657447356203, 1.7454383032424152)","(0.7809024349046355, 0.9205084164373094)","(1.3863627307328792, -1.2906330320397514)","(2.131873786434535, -1.5132199773001238)","(2.6457227068806524, -0.31047621878009934)","(1.6352104628634283, -1.456518351164664)","(0.21335124969498465, -0.023364142396428367)","(2.9918124360871743, -0.31411106269050837)","(2.2665133756610305, -0.7470428085832341)","(1.4238557265593361, -1.9108905849900784)","(1.6262263772998717, 0.8511475502313015)","(1.9130696612279263, 0.6531065714744888)","(0.8816617869914294, -0.5203819444007589)","(0.9725250102642581, -1.8951009351253898)","(2.4496677156442037, 0.4845199771638682)","(0.38044553122411373, 1.389025931745815)","(0.7289955391932816, 1.6947125566582586)","(0.6170842658559124, -1.4538090838307807)","(2.120388307094345, -1.8668495164811323)","(0.6606226532228611, 1.1564260428754376)","(1.4727829121868485, 1.8904588391610462)","(1.4660447642357428, -1.0717869266154807)","(2.1967566283970643, -0.4717986818043651)","(2.8038149876990426, -1.9146859333518926)","(2.807954900802523, 1.7260499181886813)","(1.259571297772009, -1.0435956078765698)"
