time step,collective radius,# of objects collected,agent positions,,,,,,,,,,obstacle positions
1180,3.2688577967643893,4,"(0.7981068989096602, -3.685189601278105)","(-0.4298859004547855, -3.0392323214594703)","(-0.774127218736113, -2.000589869100412)","(-1.2723511810506634, -1.058768906664461)","(-2.1848273105643905, -0.434091191187984)","(-1.6958257666786358, 0.6897613330563785)","(-0.8372978642271398, 1.139674504157379)","(-0.32205721921157004, 2.1970902679543856)","(0.5617573704086403, 2.6607361982062816)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.08935179928970205, 1.936986546529925)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1200,3.458874055088549,3,"(0.7951100981074974, -3.6812712499690092)","(-0.23951956427753207, -3.2010563309677784)","(-0.7735100245502764, -2.0012834511696025)","(-1.0278609548771378, -1.0334263923491718)","(-2.1834062565859393, -0.4390637083817201)","(-1.6943573788634276, 0.6904049357712202)","(-0.6070949766867015, 1.1538256466658325)","(-0.32250213013757123, 2.2946795968728333)","(0.6594266201954775, 2.8869434515859176)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.08935179928970205, 1.936986546529925)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1220,3.413670379162948,4,"(0.6954824704002203, -3.459496247314685)","(-0.23917230333042339, -3.200862046441314)","(-0.713341817493834, -2.2398932345333957)","(-1.0272367339917379, -1.034490429755984)","(-2.0722617656075264, -0.40399497331736667)","(-1.4745057035700944, 0.6113574671819886)","(-0.5873535844036426, 1.1536718221957003)","(-0.32471327325600297, 2.297673851444607)","(0.6604225218465971, 2.890143430487648)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.08935179928970205, 1.936986546529925)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1240,3.5068759382036605,3,"(0.6950006136819349, -3.4576910183198866)","(-0.17343936734042997, -2.9722658864790126)","(-0.7126896771929097, -2.245504855741862)","(-0.7936620221029254, -1.1162031093174063)","(-1.9378220896552336, -0.38672985135879173)","(-1.4584782919334494, 0.6083124621356678)","(-0.588597165552921, 1.1644010623241454)","(-0.4616857793060909, 2.5000162004061353)","(0.8381929094217999, 2.977339379664726)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.08935179928970205, 1.936986546529925)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1260,3.478686466456588,4,"(0.9088468167000392, -3.5866904949086815)","(-0.17142563892967777, -2.9593914040891005)","(-0.5675830590842583, -2.042711547807008)","(-0.7925559806293969, -1.1167292499762291)","(-1.9342803779968738, -0.3903903883636826)","(-1.568932569677668, 0.7085479561891195)","(-0.5979005595885944, 1.4052012724004415)","(-0.4611254098479214, 2.5025162123048226)","(0.8871960755277457, 2.98945847612709)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.08935179928970205, 1.936986546529925)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1280,3.5393682613587902,3,"(0.9084027635165706, -3.586704096103897)","(-0.01141865485841742, -3.082504249069611)","(-0.5664834963802925, -2.0407723861149494)","(-0.8792598796631415, -0.8875594235204013)","(-1.7315978354219812, -0.5267432260955389)","(-1.6453569544736784, 0.7726750481264122)","(-0.5977795063395279, 1.406577508766158)","(-0.2738906528839904, 2.6662529681321807)","(0.891528608309966, 2.9875410424710767)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.08935179928970205, 1.936986546529925)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1300,3.382906517017828,4,"(1.1493646985247281, -3.649619857466261)","(0.0296360477609543, -3.1075897174004226)","(-0.7689111170702023, -2.09874638462463)","(-0.8801465807439184, -0.8849103081109823)","(-1.7302412303701193, -0.528186178265964)","(-1.6475324829488958, 0.769078391693048)","(-0.8418028736881444, 1.4557415840711099)","(-0.27405474910059735, 2.666150142180112)","(1.0150145051401456, 2.774313245662789)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.08935179928970205, 1.936986546529925)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1320,3.277564793764786,3,"(1.150526959480021, -3.6499342830864756)","(0.030598066292723658, -3.102117927427721)","(-0.8071200126076667, -2.1059739387275838)","(-0.9021665765782974, -1.0667132232652938)","(-1.834271334956082, -0.30119985431977975)","(-1.770765539686649, 0.5566582832700024)","(-0.8433945096694326, 1.4543000377693127)","(-0.18423435537967303, 2.4338636155965143)","(1.0148558722415353, 2.7741619782042335)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.08935179928970205, 1.936986546529925)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1340,3.129142251943508,5,"(1.3427833445134891, -3.6120738736490745)","(0.2171009412318594, -2.9439162215048613)","(-0.8013293911062136, -2.1104104672354347)","(-0.9050136865435838, -1.1319912139290702)","(-1.8339195805947202, -0.30156617176133704)","(-1.7710046132470763, 0.5565374023938608)","(-1.0301029556799126, 1.3192974429861648)","(-0.1831717907437056, 2.4323144282501894)","(1.2415353335710062, 2.6855571601298056)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.08935179928970205, 1.936986546529925)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1360,3.0835820541855345,4,"(1.3965607818377022, -3.6081161518980838)","(0.21924994790037688, -2.9443246798143563)","(-0.7490481245882084, -2.348462914532709)","(-0.9079887540529166, -1.1371872948634392)","(-1.8427595930124308, -0.520710161830252)","(-1.8207785898049869, 0.7997792311325549)","(-1.0455762480211561, 1.3108174990866885)","(-0.04139292945912576, 2.284350485721568)","(1.2474154319411523, 2.6847333435579173)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.08935179928970205, 1.936986546529925)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1380,2.9752528211978104,5,"(1.399428213834228, -3.6114807245790486)","(0.46503918941095845, -2.9861537534630456)","(-0.7488320876284558, -2.348428816359367)","(-1.1527214178216467, -1.1628809318056597)","(-1.8435598936794009, -0.5497584164615382)","(-1.8206365199471342, 0.8000583522735301)","(-0.9875791978164856, 1.3671472098861794)","(-0.009046230690687995, 2.252687433340701)","(1.0746163230348986, 2.5081905123474506)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.09022079537889903, 1.9295438099296651)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1400,2.996652643401459,5,"(1.6430134968508776, -3.6533077831530623)","(0.46578498972859794, -2.9864111890535137)","(-0.5162554273826443, -2.4376073154485196)","(-1.1529870040281645, -1.1638249351218195)","(-1.8962715880601382, -0.33504778792197876)","(-1.7761748421341945, 0.5552988419174566)","(-0.8434175637716466, 1.454897964575991)","(-0.0039844923657959, 2.2553646267256195)","(1.0727404113024446, 2.5064000337658703)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.0903657647896614, 1.927593217592319)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1420,3.024626839335287,5,"(1.6431749795653023, -3.6533806772348525)","(0.7060150875697078, -3.045205984576191)","(-0.5150829334916531, -2.439814131216142)","(-1.1239719106969175, -1.4087316824449103)","(-1.900377976746624, -0.30830932250424237)","(-1.7762780800897133, 0.5544806188928291)","(-0.8365673961944535, 1.4601165721869167)","(0.12887918294276224, 2.4605532474574185)","(1.131675208890865, 2.577322034411022)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.0903657647896614, 1.927593217592319)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1440,3.070739473966526,5,"(1.8926564369864374, -3.646426084433348)","(0.7100129110142257, -3.0460601869882025)","(-0.28145739104850764, -2.5258545873105716)","(-1.1223535489360998, -1.4123067781705123)","(-1.8979556359795207, -0.3127855392597958)","(-1.7098202049423565, 0.7926216474472876)","(-0.5945792935060297, 1.4803856196353793)","(0.12936315031293244, 2.46197524178874)","(1.2169244225527645, 2.710496936197208)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.0903657647896614, 1.927593217592319)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1460,3.0887885892751927,5,"(1.892867614391542, -3.646342431445998)","(0.790808385327586, -2.935358178323564)","(-0.27971212819808944, -2.52696566869346)","(-0.9657544154186852, -1.590191625247058)","(-1.8978001574296552, -0.55542837172806)","(-1.7094938052692077, 0.794305616735522)","(-0.5926644245593538, 1.4828226598708683)","(0.12013184306865199, 2.7044331340246592)","(1.2184196315436235, 2.7121440056589727)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.0903657647896614, 1.927593217592319)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1480,3.012328095931249,4,"(1.6994976923851923, -3.4886782135208585)","(0.8300604544147161, -2.827274750676529)","(-0.44224157520232077, -2.5430440914236954)","(-0.9583710282251945, -1.59931118024474)","(-1.8977820241584324, -0.5574316805383593)","(-1.7044573287846412, 0.7968228693224899)","(-0.6918748179365837, 1.7116496419626395)","(0.12198885457865138, 2.711704876296592)","(1.4621194571844809, 2.75207577417253)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.0903657647896614, 1.927593217592319)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1500,3.0316888863245413,5,"(1.6986289317348549, -3.48798187093443)","(0.8177865335175385, -2.827034883801753)","(-0.5283943282386914, -2.544924569718267)","(-1.1363150409496414, -1.4522056543928632)","(-1.657446304791946, -0.6255093462430849)","(-1.4603217354966516, 0.8130966982683141)","(-0.6892936087910053, 1.7141184399831506)","(0.3700334574251616, 2.711200904478362)","(1.463283671839966, 2.752025068705203)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.0903657647896614, 1.927593217592319)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1520,3.0745951950277477,4,"(1.4886700457635196, -3.412125617797985)","(0.5861236053353043, -2.8856632807796236)","(-0.5298334837986969, -2.540340741110591)","(-1.1505726580336595, -1.442672228541059)","(-1.6574527676089437, -0.6255778993553358)","(-1.4581960764260422, 0.8144207301955608)","(-0.49653649884375106, 1.8516314879623121)","(0.3730784828943081, 2.712817333304158)","(1.6720747334870922, 2.8838206380567835)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.0903657647896614, 1.927593217592319)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1540,3.0655199994990507,5,"(1.462300408105322, -3.4056448257793606)","(0.5855907573112553, -2.885690269899675)","(-0.4909492856401414, -2.2981154364674143)","(-1.1536952678507302, -1.4390560926268443)","(-1.6178030557477987, -0.40162863830701623)","(-1.2721215527376217, 0.6501344834155232)","(-0.4863591521916857, 1.8569873684267997)","(0.43563548100287885, 2.626003958526936)","(1.6742343528644157, 2.8849403197045946)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.0903657647896614, 1.927593217592319)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1560,3.084523246618821,4,"(1.4625468946895928, -3.407249241364247)","(0.34155920662058126, -2.9384694530322566)","(-0.49147798886560357, -2.2972410893837356)","(-1.218474949989719, -1.2021946849991911)","(-1.6164301819901985, -0.3789351748376812)","(-1.2720522128164764, 0.6475934725956245)","(-0.6015085335032238, 1.643088350908966)","(0.4786434752825417, 2.4858837184297258)","(1.8742574541684576, 2.8945956826979287)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.0903657647896614, 1.927593217592319)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1580,3.0984200917975677,5,"(1.7048847679964068, -3.4417953852282697)","(0.3439822498733611, -2.93895015880683)","(-0.618372677053886, -2.0850759683257833)","(-1.2194020624050412, -1.2009945190599673)","(-1.7007413092730534, -0.2013647112156013)","(-1.0874173508560077, 0.7914468083598777)","(-0.6037989496402874, 1.6371580669237566)","(0.4875132625344336, 2.4882709357457213)","(1.873277309762221, 2.894410709896297)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.0903657647896614, 1.927593217592319)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1600,3.0315256472608563,4,"(1.70880870784671, -3.443040213853643)","(0.5825101457748061, -2.988210472463129)","(-0.6172044448566014, -2.084808442275913)","(-1.4014355087485748, -1.3715865524037127)","(-1.7168727754482471, -0.15077745834476391)","(-1.0740119229135332, 0.800165038883142)","(-0.5852656283699373, 1.6498443176147501)","(0.7175329941464139, 2.547433247458957)","(2.0778464952857982, 2.7711686669375215)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.0903657647896614, 1.927593217592319)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1620,3.0330944779433864,5,"(1.9545751978569572, -3.4471157986380323)","(0.5882571754238728, -2.990163600753512)","(-0.48905664284479466, -2.1956990126863127)","(-1.4009794045577695, -1.3719707145981361)","(-1.718842642266646, -0.14877665198990497)","(-0.9899127293229275, 0.869890255502595)","(-0.3800818988603769, 1.7526588279515447)","(0.721154001372192, 2.549345957638711)","(2.0891760629545804, 2.7663915395111394)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.0903657647896614, 1.927593217592319)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1640,2.9763626618038073,5,"(1.957575896381285, -3.4475815620995744)","(0.7987122529551187, -3.0569514947034526)","(-0.4249082374416835, -2.2437129761264494)","(-1.2635880849919532, -1.186771511976337)","(-1.921510179353048, -0.009771852007319892)","(-0.856417160064965, 0.9218842988014369)","(-0.3783482845493731, 1.7534943171603705)","(0.8450615311089771, 2.3328113870828133)","(2.0842524522767585, 2.7621309909085037)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.0903657647896614, 1.927593217592319)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1660,2.9314332131213843,5,"(2.1955784779930436, -3.4465601802287003)","(0.8322396773285994, -3.063820267141725)","(-0.2571851227341364, -2.409592022397303)","(-1.2486713932247167, -1.1738225654436554)","(-1.9209900697770985, -0.009918933351773074)","(-0.8634603079250622, 0.9160865147242594)","(-0.27293530312314895, 1.9725943964179586)","(0.8450709931706641, 2.3322939242281167)","(1.9179315513209998, 2.586553976824824)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.0903657647896614, 1.927593217592319)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1680,2.9269755368893002,5,"(2.2061866757836732, -3.446717433747538)","(0.8382777269935064, -3.0675135420966)","(-0.25013347889113646, -2.416843332546633)","(-1.2287207248790921, -1.1999749835340783)","(-1.6762569718850187, -0.011876505069020049)","(-1.000333145512378, 0.7207102663592488)","(-0.27108033472115567, 1.9769479752449113)","(0.9520838239967753, 2.2669130684839693)","(1.9169724316300996, 2.5853893032317727)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.0903657647896614, 1.927593217592319)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1700,2.935571231168966,6,"(2.2557759106723916, -3.436773105610318)","(1.0704553801677767, -3.131033081852409)","(-0.24081591066719454, -2.4237330181167507)","(-1.078024612348567, -1.3523789587625745)","(-1.669800350470646, -0.013471464194309335)","(-1.0008097810551868, 0.7198013220467305)","(-0.3396823505494915, 1.872608853657867)","(0.9621197074636569, 2.2621798968681484)","(2.164033128706947, 2.5829179566379654)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.0903657647896614, 1.927593217592319)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1720,2.945148374585302,6,"(2.4563120641570944, -3.4302864380863967)","(1.0733669229299574, -3.132417087270329)","(-0.019406683924676482, -2.5177240790960638)","(-1.070810445830202, -1.3611264080444483)","(-1.5386199617852274, -0.2165476813135055)","(-0.8013495710361969, 0.8657261241485128)","(-0.4074436896228544, 1.7698372084702045)","(0.9419403430075652, 2.2526660220476074)","(2.166364548996733, 2.5826662944361347)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.09140436115330426, 1.915697808852152)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1740,2.9020754495569783,6,"(2.4594500983622076, -3.4276240297068012)","(1.3091344905870903, -3.210706816103344)","(-0.015568579137490435, -2.521309480644872)","(-0.8859935914053523, -1.519261040993446)","(-1.534192151541376, -0.22545119307002653)","(-0.7995352425704076, 0.8673376738076205)","(-0.3758997080621007, 1.808785599108653)","(0.7114378012329858, 2.2361967233150315)","(2.0087531540722647, 2.392398927076548)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.10335825012178719, 1.8579332809127849)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1760,2.90859628679702,6,"(2.691308436382168, -3.3453598142815855)","(1.311172581746718, -3.2115272117200258)","(0.2329251210384835, -2.5392145163177955)","(-0.8841800790715422, -1.5218746131906224)","(-1.3303991801995654, -0.3604858516774937)","(-0.9004970030886055, 0.6456513182758796)","(-0.34152513733216194, 2.0070001593831632)","(0.7203606463703536, 2.2398140229159407)","(2.0065335979391854, 2.3892143171173856)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.10786495864894018, 1.8502661689767406)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1780,2.8625318645772384,6,"(2.692222263136107, -3.3455501231341707)","(1.5560478388511263, -3.2129674956967142)","(0.23472877076123355, -2.540954699855056)","(-0.6671724186024977, -1.6400558140136334)","(-1.3245925572310253, -0.3643893454601845)","(-0.901150808837621, 0.6414186183200794)","(-0.34488677652251964, 1.9966148905531251)","(0.955407838644668, 2.2835166552579267)","(1.8000412773176486, 2.262774837774784)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.10786495864894018, 1.8502661689767406)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1800,2.843746404478573,6,"(2.4489462416316767, -3.400307054807416)","(1.5612252100412527, -3.2137495156030784)","(0.3989960584975165, -2.723101097867782)","(-0.6635743099998284, -1.6425504183975013)","(-1.3208515622405526, -0.36678309587065117)","(-0.8677804395609967, 0.677279412785868)","(-0.4608743829617705, 1.7891513927153018)","(0.9544557694338534, 2.283047120745523)","(1.7930190686654233, 2.259334023448079)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.10786495864894018, 1.8502661689767406)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
1820,2.8334993914005047,6,"(2.4473132692386503, -3.399701448292636)","(1.4185182946519057, -3.017455632641453)","(0.4027552321304624, -2.7274253283089642)","(-0.4532845950754558, -1.77798227922945)","(-1.1612249381969075, -0.5531389349930601)","(-0.8163191739408151, 0.8717329232017348)","(-0.46348504191491235, 1.789565875223445)","(0.7043886988816066, 2.2775218432003266)","(1.7938832380036063, 2.2628717366704785)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.10786495864894018, 1.8502661689767406)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
