time step,collective radius,# of objects collected,agent positions,,,,,,,,,,obstacle positions
400,8.43835035320635,1,"(-0.9506372923062243, -4.8963717234379525)","(-1.505942552341227, -3.976947947034224)","(-1.8998419051326823, -2.780957886079527)","(-1.875153347222007, -1.6783443475915059)","(-1.9710534238538666, -0.48312527884675455)","(-2.011279515014167, 0.4996946848772717)","(-1.6985279200822085, 1.746074733093069)","(-1.6985045246688124, 3.170782328470855)","(-0.5565583186649348, 3.421362207982767)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.08935179928970205, 1.936986546529925)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
420,7.322520180372399,1,"(-0.9505104932763566, -4.896404638956849)","(-1.5034927681218273, -3.973358480110854)","(-1.899473518222796, -2.7752881995689584)","(-2.0087136148554077, -1.572603615513354)","(-2.2186907125890705, -0.4402061831008534)","(-2.0135520611722924, 0.7432559160306788)","(-1.6984213170716975, 1.745273819459547)","(-1.5722870549352328, 2.9599743359283095)","(-0.5564551350423583, 3.421309449882291)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.08935179928970205, 1.936986546529925)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
440,6.323848640685079,1,"(-0.8648952266679959, -4.771221297042032)","(-1.323501487464036, -3.8073271136538036)","(-1.8977646162445194, -2.772963849008261)","(-2.081726088743777, -1.5371678458192886)","(-2.2176344034616506, -0.4418822710815034)","(-2.0121761237497875, 0.7451682844136035)","(-1.5985389929434328, 1.9611252557237724)","(-1.5681567117106794, 2.9570562460318284)","(-0.3111428801859204, 3.4560945910527905)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.08935179928970205, 1.936986546529925)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
460,6.399677406807441,1,"(-0.8136172511656092, -4.686263001169187)","(-1.3231577605194567, -3.8063107652985777)","(-1.7120422868829588, -2.6099710880963145)","(-2.0844938837028764, -1.530166123882391)","(-2.261725485676505, -0.20527362313547248)","(-1.7825613289234812, 0.8419484251377878)","(-1.594692299627982, 1.973674995570412)","(-1.4557596704763822, 3.056842470500134)","(-0.3099437574297268, 3.45655589554835)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.08935179928970205, 1.936986546529925)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
480,5.976862012900412,1,"(-0.8154579979158729, -4.68011554629888)","(-1.2116061976629275, -3.5965689807521537)","(-1.7123287709039747, -2.608740745744522)","(-2.1315203376409304, -1.2967636380579415)","(-2.2627917452768584, -0.19607181759534964)","(-1.7812956370547646, 0.8432819274193768)","(-1.4516986042648763, 2.147139818506606)","(-1.3919693869831056, 3.1338983762676484)","(-0.07925454124474296, 3.4809748357340036)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.08935179928970205, 1.936986546529925)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
500,6.288273471842949,1,"(-1.0541236551223627, -4.631106654191379)","(-1.2071435185854091, -3.5836001892053635)","(-1.6872002438159905, -2.372964108712632)","(-2.1325503763835285, -1.2912569668183003)","(-2.2467972982811335, -0.1801442344119321)","(-1.6811630108561202, 1.026699654206542)","(-1.4375084026421239, 2.1673749465155043)","(-1.3876536307224168, 3.1370149196322337)","(-0.06220615163553456, 3.4816829514935357)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.08935179928970205, 1.936986546529925)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
520,6.712323615483553,1,"(-1.0574241224494196, -4.630552493322998)","(-1.2736724663805592, -3.50880435782865)","(-1.686886068333362, -2.3607304562544567)","(-2.1087550068002456, -1.5047853020546529)","(-2.0378794644508185, -0.0895758714876137)","(-1.665908091625847, 1.065140383681669)","(-1.4343586069102456, 2.1711228397931803)","(-1.228793157898287, 3.3236734071457628)","(-0.050437276454897484, 3.4704853013749424)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.08935179928970205, 1.936986546529925)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
540,6.0532596791718385,1,"(-0.8092308936126138, -4.640407882640696)","(-1.3668600516212215, -3.3929524313908006)","(-1.5475524592447558, -2.5483816703673496)","(-2.1073694912094356, -1.5379302574409464)","(-2.033790155042573, -0.09364701435911477)","(-1.506186254858609, 1.2128172345181465)","(-1.2939306554656969, 2.3731305540717282)","(-1.2267979470470536, 3.3247815649279935)","(0.18259071354898015, 3.4327448749209055)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.08935179928970205, 1.936986546529925)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
560,6.143384730586373,1,"(-0.8083968607995848, -4.640753174305484)","(-1.3515713309347144, -3.4100215349824765)","(-1.5399434390997382, -2.5604368139432334)","(-2.168384850177154, -1.303549511723077)","(-1.9619172541569245, -0.32374052845496865)","(-1.481428921153397, 1.2299507035385844)","(-1.2937289459234438, 2.373420090444808)","(-0.9934279231603569, 3.4133465373932363)","(0.18580575419383383, 3.430456889576209)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.08935179928970205, 1.936986546529925)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
580,5.479574837205119,2,"(-0.5609532441092371, -4.6032513830565955)","(-1.2502335138796101, -3.612025714107978)","(-1.6536278673791147, -2.351502750773747)","(-2.1702994142501364, -1.2962565086062614)","(-1.9622203782712062, -0.32603955995244904)","(-1.486201667253209, 1.2181772841561709)","(-1.2904393040417286, 2.124825359413312)","(-0.9917271622581367, 3.4127916138224847)","(0.4248422090713211, 3.371775147547292)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.08935179928970205, 1.936986546529925)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
600,5.60539750672025,2,"(-0.5608301014232155, -4.603128346988666)","(-1.2484958122092364, -3.6044890509403866)","(-1.6588621366622935, -2.3424567356694768)","(-1.9674277438219236, -1.167272879911597)","(-1.8582758529029877, -0.09896752238675655)","(-1.5413108870613603, 0.9885579498666242)","(-1.2905867906311923, 2.123511708294746)","(-0.7867729124978633, 3.27099576521369)","(0.4265746617316606, 3.3718103068495293)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.08935179928970205, 1.936986546529925)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
620,5.157543084563632,2,"(-0.6074568460288186, -4.384780605446378)","(-1.2373736345505348, -3.362912904894895)","(-1.6600281139125599, -2.341783914342321)","(-1.9581465251306798, -1.16275947295445)","(-1.8582617778513006, -0.09861747283301125)","(-1.540560088121836, 0.9903299648730975)","(-1.1167784804190566, 2.293969404694297)","(-0.7853684261645126, 3.270417499806554)","(0.6750496539977933, 3.3597084216360837)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.08935179928970205, 1.936986546529925)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
640,5.063995428492761,2,"(-0.6121322576520178, -4.356564753360532)","(-1.2375352911261521, -3.3624923540243383)","(-1.884046045851635, -2.4460783960792996)","(-1.9565925276984044, -1.1644924665482692)","(-1.9217825313209556, 0.13321739716212344)","(-1.3858108106676097, 1.1818488989241187)","(-1.1134503315540956, 2.2981024428474255)","(-0.5846055076029082, 3.336198374725168)","(0.6751189555187849, 3.359770014827671)","(2.2547006299323007, 1.1984479135149213)","(0.8573371472330634, -1.7693936756339825)","(0.15096972391082364, -1.4483550068649977)","(2.5929106167266562, -0.5384018368542223)","(0.9429103421577073, 1.5290645484375025)","(2.305500816561891, -1.0754570129102423)","(1.3813069297468905, -0.2259212219682296)","(0.08935179928970205, 1.936986546529925)","(1.7458472890059582, -0.19313417364159324)","(2.4682285813780944, 0.6225110908135032)"
