time step,collective radius,# of objects collected,agent positions,,,,,,,,,,obstacle positions
0,58705.93460342609,0,"(-2.0, -4.5)","(-2.0, -3.5)","(-2.0, -2.5)","(-2.0, -1.5)","(-2.0, -0.5)","(-2.0, 0.5)","(-2.0, 1.5)","(-2.0, 2.5)","(-2.0, 3.5)","(2.055173661460919, -1.0907468218109506)","(0.5436665203629051, 1.181797070809703)","(0.41650010244309976, -1.990918639245577)","(0.6669797115700611, -0.4176330110243973)","(2.389010837666826, -1.6225205266011185)"
20,138.4941844557307,0,"(-1.9999556877769735, -4.50144990949284)","(-1.9989394618522764, -3.5104905036601313)","(-1.9999990716445384, -2.5000744880765464)","(-1.9983996425412334, -1.5000055064612294)","(-2.0135290549555918, -0.5000198895176939)","(-2.0000397409359865, 0.5000442735424988)","(-1.9999985276535022, 1.499878063262761)","(-1.9995628120961952, 2.5015847657966703)","(-1.8883922472401238, 3.68690805613387)","(2.055173661460919, -1.0907468218109506)","(0.5436665203629051, 1.181797070809703)","(0.41650010244309976, -1.990918639245577)","(0.6669797115700611, -0.4176330110243973)","(2.389010837666826, -1.6225205266011185)"
40,132.741328281141,0,"(-2.000100093198491, -4.502400880429432)","(-1.99712333744501, -3.7495382239382335)","(-1.9976456780109029, -2.521069221898066)","(-1.9902370955853785, -1.4997032898276246)","(-2.013660009511918, -0.5000378338134933)","(-1.9970711313734004, 0.5023207838629412)","(-2.0145384837465126, 1.509323932242926)","(-2.0141550777156176, 2.5560864317604666)","(-1.875623626604929, 3.7173610526573753)","(2.055173661460919, -1.0907468218109506)","(0.5436665203629051, 1.181797070809703)","(0.41650010244309976, -1.990918639245577)","(0.6669797115700611, -0.4176330110243973)","(2.389010837666826, -1.6225205266011185)"
60,40.37458835120527,0,"(-1.868728422197813, -4.711904381679004)","(-1.995235109391508, -3.7485159153617458)","(-1.9976667890547444, -2.5209955760092937)","(-1.9903408649606285, -1.499400882566386)","(-2.1294396152412802, -0.29537460302830343)","(-1.9643024377800915, 0.5143915512635854)","(-2.0150265180033253, 1.5102636898823956)","(-2.024088551496691, 2.753448827759483)","(-1.7162596061407454, 3.876759575523765)","(2.055173661460919, -1.0907468218109506)","(0.5436665203629051, 1.181797070809703)","(0.41650010244309976, -1.990918639245577)","(0.6669797115700611, -0.4176330110243973)","(2.389010837666826, -1.6225205266011185)"
80,35.81681094873114,0,"(-1.8677823954950665, -4.714497770237407)","(-1.766269747957138, -3.6532748449685513)","(-2.078505840678813, -2.2900532003591523)","(-1.9321338215697004, -1.256514902302506)","(-2.1350699383197913, -0.28139037423241264)","(-1.9641264909952703, 0.514656129507015)","(-1.967584342532219, 1.7278212029410525)","(-2.0206588160648584, 2.750217828036058)","(-1.6990529558724474, 3.893792035797668)","(2.055173661460919, -1.0907468218109506)","(0.5436665203629051, 1.181797070809703)","(0.41650010244309976, -1.990918639245577)","(0.6669797115700611, -0.4176330110243973)","(2.389010837666826, -1.6225205266011185)"
100,25.303598395224213,0,"(-1.6850360519082457, -4.876244671063721)","(-1.7661233388875468, -3.654375421088026)","(-2.0799237251154503, -2.28583951728827)","(-1.9314900478224324, -1.256792781423695)","(-2.2096388138974463, -0.3722860379884255)","(-1.8965911660280153, 0.7514305291491423)","(-1.9645030330002298, 1.754632191790599)","(-1.7840669482991192, 2.681517578980877)","(-1.6961866727543522, 3.896049765357857)","(2.055173661460919, -1.0907468218109506)","(0.5436665203629051, 1.181797070809703)","(0.41650010244309976, -1.990918639245577)","(0.6669797115700611, -0.4176330110243973)","(2.389010837666826, -1.6225205266011185)"
120,21.3709183834434,0,"(-1.6809854148296224, -4.87785045604682)","(-1.8270370351757448, -3.414719578291498)","(-2.105927549239668, -2.5238547355825873)","(-1.706126223669575, -1.3630005871350992)","(-2.265722526780124, -0.4952632075477874)","(-1.8959160348462087, 0.7547688487972603)","(-1.9669793750273346, 1.7513615082857608)","(-1.7830575441594383, 2.6820920827130186)","(-1.4499409964357262, 3.9128522409719007)","(2.055173661460919, -1.0907468218109506)","(0.5436665203629051, 1.181797070809703)","(0.41650010244309976, -1.990918639245577)","(0.6669797115700611, -0.4176330110243973)","(2.389010837666826, -1.6225205266011185)"
140,19.43520642309509,0,"(-1.678508908675001, -4.634423934464261)","(-1.8272086282498317, -3.4127646227533446)","(-2.1072546755947834, -2.5338146364789003)","(-1.7058407209327457, -1.3628319825044994)","(-2.2686017394047036, -0.49196042966733494)","(-1.9166612181461642, 0.5072470288194119)","(-2.089329965772529, 1.542818687279486)","(-1.750877801073071, 2.927110868164541)","(-1.4496252001318015, 3.9140352359695405)","(2.055173661460919, -1.0907468218109506)","(0.5436665203629051, 1.181797070809703)","(0.41650010244309976, -1.990918639245577)","(0.6669797115700611, -0.4176330110243973)","(2.389010837666826, -1.6225205266011185)"
160,14.372971983368453,0,"(-1.6782228402454513, -4.628140425649821)","(-1.8176509493088522, -3.6608432212397326)","(-2.102955097127936, -2.5316682352467796)","(-1.7967713363138733, -1.5850743326190049)","(-2.470548378872831, -0.3542349147787834)","(-1.917192261104877, 0.5040462392177036)","(-2.0907145404128173, 1.5414361074791214)","(-1.7502757830638542, 2.9284862286806725)","(-1.254674499304015, 4.069569699875859)","(2.055173661460919, -1.0907468218109506)","(0.5436665203629051, 1.181797070809703)","(0.41650010244309976, -1.990918639245577)","(0.6669797115700611, -0.4176330110243973)","(2.389010837666826, -1.6225205266011185)"
180,14.654170009701126,0,"(-1.6760286968082876, -4.630468730480111)","(-1.8178851276772718, -3.6605780993707495)","(-2.043481774612311, -2.294103489532528)","(-1.7985332036221315, -1.5949146371515324)","(-2.4703666200050236, -0.35337202738729334)","(-1.8853328766671231, 0.738659635206248)","(-1.9986796991512112, 1.7738742502098002)","(-1.7424661956261673, 2.681491565536074)","(-1.2549946801064595, 4.0674932128609225)","(2.055173661460919, -1.0907468218109506)","(0.5436665203629051, 1.181797070809703)","(0.41650010244309976, -1.990918639245577)","(0.6669797115700611, -0.4176330110243973)","(2.389010837666826, -1.6225205266011185)"
