time step,collective radius,# of objects collected,agent positions,,,,,,,,,,obstacle positions
0,58705.93460342609,0,"(-2.0, -4.5)","(-2.0, -3.5)","(-2.0, -2.5)","(-2.0, -1.5)","(-2.0, -0.5)","(-2.0, 0.5)","(-2.0, 1.5)","(-2.0, 2.5)","(-2.0, 3.5)","(0.5215728445162009, 1.5273639486717658)","(0.09775384978694945, 1.676983158385669)","(2.087479715447836, -1.4488591674091578)","(0.6961890043081189, -1.615368056623709)","(1.4038290232085346, 1.7599047563656764)"
20,122.72088130053362,0,"(-1.8623774516809335, -4.704601338306226)","(-1.999697372099717, -3.503083189379079)","(-1.9999354518244334, -2.5000530423440006)","(-2.000010551523982, -1.4999601414175143)","(-1.9997930845525305, -0.49945647838550283)","(-1.9899869945659305, 0.5884505357260343)","(-2.01367773700025, 1.500046688265243)","(-1.999958396310351, 2.499684363299543)","(-2.0000175820244603, 3.501524810112102)","(0.5215728445162009, 1.5273639486717658)","(0.09775384978694945, 1.676983158385669)","(2.087479715447836, -1.4488591674091578)","(0.6961890043081189, -1.615368056623709)","(1.4038290232085346, 1.7599047563656764)"
40,62.282567035534875,0,"(-1.8605454155115315, -4.7085813339584845)","(-2.0040823273235415, -3.7513497621535015)","(-1.9985387966170398, -2.517220213961284)","(-2.000152060179296, -1.4992592620961525)","(-1.9996208467793903, -0.4987301412360647)","(-1.9892079352410617, 0.5981147984660689)","(-2.0136055056550752, 1.500071222349402)","(-2.0010409504889557, 2.5026727545123895)","(-1.8458366104160953, 3.6452250606866823)","(0.5215728445162009, 1.5273639486717658)","(0.09775384978694945, 1.676983158385669)","(2.087479715447836, -1.4488591674091578)","(0.6961890043081189, -1.615368056623709)","(1.4038290232085346, 1.7599047563656764)"
60,43.751906387722435,0,"(-1.75420895873684, -4.782181270078487)","(-2.0040194816781702, -3.7525879694272515)","(-1.99855652833522, -2.517708231150915)","(-1.9999351329130362, -1.4979272993103778)","(-2.0211056703819934, -0.2554791200722387)","(-1.9928059296228382, 0.6024237145714966)","(-1.9767627539674186, 1.6956487375930502)","(-2.0048927753477805, 2.748966604906141)","(-1.815819960537968, 3.670735930043513)","(0.5215728445162009, 1.5273639486717658)","(0.09775384978694945, 1.676983158385669)","(2.087479715447836, -1.4488591674091578)","(0.6961890043081189, -1.615368056623709)","(1.4038290232085346, 1.7599047563656764)"
80,31.141806011965045,0,"(-1.6419459713359827, -4.829334326210112)","(-1.7679297345956886, -3.7607949968694654)","(-1.9128475392596114, -2.5760943165708468)","(-1.9537854266955117, -1.2559437398624815)","(-2.0208745290220334, -0.24938709897224615)","(-2.1241624611708634, 0.8082883696883691)","(-1.9730680584396352, 1.74723955847867)","(-2.0048654283687215, 2.7494245011553473)","(-1.8120514347151362, 3.6712574898385943)","(0.5215728445162009, 1.5273639486717658)","(0.09775384978694945, 1.676983158385669)","(2.087479715447836, -1.4488591674091578)","(0.6961890043081189, -1.615368056623709)","(1.4038290232085346, 1.7599047563656764)"
100,21.971566034642624,0,"(-1.6394329479770398, -4.831918082000836)","(-1.7542921323304412, -3.76165484549562)","(-1.775268646375946, -2.6199746036572797)","(-1.9531902119415205, -1.2546169752611025)","(-2.055496875084114, -0.1466954751593877)","(-2.1245705160374304, 0.8091384965879918)","(-1.962645252926595, 1.757604135885109)","(-1.8648400380158303, 2.7494347938216963)","(-1.57849165930815, 3.7158745539752407)","(0.5215728445162009, 1.5273639486717658)","(0.09775384978694945, 1.676983158385669)","(2.087479715447836, -1.4488591674091578)","(0.6961890043081189, -1.615368056623709)","(1.4038290232085346, 1.7599047563656764)"
120,16.6109250976214,1,"(-1.4147803484592312, -4.934199393468097)","(-1.6025380634398425, -3.9345811314510226)","(-1.7735384386532822, -2.6211344149937363)","(-1.8227622273105455, -1.4592811844482072)","(-2.068777379726717, -0.008015647880205534)","(-2.351095186968787, 0.914472379173888)","(-1.820262665750601, 1.9439508536629946)","(-1.7548579857992648, 2.7491665481546126)","(-1.5701500971592348, 3.7169764521182103)","(0.5215728445162009, 1.5273639486717658)","(0.09775384978694945, 1.676983158385669)","(2.087479715447836, -1.4488591674091578)","(0.6961890043081189, -1.615368056623709)","(1.4038290232085346, 1.7599047563656764)"
140,15.700496943980703,1,"(-1.4147172422966965, -4.934255464640916)","(-1.5917123390912216, -3.829126552561662)","(-1.8163002512933772, -2.3807004087551347)","(-1.8201567922214617, -1.4650835237128297)","(-1.9855784681470507, -0.21866283438691758)","(-2.3512669729518896, 0.914066169851385)","(-1.8183147514544804, 1.9422299818979327)","(-1.7978962338414157, 2.994602446354311)","(-1.3762678574377714, 3.8746666737456525)","(0.5215728445162009, 1.5273639486717658)","(0.09775384978694945, 1.676983158385669)","(2.087479715447836, -1.4488591674091578)","(0.6961890043081189, -1.615368056623709)","(1.4038290232085346, 1.7599047563656764)"
160,12.5269846917312,1,"(-1.164949978021103, -4.94495859272159)","(-1.596491185830508, -3.919864334842287)","(-1.8164130944145165, -2.4056132191664723)","(-1.9567713573991017, -1.2703114766241308)","(-1.976507727870335, -0.2403069205279053)","(-2.531856365866285, 0.7444216383522801)","(-1.6410554120581504, 1.7704567610386281)","(-1.7977686325346558, 2.9948463914337973)","(-1.3762251647949226, 3.8747016720041993)","(0.5215728445162009, 1.5273639486717658)","(0.09775384978694945, 1.676983158385669)","(2.087479715447836, -1.4488591674091578)","(0.6961890043081189, -1.615368056623709)","(1.4038290232085346, 1.7599047563656764)"
180,11.110125649805676,1,"(-1.1654209212837272, -4.9435425193299825)","(-1.6134749063492762, -3.6934751346574175)","(-1.813629429990957, -2.6528484619369097)","(-1.9621067349464136, -1.2616100679422484)","(-1.9740653890102697, -0.24234434579823189)","(-2.532257400965986, 0.7439112298667143)","(-1.640433301371017, 1.7701092063902144)","(-1.7238173667148857, 2.8613417327474675)","(-1.1738076738095304, 4.017524207322876)","(0.5215728445162009, 1.5273639486717658)","(0.09775384978694945, 1.676983158385669)","(2.087479715447836, -1.4488591674091578)","(0.6961890043081189, -1.615368056623709)","(1.4038290232085346, 1.7599047563656764)"
