time step,collective radius,# of objects collected,agent positions,,,,,,,,,,obstacle positions
0,58705.93460342609,0,"(-2.0, -4.5)","(-2.0, -3.5)","(-2.0, -2.5)","(-2.0, -1.5)","(-2.0, -0.5)","(-2.0, 0.5)","(-2.0, 1.5)","(-2.0, 2.5)","(-2.0, 3.5)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
20,2075.384928778724,0,"(-1.9999617312749463, -4.501537367348544)","(-1.9989599309176878, -3.502263651063115)","(-2.0136513319660763, -2.5000317941270476)","(-2.0001247138056044, -1.5001963327790202)","(-1.9946242501605225, -0.5107582753774234)","(-1.986285564572573, 0.4861485798959303)","(-1.999993825142992, 1.4997812062403686)","(-1.999994175958318, 2.4998628279370485)","(-2.0000149288246827, 3.50146661551266)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
40,65.78720661720621,0,"(-1.8832662762113492, -4.683309571114754)","(-1.9942065089036745, -3.74902824793404)","(-2.0136589352778658, -2.500779360582556)","(-2.0001176763624193, -1.5002019667070101)","(-1.9945356333156816, -0.5110062334287316)","(-1.9849986269812028, 0.4848051458470814)","(-2.013055144858061, 1.472387012654235)","(-2.001892558474503, 2.5043583962842932)","(-1.8382289115615253, 3.691131869475534)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
60,64.58458062199726,1,"(-1.8676138230838302, -4.714440145366822)","(-1.9941686502333797, -3.7499854461162307)","(-2.039792553943116, -2.7275825398434677)","(-1.9147685363833276, -1.6188223010110683)","(-2.0706171333610346, -0.5830353818080357)","(-1.9827891774069446, 0.4823141667528085)","(-2.0130227613431053, 1.4730373010388602)","(-2.02602378700268, 2.748523164469566)","(-1.837879373945111, 3.6917856910054416)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
80,37.526400621664955,1,"(-1.865284970670335, -4.716971134155221)","(-2.030830128361498, -3.9947104884317226)","(-2.0410725505720833, -2.7492617152779677)","(-1.9142815832333475, -1.6196001006155865)","(-2.1645886466607935, -0.6572335502626528)","(-1.923055561111793, 0.24634985638494544)","(-2.0048728011963206, 1.4830916811386965)","(-2.025699920526194, 2.749426694127366)","(-1.6161724348130755, 3.7896850306146335)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
100,30.078889784809093,1,"(-1.705497068538094, -4.900055744696144)","(-2.0308348305207504, -3.996740974909757)","(-2.030268471085232, -2.7606916148856757)","(-1.8162966580418043, -1.714496151919647)","(-2.1672981372562954, -0.6605460099956705)","(-1.9225281591271395, 0.2447939917121133)","(-1.9919269574267964, 1.715586129235319)","(-1.874455658514724, 2.6702758985693413)","(-1.608884103817716, 3.7915297270365205)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
120,21.330113880158155,2,"(-1.7037406993230217, -4.902663773144149)","(-2.255710787048873, -3.8932752536250463)","(-1.9403966018889245, -2.9781791025160507)","(-1.732619125182847, -1.792031504131783)","(-2.370169712383383, -0.7989716133481022)","(-1.8717495000862716, 0.4887626337186903)","(-1.9955809685761907, 1.7175242752046924)","(-1.7974636117665246, 2.6471248240748126)","(-1.4006704832930628, 3.669739239435897)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
140,17.551419128800436,2,"(-1.4581325300795211, -4.862770468935424)","(-2.257242633366229, -3.892707415749594)","(-1.9371429593733354, -2.9744121617215913)","(-1.5200578980506765, -1.8764138401637591)","(-2.369375666906519, -0.7999180126808833)","(-1.871819548318984, 0.48828917167796765)","(-2.091144594586258, 1.4953240778501349)","(-1.6927572813393348, 2.8619419724001878)","(-1.392573979947935, 3.6661586489984557)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
160,19.745540604549557,2,"(-1.4572123097840664, -4.862855400524525)","(-2.1603086568964778, -3.886796835562876)","(-1.8222395932531308, -2.7582880827285146)","(-1.4990614030406473, -1.8813752243507715)","(-2.1197297147709904, -0.8127701477804408)","(-2.0095948342760295, 0.2831911488989576)","(-2.091462504076952, 1.4942044109041226)","(-1.6900524477499532, 2.8704585463958114)","(-1.390849425271385, 3.6681251697910344)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
180,13.33772330218509,2,"(-1.2336751554516483, -4.970455288847065)","(-2.0059918073026073, -3.886218434503165)","(-1.8219306790021883, -2.7580666397627214)","(-1.5044127923828605, -1.8753292214856416)","(-2.1193866147827065, -0.8135135550354042)","(-2.011225071741075, 0.2823447055341203)","(-1.9944019264392578, 1.722489821089237)","(-1.604612691155214, 2.6586569991448616)","(-1.1430383103759139, 3.676196727115299)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
200,12.787141825598727,2,"(-1.2330024399461346, -4.9706684426619105)","(-1.9974330724316287, -3.8910358569989736)","(-1.8313715878054808, -3.005816489142361)","(-1.5754659982398223, -1.6449411314248283)","(-2.1377105786177295, -1.054573599819603)","(-2.047494852732324, 0.3732387273550688)","(-1.9944169335738635, 1.7229855339417977)","(-1.6002734506987744, 2.637588916080748)","(-1.1429007629559669, 3.6769805796994297)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
220,10.827097476050417,2,"(-1.2203094692904002, -4.978829463960703)","(-1.815573110509263, -4.046492143357875)","(-1.8311777784378171, -3.006417007925113)","(-1.5755923992563325, -1.6447705021888472)","(-2.1373264446768516, -1.0122248126610507)","(-2.0609933065373447, 0.500279272147684)","(-2.03903547342326, 1.6441441421316831)","(-1.5974881190180026, 2.634917248754399)","(-0.8985274232978586, 3.639975689853056)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
240,9.561640031638024,2,"(-0.98328781304477, -4.994111486067412)","(-1.8139336527860983, -4.047285097352964)","(-1.696382314776936, -2.797564413480006)","(-1.5904808513520572, -1.8936823402125826)","(-2.1252736347159398, -0.8120280164945627)","(-2.0586710550722556, 0.5172724281463179)","(-2.0696535835072494, 1.4849409257176305)","(-1.5182812918603164, 2.4026090208878457)","(-0.8964806359061097, 3.63858393602536)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
260,9.334143592467996,2,"(-0.9803508033805968, -4.9968150479633175)","(-1.5877589843761586, -4.0796082489300876)","(-1.6941852073959753, -2.7983316120674924)","(-1.5903843974510556, -1.893834673369951)","(-2.1255732700273757, -0.809035265869862)","(-2.0447459810633184, 0.28167962196112206)","(-2.0791772158698896, 1.4724348677375625)","(-1.5184447543623114, 2.402187583018883)","(-0.8989443505066061, 3.5661075739476296)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
280,8.11654597237438,2,"(-0.7416614667510912, -5.057134414937471)","(-1.565592434395139, -4.082825727103246)","(-1.7214916627379315, -2.8234892548226997)","(-1.6193148608178614, -1.6525092719630774)","(-2.1211512905010297, -0.8037397463130049)","(-2.0444618857731074, 0.2743884540117104)","(-2.2017760661362478, 1.2749291551439863)","(-1.3083314906249424, 2.5325794271459983)","(-0.8991512232549903, 3.3886939548950687)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
300,8.308867063489117,2,"(-0.7409538202255441, -5.057608534189909)","(-1.4150224372051916, -4.281114389037791)","(-1.7516810048082567, -3.039725007278364)","(-1.6200166841540855, -1.6476476546955041)","(-2.04245166753948, -0.5724623512126166)","(-1.8249192073311973, 0.15469495404725275)","(-2.188959790416942, 1.2901284748856385)","(-1.3081315453288473, 2.533107589315076)","(-0.7059948299988332, 3.531526674752717)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
320,7.863994145590297,2,"(-0.5092480173327727, -5.148277279594051)","(-1.4136941823812768, -4.281726613097004)","(-1.7466375817780306, -3.040828367380923)","(-1.680495224194236, -1.878724375877092)","(-2.042005506180015, -0.5742017165701181)","(-1.8250521953357612, 0.1557819562830411)","(-2.0112870392525397, 1.4361185357538282)","(-1.4305736660058521, 2.3179398316715467)","(-0.6986625584314425, 3.5345318106819317)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
340,7.8934641216187345,2,"(-0.5096946513131795, -5.1473976107294455)","(-1.3283698819808603, -4.058168595508909)","(-1.5973454641070526, -2.8439647713450453)","(-1.6812168898677602, -1.889743170180327)","(-1.9997674398308154, -0.819813713580563)","(-1.7994805627228054, 0.4028335768495788)","(-2.0113307728527, 1.4369758777672854)","(-1.4311052296374176, 2.3172449328613327)","(-0.7041619015399676, 3.5259723814346833)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
360,7.023501988781485,3,"(-0.5271069414965628, -4.8983638791124475)","(-1.3263448801127122, -4.046217757517476)","(-1.5974634125100644, -2.843444076655246)","(-1.685704068447375, -1.8849324946290538)","(-1.999130816412969, -0.8203285192768114)","(-1.7994272198114267, 0.4034304952446519)","(-2.1338416156741387, 1.221212740945146)","(-1.204506644174426, 2.2994122296666815)","(-0.7381372890987046, 3.287193373935323)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
380,6.8015624706959725,2,"(-0.5271173232166368, -4.897769963339838)","(-1.3242436399448438, -4.0488762752492615)","(-1.678462095695731, -3.0783528781559943)","(-1.813874241789987, -1.6793835855843975)","(-2.0968104165045935, -1.048662893831033)","(-1.7404778244412338, 0.15912849840651905)","(-2.1337506917608504, 1.2208123896793697)","(-1.1839712213043794, 2.299057107579974)","(-0.7379534774842003, 3.2871878808732826)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
400,6.588586574010947,2,"(-0.422642321625464, -4.982138062713464)","(-1.2106759638329727, -4.26764292949976)","(-1.6782671779207083, -3.0787590624318337)","(-1.8138897223513464, -1.6794591797821141)","(-2.097005693390908, -1.0497434852102452)","(-1.7373945403676645, 0.16198503198951253)","(-1.950039632838409, 1.3840461813531828)","(-1.1780478750313466, 2.305727634643975)","(-0.5025082808848023, 3.367181684267033)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
420,6.503180446644215,3,"(-0.31494832457359845, -5.030239530385412)","(-1.2106093804562776, -4.266718595130899)","(-1.5046791914794198, -2.910733585118261)","(-1.7381076152528836, -1.917501698019567)","(-2.125196731312147, -1.0051348239460418)","(-1.7388388488748647, 0.1574119192402333)","(-1.9460764628813383, 1.3878488812829939)","(-0.9886805772007672, 2.457953470219283)","(-0.5015510854733107, 3.3684695141050205)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
440,6.254349311163123,3,"(-0.32150322734998116, -5.0197912287973)","(-1.0991720160512632, -4.045388481626033)","(-1.4991569214015779, -2.904453467837636)","(-1.7383179401809576, -1.9171298194721436)","(-2.1913873848324052, -0.8186367223676421)","(-1.7431549928554297, -0.08616591140017715)","(-1.7036138073653697, 1.4023700611761913)","(-0.9871732526459622, 2.4591753056129932)","(-0.27492273093300734, 3.467301314627055)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
460,6.218900078076241,3,"(-0.4917929034364985, -4.85197195443396)","(-1.0995633872764872, -4.041891917885971)","(-1.709728106817465, -2.850060249334794)","(-1.7069729759263892, -1.6716292586143797)","(-2.1941397222097736, -0.8208804600782184)","(-1.7431286048358052, -0.08626351575301672)","(-1.6971158981778443, 1.402524671388383)","(-0.9086783501628535, 2.2230063672352274)","(-0.27283761630725767, 3.4669724499029253)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
480,5.669424404814096,3,"(-0.4921209844251968, -4.850641110682529)","(-1.0839127091054248, -3.797807112781558)","(-1.7421730256601575, -2.8465394403378266)","(-1.707018910179834, -1.6694682188416745)","(-2.3704141721738354, -0.9913045912306298)","(-1.7406723444463483, 0.1616273458326924)","(-1.6924928000899842, 1.4022201132012773)","(-0.9093216931263974, 2.221786593277023)","(-0.2550429741240725, 3.2731234964095006)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
500,6.0023395424124075,3,"(-0.7310768715797411, -4.923462218016877)","(-1.08414114839423, -3.79280348931828)","(-1.743456156504181, -2.844138253541608)","(-1.5795117687200433, -1.8183588019848607)","(-2.3700790394889193, -0.9915213526241271)","(-1.7406725304403614, 0.1626570067361781)","(-1.6073519719515843, 1.1733320790679842)","(-0.6792201706404724, 2.302977301638311)","(-0.25224949588646717, 3.2178683157121326)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
520,5.833730563368442,3,"(-0.73204858662795, -4.921506893163576)","(-1.1149248263896858, -3.5733885036557034)","(-1.7458398647070064, -2.59725301643551)","(-1.5486338509242383, -1.8586366934787877)","(-2.4107319212478124, -0.7485085694579987)","(-1.932410479378231, 0.03612306589730696)","(-1.608298600325866, 1.1722498710078986)","(-0.6756488640005884, 2.3048418140078066)","(-0.25134644999452993, 3.220108354275128)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
540,5.291365751072248,3,"(-0.7061781840450487, -4.673268580392053)","(-1.117370658610172, -3.542628868973394)","(-1.745745414711266, -2.597047555334929)","(-1.5576782886713358, -1.8496776269662192)","(-2.4107488688376213, -0.7468653892970287)","(-1.9503232239225352, 0.027812376115161186)","(-1.4168707697263843, 1.3323574786042132)","(-0.460569698445058, 2.190427208527906)","(-0.020140207969149726, 3.3099491924844373)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
560,5.30221228475705,3,"(-0.7061546905341731, -4.6723426344715095)","(-1.1153095704337699, -3.5466779070092396)","(-1.5331041895807271, -2.728414700010954)","(-1.7042603976218125, -1.6636330664730268)","(-2.422020102093196, -0.9928843317749672)","(-1.8612136825700776, 0.2510175168484051)","(-1.416367530637529, 1.3338348262899637)","(-0.4543636494063863, 2.1878397687175153)","(-0.0200116214287569, 3.310281147439807)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
580,4.968814531747524,3,"(-0.5560679528092285, -4.802120066139589)","(-0.9922511923676314, -3.759356499731631)","(-1.5331000687232539, -2.728552410831075)","(-1.7038800642764529, -1.6637734301536704)","(-2.4221492244617835, -0.9932875987940909)","(-1.8576975004067877, 0.2601938019362433)","(-1.3833608588125772, 1.5772094477778773)","(-0.4518173182056495, 2.1910661907173323)","(0.18743125582974596, 3.171902396377581)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
600,5.083118679445903,3,"(-0.5137857921713791, -4.832544294714497)","(-0.9921594584747675, -3.759551223500602)","(-1.4159107810568665, -2.944742941087048)","(-1.5422135240645929, -1.4765600234260337)","(-2.350211823101727, -0.8540491033063636)","(-1.8559136501689957, 0.2626245866884309)","(-1.3813771239479145, 1.5800923302659664)","(-0.29106710486460874, 2.375998136350576)","(0.18807013832267172, 3.171737309823413)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
620,5.254599512877387,3,"(-0.5104018495195133, -4.829892320166331)","(-0.880967263780768, -3.980805908851364)","(-1.4149466328126956, -2.9474313487829997)","(-1.5417069522709765, -1.4761081788109007)","(-2.322087584799747, -0.7631318731410548)","(-1.6308248886613412, 0.3551309715939167)","(-1.213922348452153, 1.6316554196188915)","(-0.2900140784980625, 2.3762981844923416)","(0.3845047296757804, 3.3033406411828365)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
640,5.135119408497428,3,"(-0.2742620308372148, -4.761100412379907)","(-0.8802905523896174, -3.982008080342169)","(-1.4033280304577485, -2.932445491479365)","(-1.4009316005440295, -1.6716095061256178)","(-2.3171566894934235, -0.7612097060106737)","(-1.6289820599384328, 0.3554705477555945)","(-1.1392994262315277, 1.6436328749404019)","(-0.49971507816312877, 2.2461266915973006)","(0.3952235257413945, 3.3075402616070515)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
660,5.088525535559918,3,"(-0.2742472933654907, -4.760109213100633)","(-0.8438165082405293, -3.7358887160129455)","(-1.3512118282681493, -2.706173623159468)","(-1.3957021393383475, -1.6751797686084433)","(-2.257366060524855, -0.5232367857970804)","(-1.3900532793768057, 0.4280882249348488)","(-1.141783483034812, 1.6415421928281921)","(-0.5020163042881269, 2.24403599534784)","(0.31108387970114926, 3.0897458994472604)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
680,4.958337802233986,3,"(-0.46531063763573455, -4.598886978349207)","(-0.8445954346427871, -3.7344516676072748)","(-1.3524008024296543, -2.7013643863138834)","(-1.477085003251002, -1.4837341232484438)","(-2.258336701610676, -0.5209870161412306)","(-1.3905579799952381, 0.4275159637330515)","(-1.2172513145168602, 1.4073205424627782)","(-0.2554366391577114, 2.2693184013076086)","(0.30680632346073633, 3.0738018219363368)","(0.8647845042037076, -1.282859185401588)","(2.052599718137943, -0.5419980861674851)","(0.1974118112213592, -1.4722541563155418)","(0.7090841845853776, 1.7705774044538933)","(0.044756088653421844, -1.7338053809956362)"
