time step,collective radius,# of objects collected,agent positions,,,,,,,,,,obstacle positions
0,58705.93460342609,0,"(-2.0, -4.5)","(-2.0, -3.5)","(-2.0, -2.5)","(-2.0, -1.5)","(-2.0, -0.5)","(-2.0, 0.5)","(-2.0, 1.5)","(-2.0, 2.5)","(-2.0, 3.5)","(1.2180530084595602, 1.8461441257686064)","(2.4350294958773526, 1.6211029507895627)","(1.364049618100271, -0.9856627755279765)","(1.0723710333073213, 0.29623866474095273)","(1.0030597275081647, -0.1408356933599757)","(2.423131166080628, 1.1692974513989247)","(1.4319720760151817, -1.3396293767335896)","(0.7767895459265951, 1.0509461230797328)","(0.31942956538280676, 1.851696765075928)","(2.408104335514686, 0.9303079920970032)"
20,177.48456526148743,0,"(-1.999966599198902, -4.501464024929427)","(-1.9999895272582595, -3.500067595555831)","(-1.9999847245787994, -2.5001287928424243)","(-2.0018690177256686, -1.5022751798034)","(-1.992385560243581, -0.5215337245209003)","(-1.9999899460166128, 0.49997879195133144)","(-1.9998631720832527, 1.5107652930024675)","(-2.0023616647114237, 2.7476646315736035)","(-1.8940681723265222, 3.7236666193742374)","(1.2180530084595602, 1.8461441257686064)","(2.4350294958773526, 1.6211029507895627)","(1.364049618100271, -0.9856627755279765)","(1.0723710333073213, 0.29623866474095273)","(1.0030597275081647, -0.1408356933599757)","(2.423131166080628, 1.1692974513989247)","(1.4319720760151817, -1.3396293767335896)","(0.7767895459265951, 1.0509461230797328)","(0.31942956538280676, 1.851696765075928)","(2.408104335514686, 0.9303079920970032)"
40,154.61569229728164,0,"(-2.0000079093356735, -4.501814601246187)","(-2.001370029575748, -3.502513485485628)","(-1.9838720167856738, -2.5503453214602896)","(-2.0109459082548526, -1.5176196812571539)","(-1.9920733134964652, -0.5225499842886454)","(-2.0171051425989828, 0.48444767697983343)","(-2.0059819667687955, 1.7174557907071162)","(-2.0024356189808206, 2.7501276686840526)","(-1.8930362448919662, 3.726600423760665)","(1.2180530084595602, 1.8461441257686064)","(2.4350294958773526, 1.6211029507895627)","(1.364049618100271, -0.9856627755279765)","(1.0723710333073213, 0.29623866474095273)","(1.0030597275081647, -0.1408356933599757)","(2.423131166080628, 1.1692974513989247)","(1.4319720760151817, -1.3396293767335896)","(0.7767895459265951, 1.0509461230797328)","(0.31942956538280676, 1.851696765075928)","(2.408104335514686, 0.9303079920970032)"
60,64.75092384568786,0,"(-1.8458796445257866, -4.664370050474567)","(-2.0096919135104847, -3.742108942817373)","(-1.9838788666992468, -2.5508619574768994)","(-2.010930304589923, -1.5176111468713789)","(-1.9895469178212657, -0.5249076847695316)","(-2.0171376625294037, 0.4846755525005417)","(-2.0065202442783745, 1.7641202826083469)","(-2.0771767196034774, 2.917408921647806)","(-1.831642537005035, 3.7833227148279605)","(1.2180530084595602, 1.8461441257686064)","(2.4350294958773526, 1.6211029507895627)","(1.364049618100271, -0.9856627755279765)","(1.0723710333073213, 0.29623866474095273)","(1.0030597275081647, -0.1408356933599757)","(2.423131166080628, 1.1692974513989247)","(1.4319720760151817, -1.3396293767335896)","(0.7767895459265951, 1.0509461230797328)","(0.31942956538280676, 1.851696765075928)","(2.408104335514686, 0.9303079920970032)"
80,49942.95286093268,0,"(-1.8276435949031606, -4.682892496910884)","(-2.00985976067476, -3.7493908383787895)","(-1.9698828458273887, -2.5384325648098436)","(-1.7871372274801947, -1.4075812053570003)","(-1.8729916587590345, -0.6475803162282965)","(-2.0237300342832203, 0.7220446901434727)","(-2.0083844974863325, 1.7677103782855486)","(-2.0927861609900806, 2.9827987274263053)","(-1.6926683376160008, 3.8758668405759757)","(1.2180530084595602, 1.8461441257686064)","(2.4350294958773526, 1.6211029507895627)","(1.364049618100271, -0.9856627755279765)","(1.0723710333073213, 0.29623866474095273)","(1.0030597275081647, -0.1408356933599757)","(2.423131166080628, 1.1692974513989247)","(1.4319720760151817, -1.3396293767335896)","(0.7767895459265951, 1.0509461230797328)","(0.31942956538280676, 1.851696765075928)","(2.408104335514686, 0.9303079920970032)"
100,48.37772080598356,0,"(-1.6228786782355633, -4.717816748168538)","(-1.932928882602161, -3.5227250573876487)","(-1.9338252215446405, -2.3050650642069646)","(-1.7867763030828028, -1.406869338274625)","(-1.8726290551213547, -0.6474615038693432)","(-2.0243391056669258, 0.7332226980789459)","(-2.0221409919430644, 2.0140491151578197)","(-2.2006199544381717, 3.111196958035901)","(-1.6900427735389572, 3.871648123334362)","(1.2180530084595602, 1.8461441257686064)","(2.4350294958773526, 1.6211029507895627)","(1.364049618100271, -0.9856627755279765)","(1.0723710333073213, 0.29623866474095273)","(1.0030597275081647, -0.1408356933599757)","(2.423131166080628, 1.1692974513989247)","(1.4319720760151817, -1.3396293767335896)","(0.7767895459265951, 1.0509461230797328)","(0.31942956538280676, 1.851696765075928)","(2.408104335514686, 0.9303079920970032)"
120,47.170232603600176,0,"(-1.5813451144633928, -4.721836790279574)","(-1.929998042625926, -3.513273531302144)","(-1.936101782277215, -2.3075266552492013)","(-1.5798976976746952, -1.545011585633371)","(-1.956675578684278, -0.41281997216080857)","(-1.7980191266808905, 0.6490032191829737)","(-2.021647171100934, 2.013109179061014)","(-2.2450068062409954, 3.1810762497049607)","(-1.4581181805238668, 3.7900755714685843)","(1.2180530084595602, 1.8461441257686064)","(2.4350294958773526, 1.6211029507895627)","(1.364049618100271, -0.9856627755279765)","(1.0723710333073213, 0.29623866474095273)","(1.0030597275081647, -0.1408356933599757)","(2.423131166080628, 1.1692974513989247)","(1.4319720760151817, -1.3396293767335896)","(0.7767895459265951, 1.0509461230797328)","(0.31942956538280676, 1.851696765075928)","(2.408104335514686, 0.9303079920970032)"
140,31.83156383532587,0,"(-1.3574475192460453, -4.631759938163799)","(-1.913257319086561, -3.7578661693897724)","(-1.9783413750501226, -2.551599864958959)","(-1.5795684675795991, -1.5459148319722837)","(-1.9566584585120472, -0.412221195424989)","(-1.7911214636760067, 0.6448579397137753)","(-1.9154006958377452, 1.789664599316005)","(-2.2393730632163678, 3.164318789377372)","(-1.4577515631198383, 3.7903335745408393)","(1.2180530084595602, 1.8461441257686064)","(2.4350294958773526, 1.6211029507895627)","(1.364049618100271, -0.9856627755279765)","(1.0723710333073213, 0.29623866474095273)","(1.0030597275081647, -0.1408356933599757)","(2.423131166080628, 1.1692974513989247)","(1.4319720760151817, -1.3396293767335896)","(0.7767895459265951, 1.0509461230797328)","(0.31942956538280676, 1.851696765075928)","(2.408104335514686, 0.9303079920970032)"
160,26.93717770225938,0,"(-1.3487465204526223, -4.629587608663516)","(-1.913228199885366, -3.760749183051102)","(-1.9779493730869413, -2.5521026550909025)","(-1.3800219516126833, -1.476423638129856)","(-1.7989137131295598, -0.5962565709065597)","(-1.7943170076631514, 0.6399596878702057)","(-1.9147573358224297, 1.7869840335378973)","(-2.1538506116239056, 2.9457580662078375)","(-1.2204076962468868, 3.8660749904924785)","(1.2180530084595602, 1.8461441257686064)","(2.4350294958773526, 1.6211029507895627)","(1.364049618100271, -0.9856627755279765)","(1.0723710333073213, 0.29623866474095273)","(1.0030597275081647, -0.1408356933599757)","(2.423131166080628, 1.1692974513989247)","(1.4319720760151817, -1.3396293767335896)","(0.7767895459265951, 1.0509461230797328)","(0.31942956538280676, 1.851696765075928)","(2.408104335514686, 0.9303079920970032)"
180,28.216284719042033,0,"(-1.3468977675456881, -4.631662865441691)","(-1.8218383876221955, -3.6408973480783633)","(-1.7388713945217054, -2.4870659688634356)","(-1.3417527232055928, -1.4692984961282087)","(-1.794599946769613, -0.6030696273219888)","(-1.9183150619384288, 0.4303448949213922)","(-1.7109831448172512, 1.6491570059557057)","(-2.153554303662287, 2.945531570033746)","(-1.2205952138104892, 3.865622903705156)","(1.2180530084595602, 1.8461441257686064)","(2.4350294958773526, 1.6211029507895627)","(1.364049618100271, -0.9856627755279765)","(1.0723710333073213, 0.29623866474095273)","(1.0030597275081647, -0.1408356933599757)","(2.423131166080628, 1.1692974513989247)","(1.4319720760151817, -1.3396293767335896)","(0.7767895459265951, 1.0509461230797328)","(0.31942956538280676, 1.851696765075928)","(2.408104335514686, 0.9303079920970032)"
