time step,collective radius,# of objects collected,agent positions,,,,,,,,,,obstacle positions
540,6.150184106782724,2,"(-0.859028749300212, -4.767315627763682)","(-1.0628054960963964, -3.7743083980787575)","(-2.182090420470615, -2.6934723842417387)","(-2.084435589083985, -1.6331595879416763)","(-1.7091110258393525, -0.6985275370661849)","(-1.6084651903534295, 0.5429635453842085)","(-1.3539971241291529, 1.4779002303887965)","(-0.9816075128807855, 2.7207428751320726)","(0.12181159756241655, 3.3669026452304553)","(2.258604579054869, 1.7502156912617002)","(0.6120159647500615, -0.5241774498151908)","(0.4439527730495374, 1.157615004559005)","(0.1748702770174645, -0.9065475057422123)","(2.4360690434944803, -1.3865167931907294)"
560,5.733243425657171,2,"(-0.6411896777717019, -4.877011161262854)","(-1.0508760598749305, -3.776272250506997)","(-2.182829470441694, -2.691716582442507)","(-2.2659327838731196, -1.4765726586708086)","(-1.7094454929490241, -0.6984249681521287)","(-1.6888114968995271, 0.3120863157397389)","(-1.3477124780801701, 1.4844798419517662)","(-0.7419885721404862, 2.6516540023022173)","(0.1229121542145335, 3.367319662805417)","(2.258604579054869, 1.7502156912617002)","(0.6120159647500615, -0.5241774498151908)","(0.4439527730495374, 1.157615004559005)","(0.1748702770174645, -0.9065475057422123)","(2.4360690434944803, -1.3865167931907294)"
580,5.854385956220232,2,"(-0.6359969843242512, -4.878806051470151)","(-1.0556577461853616, -3.773302080143969)","(-1.9863808346462741, -2.827189416589995)","(-2.2730435856773883, -1.4718455992565873)","(-1.4636662256903332, -0.7389892942954864)","(-1.687900465761943, 0.3144114455979997)","(-1.1920928865198794, 1.6643626335403225)","(-0.7401404029512204, 2.6535048298778383)","(0.36606142291506494, 3.4206921660432728)","(2.258604579054869, 1.7502156912617002)","(0.6120159647500615, -0.5241774498151908)","(0.4439527730495374, 1.157615004559005)","(0.1748702770174645, -0.9065475057422123)","(2.4360690434944803, -1.3865167931907294)"
600,5.721697309931033,2,"(-0.6402764770738527, -4.635943010412145)","(-1.1953839452905277, -3.5736737941318757)","(-1.9774714597530254, -2.8321380642582885)","(-2.2665101120666638, -1.4791151066368777)","(-1.4629892314038022, -0.7385886704698457)","(-1.597848207623264, 0.5469630776947378)","(-1.1905649392719972, 1.6677484917587304)","(-0.5569015649670863, 2.8214091462064763)","(0.36673761256565696, 3.421183506353421)","(2.258604579054869, 1.7502156912617002)","(0.6120159647500615, -0.5241774498151908)","(0.4439527730495374, 1.157615004559005)","(0.1748702770174645, -0.9065475057422123)","(2.4360690434944803, -1.3865167931907294)"
620,5.455935433658211,2,"(-0.6403116584376554, -4.627340607905671)","(-1.195402864451141, -3.573586483534279)","(-1.9751645800628286, -2.829859634970593)","(-2.238303705326749, -1.7188111182369066)","(-1.6673899147670004, -0.6320270985049166)","(-1.5968015370221669, 0.5488638186509742)","(-1.012883212953271, 1.840085138845588)","(-0.5547153357896277, 2.823055185610615)","(0.6062142419176473, 3.48411322093949)","(2.258604579054869, 1.7502156912617002)","(0.6120159647500615, -0.5241774498151908)","(0.4439527730495374, 1.157615004559005)","(0.1748702770174645, -0.9065475057422123)","(2.4360690434944803, -1.3865167931907294)"
640,5.46998530741723,2,"(-0.6396278156954083, -4.629635425793747)","(-1.1209719575566004, -3.8037427837963964)","(-1.926947755496234, -2.59037928858874)","(-2.2384857647323506, -1.7189000108593242)","(-1.68521315044888, -0.6208078156772279)","(-1.5711647186708966, 0.7888451117576518)","(-1.011102817147818, 1.8429220068335312)","(-0.48007340423547706, 3.0361313455915435)","(0.6084051501412007, 3.4848537410732754)","(2.258604579054869, 1.7502156912617002)","(0.6120159647500615, -0.5241774498151908)","(0.4439527730495374, 1.157615004559005)","(0.1748702770174645, -0.9065475057422123)","(2.4360690434944803, -1.3865167931907294)"
660,5.135074687582728,2,"(-0.4220994096203652, -4.749005372709505)","(-1.120022607788648, -3.8094430146236467)","(-1.9273015480950384, -2.589617530259973)","(-2.3523727789779696, -1.5067967729658842)","(-1.6873185816500975, -0.6161798310366026)","(-1.5695822748205432, 0.7966690465866566)","(-0.8144675382938071, 1.966431765502608)","(-0.47482827496132396, 3.059903009153262)","(0.7413932701767076, 3.3785496809351745)","(2.258604579054869, 1.7502156912617002)","(0.6120159647500615, -0.5241774498151908)","(0.4439527730495374, 1.157615004559005)","(0.1748702770174645, -0.9065475057422123)","(2.4360690434944803, -1.3865167931907294)"
680,5.0718117958850835,2,"(-0.4227364321595999, -4.748431288109601)","(-1.155453232939106, -3.76694102732859)","(-1.7609959971105158, -2.7685939732657836)","(-2.356242066715019, -1.5000510089049175)","(-1.6998521338470667, -0.37444119618635957)","(-1.549263014800332, 0.8218291297926548)","(-0.7992024045574528, 1.9730521769682525)","(-0.4707074347784328, 3.062436234393843)","(0.8102657523324384, 3.339167285806164)","(2.258604579054869, 1.7502156912617002)","(0.6120159647500615, -0.5241774498151908)","(0.4439527730495374, 1.157615004559005)","(0.1748702770174645, -0.9065475057422123)","(2.4360690434944803, -1.3865167931907294)"
700,5.141976423426896,2,"(-0.5664031209419362, -4.548125536754763)","(-1.2979725670141993, -3.6343280324806533)","(-1.7582693095772737, -2.7717513107336225)","(-2.2814368223197414, -1.5589946395626717)","(-1.6994126070363238, -0.37166276315288005)","(-1.5053441541352006, 1.038241180874519)","(-0.7706131850757003, 2.010913619236219)","(-0.34810778642143747, 3.27379293609133)","(0.8136977697139707, 3.3364243107170615)","(2.258604579054869, 1.7502156912617002)","(0.6120159647500615, -0.5241774498151908)","(0.4439527730495374, 1.157615004559005)","(0.1748702770174645, -0.9065475057422123)","(2.4360690434944803, -1.3865167931907294)"
720,4.993189093225682,3,"(-0.5690928869420908, -4.545433503049467)","(-1.2062138927744988, -3.7068963396167747)","(-1.817488418333222, -2.5323781173077)","(-2.1312718243937967, -1.608447233951705)","(-1.5668144450855408, -0.16424412896311763)","(-1.5000181657023317, 1.0465537713220336)","(-0.6154317240587264, 2.1452846452100336)","(-0.34699026135232636, 3.2756501759727366)","(0.973804252154816, 3.149837134472105)","(2.258604579054869, 1.7502156912617002)","(0.6120159647500615, -0.5241774498151908)","(0.4439527730495374, 1.157615004559005)","(0.1748702770174645, -0.9065475057422123)","(2.4360690434944803, -1.3865167931907294)"
740,4.95934605829436,3,"(-0.35002379954602314, -4.6659399303128914)","(-1.1318733894413735, -3.818768329589105)","(-1.8169610489421537, -2.5309269620867285)","(-2.0768417552259493, -1.3685631742618438)","(-1.565331202941627, -0.1597996330452458)","(-1.3021491068400655, 1.1879314960778036)","(-0.6162077493470448, 2.1456150676044654)","(-0.09921536160785727, 3.2414523987980135)","(0.9743508974111657, 3.149663516613196)","(2.258604579054869, 1.7502156912617002)","(0.6120159647500615, -0.5241774498151908)","(0.4439527730495374, 1.157615004559005)","(0.1748702770174645, -0.9065475057422123)","(2.4360690434944803, -1.3865167931907294)"
760,4.913553929532407,3,"(-0.34938159767717036, -4.666195028904491)","(-1.1368633612194508, -3.809691331630728)","(-1.7770220016821632, -2.768774591402756)","(-2.0741432354145024, -1.3644126133293963)","(-1.3446993458596936, -0.04801040547399377)","(-1.3021067357268696, 1.1889629504807155)","(-0.8233051284991426, 2.0124722851888412)","(-0.09852070023652848, 3.239799486059682)","(1.2214758431976112, 3.128540275708949)","(2.258604579054869, 1.7502156912617002)","(0.6120159647500615, -0.5241774498151908)","(0.4439527730495374, 1.157615004559005)","(0.1748702770174645, -0.9065475057422123)","(2.4360690434944803, -1.3865167931907294)"
780,4.836491889213049,3,"(-0.43864036948627505, -4.562780246427169)","(-1.2534850174828787, -3.6022791538890373)","(-1.7769515677426517, -2.7754395313180904)","(-2.069191209817559, -1.3610777986511733)","(-1.3444472100606957, -0.048313949778712784)","(-1.3419507815832912, 0.9428690799057335)","(-0.8244187627426334, 2.010784116721466)","(-0.050821630612924995, 2.9968802982700398)","(1.2223377262664523, 3.128259816314726)","(2.258604579054869, 1.7502156912617002)","(0.6120159647500615, -0.5241774498151908)","(0.4439527730495374, 1.157615004559005)","(0.1748702770174645, -0.9065475057422123)","(2.4360690434944803, -1.3865167931907294)"
800,4.802889149040733,3,"(-0.5151628729997118, -4.476587084487999)","(-1.2541442723686322, -3.6010050160564084)","(-1.780371629952905, -2.724369413021919)","(-1.897355541684669, -1.193183965171304)","(-1.3899681169309877, -0.2850422606581002)","(-1.3409780601453274, 0.9438277135260984)","(-0.6447847004530662, 2.1813954003970206)","(-0.03278167682365063, 2.9948454191670586)","(1.4657767755600943, 3.1193178966349535)","(2.258604579054869, 1.7502156912617002)","(0.6120159647500615, -0.5241774498151908)","(0.4439527730495374, 1.157615004559005)","(0.1748702770174645, -0.9065475057422123)","(2.4360690434944803, -1.3865167931907294)"
820,4.895496806155622,3,"(-0.5128489970623833, -4.479409594342681)","(-1.2414780803305177, -3.8487227997229434)","(-1.8236525183880503, -2.52980550024375)","(-1.897732476484981, -1.1871683500486205)","(-1.3901571793435523, -0.2907501508711915)","(-1.1315224691847892, 1.0763833611926503)","(-0.6430112682032791, 2.1838791616980724)","(0.21117588772175244, 3.0493968086105157)","(1.4713193132338906, 3.119663646935563)","(2.258604579054869, 1.7502156912617002)","(0.6120159647500615, -0.5241774498151908)","(0.4439527730495374, 1.157615004559005)","(0.1748702770174645, -0.9065475057422123)","(2.4360690434944803, -1.3865167931907294)"
840,4.741313534974029,3,"(-0.28319909216184613, -4.569797060403724)","(-1.240939506500871, -3.849448599835406)","(-1.8235411501320535, -2.5299906583255924)","(-1.8824730095113242, -1.435170983126852)","(-1.38849538957529, -0.28278155265906607)","(-1.1305772489164982, 1.0768394864459019)","(-0.3997315410032649, 2.150213695927631)","(0.21053253057782495, 3.051323078994465)","(1.5708702845872087, 3.0775246027654126)","(2.258604579054869, 1.7502156912617002)","(0.6120159647500615, -0.5241774498151908)","(0.4439527730495374, 1.157615004559005)","(0.1748702770174645, -0.9065475057422123)","(2.4360690434944803, -1.3865167931907294)"
860,4.752775235116725,4,"(-0.28439093094755075, -4.568685875768285)","(-1.316264557168526, -3.6462264702174862)","(-1.7076268348495542, -2.749654730127878)","(-1.8815737961566108, -1.4363846389359185)","(-1.2610511617522597, -0.07888563308810603)","(-1.1246140143702235, 1.1557483489870566)","(-0.3957037197526374, 2.149677861493861)","(0.21445737399692666, 3.0492928073384453)","(1.574394809401035, 3.0767248313207687)","(2.258604579054869, 1.7502156912617002)","(0.6120159647500615, -0.5241774498151908)","(0.4439527730495374, 1.157615004559005)","(0.1748702770174645, -0.9065475057422123)","(2.4360690434944803, -1.3865167931907294)"
880,4.765593146112964,4,"(-0.46627059803780835, -4.400635823166335)","(-1.3241655891099309, -3.613266362551219)","(-1.7070358057727262, -2.749650749842175)","(-1.7448318370797071, -1.3149424531244192)","(-1.2605392277234198, -0.07696382434371812)","(-1.1228899737108597, 1.3271385662083923)","(-0.3407926957105185, 2.1756261614925316)","(0.45076266530597886, 2.983477865749276)","(1.5769696685199293, 3.0780785120378935)","(2.258604579054869, 1.7502156912617002)","(0.6120159647500615, -0.5241774498151908)","(0.4439527730495374, 1.157615004559005)","(0.1748702770174645, -0.9065475057422123)","(2.4360690434944803, -1.3865167931907294)"
