time step,agent 2 x-position,formation velocity,other agent x-positions
0,-2.0000000000000004,0.0,-2.0,-2.707106781186548,-2.707106781186548,-2.0000000000000004
20,-1.7535649191089056,0.1286918545511179,-1.8503305114308557,-2.6945147356859103,-2.919756505050938,-1.9995062407982114
40,-2.000471130722209,0.15136268680057036,-1.621460890262982,-2.890747996893972,-2.9335447294380894,-1.8671822640242208
60,-1.9953305250394782,0.28097338716743353,-1.5978520218283163,-2.6462184028938824,-2.700418909458515,-1.6268216241804447
80,-1.7798268467014116,0.32135249414775374,-1.3546776399985672,-2.6936293371008944,-2.5402281802236364,-1.421275400210579
100,-1.8676681778257205,0.38260912013366166,-1.16563304061967,-2.6691326383146796,-2.3019638615662372,-1.3719896816334975
120,-1.8692193609877021,0.1398903545089231,-1.3517861874896067,-2.458751388863465,-2.075239585035817,-1.1258618309620911
140,-1.874388626735871,0.35520466166053616,-1.3310085845030146,-2.6469292090179226,-2.05752080122238,-1.3578960499289519
160,-1.8778395670708503,0.38996983338064706,-1.141399623761215,-2.3988780525083007,-1.8107381110208451,-1.269979175117971
180,-1.8792626270531052,0.6684575908722322,-0.8974449527175596,-2.269666182735131,-1.9637946427353956,-1.1310008065194
200,-1.8792583926343205,0.46973932395896967,-0.6594149229006814,-1.954755015676176,-2.005344444747484,-0.9141736861652952
220,-1.8792254496687266,0.749216286379635,-0.5825674946606458,-1.9091350739672936,-1.986090777758258,-0.8529383370409891
240,-1.8791359225462534,0.8405540173121832,-0.4263819077045312,-1.7374894461735542,-1.924546731035135,-0.7705557382947403
260,-1.8782721503364097,0.5174139202787316,-0.311858808102093,-1.5410638432656627,-1.815348206530086,-0.7305361040420995
280,-1.8772701014573299,0.611808026090341,-0.10888865169696937,-1.3575393729408847,-1.6626385558995431,-0.715261815943494
300,-1.8713081761811692,0.680183125593421,0.13564512625016745,-1.1876634725901563,-1.643805340193045,-0.4919381546758381
320,-1.8666731103313101,0.5429357482619408,0.3111787963608723,-1.086325969745438,-1.6249153294932344,-0.37129863006434305
340,-1.8628970087386802,0.4629609296342732,0.38905561262987653,-0.9672736926125189,-1.618229572974438,-0.3379185074438775
360,-1.849888121848296,0.13403262321305054,0.5652484789391399,-0.7235595892253355,-1.5911154784861419,0.032212539479837154
380,-1.8380856590758847,0.35607402974644264,0.3186471236004036,-0.7236978633268409,-1.3230645349339332,0.04863712476049997
400,-1.8217947955194282,0.12698367616161646,0.563810309235635,-0.6990585221590169,-1.1083484370856296,0.2723366279233739
420,-1.8175737224199482,0.6888621339599956,0.5903586336042559,-0.6952157292490617,-1.0958806808489072,0.07056008986772566
440,-1.7968412779050045,0.0931197870649916,0.6360036771947724,-0.6185610418319767,-0.8992624026425207,0.31448902905180276
460,-1.7916054597218296,0.19471771171706323,0.6342474697898677,-0.5239149290371707,-1.123742464066697,0.5190044133374285
