time step,agent error
0,179.9999999999992
20,190.46812259711052
40,201.12890717276161
60,200.7651445981194
80,200.99109210058623
100,198.68261864326803
120,178.5921030483289
140,181.7445553327476
160,182.09221481301614
180,162.21143185524625
200,159.99445845808538
220,155.2899874361178
240,151.56346436417715
260,158.4600547732678
280,148.37688807882606
300,138.83370095557478
320,122.81294149196833
340,129.7539734325051
360,145.67658537734243
380,146.71170171645687
400,132.9644804274346
420,122.11141178680322
440,118.91373652172092
460,99.6539532843322
480,100.21278147259275
500,76.25226445622792
520,74.61330914348272
540,63.39673017071863
560,53.71265558279168
580,44.12051723684539
600,29.98210730030783
620,32.117022704463295
640,25.1380247338941
660,35.057913759590065
680,33.243610463570235
700,32.68991857006688
720,9.669742700436245
740,31.391746571082507
760,25.991033727362094
780,21.95766174342114
800,15.326591075898278
820,30.39644215191106
840,30.409545716475492
860,24.77927181152313
880,24.200168990863943
900,19.339465614184803
920,19.031767648330202
940,24.223879682030002
960,24.19511117304154
980,24.433615895098967
1000,22.891052337062547
1020,29.877425916483844
1040,31.389241639496333
1060,22.986981823486815
1080,33.829573039314425
1100,33.12432586789265
1120,34.289321286467526
1140,30.659839781970305
1160,30.629041314922745
1180,30.76501579348823
1200,25.740648635960497
1220,16.957339369508418
1240,23.743295721747103
1260,24.073163092950892
1280,23.80118949426037
1300,26.00785272807724
1320,20.413534344617773
1340,27.29635408540088
1360,26.04850520538838
1380,29.9434408317004
1400,20.99492603020235
1420,27.898943423669493
1440,29.612190116261075
1460,25.15524839309387
1480,16.417164467011787
1500,5.317833426662219
