time step,agent error
0,179.99999999999937
20,190.06634767805377
40,203.7819220887995
60,205.74439102775818
80,190.9211141939238
100,191.09482051660973
120,170.62474147149072
140,190.6529099244883
160,163.28925794280997
180,131.2244272110123
200,140.86795432997846
220,149.80416310297488
240,113.83792625296297
260,111.71892176697983
280,109.46293510307191
300,120.62937288228727
320,102.31113963454237
340,98.44979859215101
360,73.11202333329857
380,33.734259441398564
400,29.30557623452546
420,49.581073770739636
440,41.09903448434949
460,59.33354496869529
480,28.67137122514775
500,40.71283026474592
520,55.81669032598603
540,40.78394390224227
560,53.41753393309409
580,27.878726906645014
600,39.27995432247076
620,38.20559262581844
640,34.31285872120574
660,19.572372963762746
680,31.847817308491358
700,29.929567930145097
720,21.926445962113547
740,22.492222291935775
760,21.964020542161137
780,19.169929998859033
800,13.047775818222348
820,23.624792862130306
840,22.248401073442096
860,22.66645007180935
880,22.929646041626313
900,22.73804568492281
920,23.553206060116338
940,23.3386825549278
960,21.666931325420336
980,20.92622167081177
1000,13.125010418903074
1020,21.989471787573677
1040,15.192023047635189
1060,21.538240618301955
1080,21.406840092598003
1100,23.966524137055785
1120,16.938272462751087
1140,24.289819335440512
1160,11.884285677921639
1180,37.10649408973083
1200,25.77405192762444
1220,34.30656016115918
1240,42.71920349536137
1260,34.33002965759695
1280,31.63370260029916
1300,31.697200588494113
1320,32.33546047666513
1340,30.055362377065933
1360,29.913513063801815
1380,25.162112590352734
1400,27.086441760909395
1420,32.44045387835075
1440,18.073340929303725
1460,24.06904221963083
1480,20.128247305078276
1500,23.496467925715905
