time step,agent error
0,179.9999999999995
20,188.09006933324332
40,200.4596212508285
60,197.26925413980973
80,199.56266041359106
100,199.9548888751953
120,168.71319722740554
140,170.89619328923985
160,164.1969550101816
180,157.55808551443104
200,156.48281609711557
220,160.1076433619325
240,146.50705026427448
260,158.20667199286746
280,141.884467079498
300,133.88887202174038
320,122.93455477079314
340,131.24371428816008
360,125.87684439237049
380,118.7836522186704
400,114.03887494723617
420,113.2785105776322
440,117.55919691216931
460,113.21769870675627
480,112.72591994244522
500,113.83847535846098
520,130.89215989867472
540,133.3497426410223
560,92.06170399545837
580,92.50133073388787
600,100.06113239712721
620,102.23693485512291
640,128.68170337883848
660,121.56475105311694
680,126.80950747868923
700,127.5131280005906
720,122.54367838880009
740,110.3770755577865
760,109.30182568486202
780,86.23747626236326
800,60.252519165479384
820,53.80523119652858
840,44.664885675796086
860,25.4493598995179
880,29.824762251816253
900,31.85454726685893
920,49.80174327933179
940,53.38088655592159
960,46.94022736679506
980,55.212696667578655
1000,50.21920607267012
1020,47.34196414583886
1040,49.811968052071904
1060,40.92799156845746
1080,42.18280125583706
1100,38.69337305678201
1120,38.784506145312264
1140,45.9740174438183
1160,34.27661281833713
1180,32.52352059612082
1200,37.26700226109381
1220,23.540517696528838
1240,28.847772935660657
1260,20.777423665732158
1280,10.54935808463199
1300,36.22947104666457
1320,22.006109451229435
1340,17.187539979809713
1360,24.038512367703845
1380,22.08202522072827
1400,9.810883774259992
1420,17.683021715170696
1440,12.870284709256566
1460,19.398472850668725
1480,17.758914672099138
1500,24.35233671078106
