time step,agent 0 x-position,formation velocity,other agent x-positions
0,-2.0,0.0,-3.4142135623730954,-2.000000000000001,-3.4142135623730967,-2.0000000000000018
20,-1.954950988019721,0.5758893497371333,-3.4037968623520225,-1.999874329668462,-3.411977586454462,-1.974761852051754
40,-1.808949936089229,1.654804339994111,-3.3000373008782007,-1.9433013104759302,-3.333703341153227,-1.8473734681935787
60,-1.681817501079128,1.4920805626534885,-3.1537592855166734,-1.7902295816266793,-3.180799136459241,-1.7127382252342724
80,-1.54429828109106,1.5179000195862244,-3.0134646954523454,-1.6676811939918985,-3.0543943059371377,-1.5654544876874026
100,-1.4041421298976202,1.5900020841661195,-2.8793294337343793,-1.5297420363651364,-2.9187926197051683,-1.4250311564066305
120,-1.33805908628147,1.3208130449712894,-2.743481822275396,-1.3844093307092944,-2.7809875658223118,-1.286860398320648
140,-1.3344039459559656,1.2059802274634976,-2.6154222148514723,-1.2486017844519635,-2.6437382409281813,-1.1616009662208029
0,-2.0,0.0,-3.4142135623730954,-2.000000000000001,-3.4142135623730967,-2.0000000000000018
20,-1.9749731122974234,0.5809750596492215,-3.412006247008359,-1.9890923486596446,-3.4142963744816406,-1.9547954969686825
40,-1.8479819959670238,1.6551910499798788,-3.3329673335738317,-1.88286070119594,-3.358912755343084,-1.8088749218618903
60,-1.7145168160072475,1.46161725826679,-3.178700804008744,-1.7362095778518976,-3.206619250791476,-1.6879654560989499
0,-2.0,0.0,-3.4142135623730954,-2.000000000000001,-3.4142135623730967,-2.0000000000000018
20,-1.954930390553284,0.5776712182863805,-3.39000274788375,-1.9974504361219745,-3.414325210703639,-1.9890726799407838
40,-1.808535179668711,1.646079850393137,-3.262232869012131,-1.9148994904194325,-3.361343324220906,-1.884576218034921
60,-1.6808945837832,1.4830294375544746,-3.133462439630011,-1.7587307273965531,-3.2133028103510313,-1.7387009417107662
80,-1.547234766627253,1.5378555930657967,-2.9928728886008003,-1.6274638086776538,-3.0912347102175084,-1.6007650101643887
100,-1.4049408462609387,1.5829111174665287,-2.851929992362925,-1.4972678632005025,-2.9535384627069194,-1.4707524682113937
120,-1.3402625011451095,1.3613629765211388,-2.720257176669903,-1.3631580735418862,-2.814875787799482,-1.3394676301959876
140,-1.3355394371034088,1.0685030066328898,-2.580464277708674,-1.2030882879732951,-2.6524343882727868,-1.1917764151744206
160,-1.3352743967679497,1.2058109490571636,-2.458898669821812,-1.068212919676107,-2.5317344725020727,-1.0536540944926476
180,-1.3350539654416447,1.2900109866087737,-2.3280426743303817,-0.9335748401290467,-2.4037177085984256,-0.9152566154456736
200,-1.3348718900707148,1.338761875854067,-2.191155968125788,-0.8057599449076933,-2.2716918810108666,-0.7816653375321247
220,-1.3347688200355425,1.2909617533701876,-2.062504265687888,-0.6708876754910618,-2.1346476501050287,-0.6528074320689872
240,-1.3347062521592123,1.2224321128142672,-1.9368590253137545,-0.5307491921019349,-1.9989592225246005,-0.5185158821132814
260,-1.3346410976992567,1.232580084768463,-1.8057121500340574,-0.39223232618504444,-1.868923878971587,-0.3784996838238286
280,-1.334589718062606,1.283546220399368,-1.6685342455891279,-0.25956566267582004,-1.7417445928144055,-0.2399307531326451
300,-1.3345219628342568,1.3490330277135334,-1.5326496850047109,-0.13041864444561035,-1.6076542546483923,-0.10762811502904279
320,-1.3343908629812906,1.2873246653569241,-1.402830079378604,0.002653838562328481,-1.4679764239215294,0.020963889314330686
340,-1.334257515208149,1.2315171051179732,-1.2766478755725625,0.14244352620009204,-1.3298230096018666,0.15493651747432136
360,-1.3341214377896415,1.2292465538220239,-1.1453606140546224,0.28133900773003706,-1.197472450565996,0.29475631277555614
380,-1.3340028224076592,1.2926053817020953,-1.0078867096598096,0.4124017541143412,-1.0685146589351633,0.4332759281103278
400,-1.3338931186783154,1.3360183484081998,-0.8685187231990428,0.5450737407729864,-0.9301007288536884,0.5668933755903529
420,-1.3337748899452975,1.26882573373086,-0.7288799505364225,0.6805777751675919,-0.7870225400513822,0.7038812986053604
0,-2.0,0.0,-3.4142135623730954,-2.000000000000001,-3.4142135623730967,-2.0000000000000018
20,-1.9999216659184498,0.5811674748236199,-3.370572116182077,-1.9890051814144403,-3.3899739333793564,-1.9974802088053958
40,-1.9529191107232908,1.6778058700160756,-3.224632831088684,-1.8789716184035548,-3.2639958289028086,-1.915085556804837
60,-1.7940137611448241,1.4179339816764114,-3.0966476032151653,-1.7202761155103803,-3.1240866240694154,-1.7480065875823627
80,-1.6723277861887134,1.5839040895290686,-2.9636083737156436,-1.5861394949797674,-2.9867120840764185,-1.62123475366576
100,-1.5348788982980572,1.523342582948512,-2.8158047270012676,-1.443581865497105,-2.8399043234005297,-1.483360465419845
120,-1.3946954304286643,1.5393220245478578,-2.6773610314084917,-1.3165360745128738,-2.706723987574845,-1.3490683394345677
140,-1.3324651185079306,1.349791222903369,-2.5485444986984103,-1.182750686620349,-2.582801259995545,-1.2112685398400744
160,-1.3290620547766068,1.2357106454712936,-2.4208048242633162,-1.0433478947006833,-2.4507298977235585,-1.07130415119432
180,-1.328840949165413,1.196542909474901,-2.287581057163089,-0.8995249122398801,-2.3066739499067417,-0.932084917179445
200,-1.3286517422845199,1.282391745458626,-2.1535426051417246,-0.7715060664190518,-2.1722748947437847,-0.8069768199895238
220,-1.3283771051526374,0.6482242012014983,-2.116052620817936,-0.61587006551339,-2.0342810357325414,-0.6206567900837452
240,-1.3283722960509285,0.5392565150897564,-2.10154276446438,-0.3968482256827217,-1.8121501463708747,-0.3923819446262795
260,-1.3282815293624521,1.3760601459384199,-1.9792173247210412,-0.3096742315286958,-1.6957666199476975,-0.3242228835195933
280,-1.3281540275195538,1.145586583665652,-1.8430090756270818,-0.156645255267724,-1.5489547629370404,-0.16656771719311325
300,-1.3280526736334133,1.253462671814892,-1.6998341704136102,-0.033669156985649984,-1.4125890507407064,-0.04618699012011285
