time step,agent error
0,179.9999999999995
20,190.1362501305165
40,198.26913327217648
60,190.62633002592153
80,193.45733281700907
100,190.08679246782526
120,181.26409761335924
140,181.95804456097778
160,178.5470429051519
180,177.84728609235592
200,166.3435050328415
220,163.41487451623428
240,149.17771233644788
260,155.93452688171743
280,154.04398774465557
300,141.5467627291234
320,135.088030223319
340,132.3244841608311
360,130.50265274771965
380,112.3685821678094
400,110.72957374997338
420,98.84940495424814
440,100.10563788929687
460,90.1522465497788
480,90.7840572663182
500,79.3909778940492
520,82.29364830470377
540,78.77854645206449
560,77.05157105645716
580,65.9974586647553
600,64.89657701372505
620,54.75224464488198
640,3.7973124011613777
660,10.359377784299795
680,10.698214103470832
700,11.67198338054493
720,8.698061713443735
740,0.6189689689496163
760,2.447498604801922
780,5.3714676285584915
800,21.424927424973646
820,1.0163472849111486
840,21.683601135392962
860,24.56022309779553
880,33.32281512499159
900,20.051203680803553
920,29.406510677999847
940,0.18401041013680697
960,0.8744749917918284
980,0.2135388077922471
1000,20.860892787942362
1020,48.25143954183673
1040,21.385696424362038
1060,22.239755594746015
1080,21.06213466878566
1100,25.685623601649695
1120,33.24520625849644
1140,38.5379867461055
1160,35.62399954434977
1180,28.90460878851249
1200,30.221184786831884
1220,31.783774152767734
1240,33.755164070511
1260,31.891631042938968
1280,31.51779554194229
1300,31.35119708886708
1320,31.641023610109357
1340,29.864266881611172
1360,20.955511137338874
1380,22.674694755105833
1400,15.451392343106306
1420,14.13722752372746
1440,13.304775211556148
1460,14.332632886391082
1480,7.401721062227921
1500,25.959485695677245
