time step,agent error
0,179.9999999999995
20,190.7659148836453
40,195.25388794948893
60,192.56065088323396
80,199.85962309417596
100,185.08683439912272
120,171.1371436154152
140,180.71035446835833
160,156.52203876601996
180,154.28816387087858
200,160.3917583752974
220,148.34379443311795
240,147.33539062368052
260,143.04874491799552
280,125.86539256063722
300,115.21995380484088
320,117.52201219278774
340,115.60437830231356
360,103.20115112029029
380,122.32461466490287
400,120.66674699698814
420,119.8258161168909
440,125.40186898971677
460,112.48254416729571
480,101.74852438091719
500,104.7007721907288
520,103.6635284944453
540,92.56226169712403
560,81.69440391789101
580,80.3102068126332
600,81.76229593599555
620,68.70268531758276
640,66.16985515534407
660,42.29971705372989
680,30.508037054195995
700,17.28504282082531
720,21.991015975087635
740,31.42510297219087
760,36.85635462334278
780,18.384423243376176
800,22.122520881747192
820,35.85936710073466
840,18.0961070629655
860,18.522744251767648
880,11.99914644402952
900,20.9914000908679
920,43.46324606592623
940,38.8152670188565
960,34.69386681053004
980,32.550043255159665
1000,33.07825404268888
1020,41.93857017556246
1040,41.161302681325395
1060,41.11743373730843
1080,32.693215149959485
1100,33.77347309672538
1120,26.139816637754166
1140,25.71876316916888
1160,33.251588410042416
1180,24.86484008393421
1200,25.287790702344438
1220,24.18300259119161
1240,22.54625997696553
1260,31.972882412185015
1280,24.60115874591031
1300,24.185971320541455
1320,22.855296100632216
1340,22.67356404622757
1360,13.176386729724754
1380,23.41579895048153
1400,22.909607793896555
1420,20.756881722952016
1440,21.899103361704817
1460,23.006892997703176
1480,22.704322426096383
1500,24.412429051938602
