time step,agent error
0.0,179.99999999999926
20.0,187.25761430174404
40.0,195.0493737792293
60.0,194.44992339127583
80.0,186.44345549166866
100.0,184.6718298421143
120.0,174.42264335211294
140.0,173.85469599270013
160.0,161.56716616870236
180.0,146.3828228367088
200.0,150.17776890058647
220.0,148.62828412123133
240.0,141.00085820173123
260.0,136.68562711338672
280.0,132.48839711527668
300.0,133.31234113862928
320.0,123.4201323909012
340.0,123.11015940411892
360.0,118.80754293538735
380.0,115.43347197052721
400.0,108.5799398608477
420.0,101.52722225237103
440.0,98.73997753041344
460.0,92.64789939847401
480.0,83.02839485486896
500.0,75.97240177933638
520.0,72.63457372007366
540.0,64.31400221839442
560.0,61.29583971787349
580.0,56.70001719600566
600.0,52.7943276568819
620.0,52.609118528245816
640.0,47.705848416129506
660.0,47.327484824036446
680.0,46.14299933395221
700.0,42.28147851526941
720.0,38.3793670466629
740.0,40.73850393999796
760.0,38.772572347723205
780.0,33.369322772150994
800.0,31.67713257121277
820.0,31.063830149904362
840.0,29.14382734510273
860.0,29.943794976266652
880.0,29.440193664512158
900.0,28.90468683595905
920.0,28.675448799924077
940.0,30.032633305780088
960.0,26.514044059321304
980.0,27.837223873462097
1000.0,28.76333060356202
1020.0,28.85006768284269
1040.0,24.66406450588438
1060.0,21.96387243196449
1080.0,23.919147077571953
1100.0,25.854152310803602
1120.0,24.570267928633342
1140.0,22.948140872733973
1160.0,22.95168163329102
1180.0,25.760488977028952
1200.0,23.3344351866799
1220.0,21.1946782571084
1240.0,23.482050067171976
1260.0,23.239945549768347
1280.0,22.277130824320594
1300.0,20.647129041406156
1320.0,20.19115504118641
1340.0,20.42381970107841
1360.0,21.298799916200345
1380.0,22.065106466508453
1400.0,20.216506614183345
1420.0,20.70928572843424
1440.0,19.112113856279112
1460.0,19.924593488366785
1480.0,19.25928511996345
1500.0,17.888142329147133
