time step,failed agent x-position,formation velocity,other agent x-positions,,,
0,-2.0,0.0,-3.0606601717798214,-2.0000000000000004,-3.060660171779822,-2.000000000000001
20,-1.9750310643597422,0.5713398033437723,-3.050235845301964,-1.9553901612810707,-3.058449792988009,-1.9998988199845846
40,-1.8578051492577983,1.6219509343386598,-2.949019259637093,-1.8171626942791543,-2.984415641029013,-1.948915748777105
60,-1.7248603765885802,1.469301650392221,-2.798750192788949,-1.7019630335830902,-2.830416725669705,-1.803926895020464
80,-1.5856197130616774,1.553033541233301,-2.6551697866754496,-1.5668045680363463,-2.7005612795137712,-1.6815885752805304
100,-1.4452533117177002,1.5618147570337637,-2.512920314029681,-1.4250421148636163,-2.5619350765473388,-1.5451098545459097
120,-1.3207885883405321,1.6128413792013077,-2.384940364425193,-1.2932139613045361,-2.42615855583627,-1.4084810419457556
140,-1.1943181444702184,1.6041660780713123,-2.247856332319452,-1.1626756945359944,-2.284152767357556,-1.2733685943298438
160,-1.0640018778227276,1.5890347548367494,-2.104050035565246,-1.037426673711121,-2.1427354436847668,-1.1446336365213514
180,-0.9278390480490233,1.5812025644105687,-1.9611935052480352,-0.9056372856409589,-2.006866033449504,-1.0188346474262482
200,-0.7929473484706115,1.595607570268936,-1.8242700372654612,-0.7683927056474849,-1.8752273591806345,-0.8878474803484881
220,-0.6649841994268857,1.620116025853746,-1.6919160062342409,-0.6326040322345401,-1.739159598888346,-0.7511904422777411
240,-0.5391760738136919,1.5994563560136983,-1.555285814166915,-0.5023744244803201,-1.596983256233053,-0.6160083113875172
260,-0.40848078099901386,1.5928693409252335,-1.4124239120903848,-0.3757029458785188,-1.4558846710158198,-0.48712342944735565
280,-0.27220045132800563,1.5794611482354084,-1.2703985891839382,-0.24357083804998925,-1.3205889849719357,-0.3612980889698665
300,-0.13748924533388474,1.5962544644806305,-1.1341100867897111,-0.10527393395011031,-1.189770471182772,-0.23015704178053165
320,-0.009328378835298246,1.617991580162347,-1.0021729676805178,0.031771152863806496,-1.0543405896772984,-0.09344835838107834
340,0.11643575935216433,1.6000061624680186,-0.8658616465485642,0.16310153689200524,-0.9127348478977941,0.04167124446967829
360,0.24720413919851802,1.593783958189881,-0.7233970252410482,0.29102182988080916,-0.7718710740769845,0.17052788398018315
380,0.3836130220008074,1.5813866241597712,-0.5815213955126728,0.4241597397340944,-0.6366732847923373,0.2962818808591563
400,0.518596570442162,1.5977182087975283,-0.44518009795766833,0.5629257503362992,-0.5059658473565269,0.4274782745995718
420,0.6469062912556254,1.6167704607345574,-0.31351408013944626,0.7004447478172904,-0.3705241274111346,0.5641723358476032
440,0.7729304381257229,1.6023471476207807,-0.17735409373621724,0.8318864570595732,-0.22888295895635302,0.6992180431699011
460,0.9036997332806993,1.5946459542260627,-0.03509931174167402,0.9600346926829832,-0.08792878091132161,0.8280387685220458
480,1.0401171335833226,1.582784119407694,0.1062994948541296,1.093885324185269,0.04725425895512281,0.9538875317242117
