time step,agent error
0,179.9999999999995
20,190.65911709749415
40,196.87444277526907
60,194.6903928036706
80,191.72749209303532
100,192.73246820924106
120,183.2166529187303
140,159.42900486289085
160,196.69709889361368
180,176.65756768898478
200,156.76138352072456
220,177.6514275235277
240,159.75402897554403
260,179.98776480856998
280,157.56057272816537
300,148.692509755478
320,140.48859372629025
340,144.19653328132432
360,148.1748396134529
380,134.96838136636143
400,144.78042664701536
420,139.16891120703158
440,134.14544659539277
460,118.47701469854829
480,117.88058747747976
500,121.74096465228072
520,120.29986458998096
540,111.34615873440652
560,114.21307291712401
580,116.86598451904297
600,113.24640317396094
620,101.5095638943059
640,79.3259145495764
660,67.96775709156975
680,63.84086684179414
700,52.137825955326576
720,53.51821504840828
740,48.94047139683349
760,32.06156042620981
780,25.8601912192336
800,42.68163620001212
820,32.83976144733816
840,29.18306270359011
860,19.162792281294657
880,19.347285697730428
900,32.84570698721109
920,31.524352565346646
940,25.12106883332052
960,20.609787419055152
980,28.46648590869313
1000,33.98072717983882
1020,24.656798336788768
1040,20.49922300454034
1060,20.185719039644937
1080,18.769207615577272
1100,13.62237983113232
1120,19.52211607617454
1140,14.09603876715687
1160,12.274591890594024
1180,22.133667257547813
1200,19.73155564977398
1220,19.85236720739715
1240,18.977642810361658
1260,18.761722794043322
1280,9.869396470813399
1300,14.46564339002154
1320,20.812613470906626
1340,20.662725309700363
1360,19.599891432348812
1380,20.73033374068038
1400,19.802006385901848
1420,12.003030978005313
1440,11.298604413280941
1460,15.164511781386409
1480,12.968807455579224
1500,12.667910754455079
