time step,agent error
0,179.9999999999995
20,194.55354566429241
40,193.29591519252773
60,192.77994649785063
80,193.74128100912333
100,191.11110453308225
120,169.98394388086217
140,188.08542610409398
160,179.76076735015863
180,200.85369109113054
200,179.79905742238168
220,148.62018358772272
240,156.40178059704303
260,148.61979256686726
280,157.61539216101988
300,146.4092856797527
320,146.91691098711743
340,158.58510705404422
360,156.1924736828213
380,157.72921406366603
400,133.52558200145552
420,140.70797281000995
440,145.74906371405234
460,147.1834869591794
480,109.16581451910051
500,146.7494509254275
520,149.02242742093642
540,142.17851462725235
560,147.05178220734837
580,167.08058563718663
600,147.68246989912117
620,138.48196288967898
640,141.5549880466118
660,137.86049918232197
680,146.27943733255165
700,130.77304129214752
720,117.64961448394075
740,119.92018801510602
760,108.75479068631515
780,109.01736687345229
800,104.16813804794
820,104.22236565791468
840,101.80425920037794
860,102.59785676387347
880,101.22476411989362
900,91.13036844646942
920,75.7605767501953
940,76.04496445296218
960,67.39686788760017
980,56.59222826419358
1000,53.3607370305802
1020,52.63203163190286
1040,58.6660325105087
1060,33.78628283825222
1080,60.28100170998076
1100,52.0868194346063
1120,42.914098518141145
1140,33.31416747799011
1160,20.281393138915917
1180,36.50866187845
1200,17.088084346016927
1220,16.060709289139027
1240,11.267526084410747
1260,20.263804570145595
1280,23.545273690817368
1300,15.151596315662374
1320,14.96726703321957
1340,20.606260988438464
1360,24.404410828318703
1380,21.678505074312824
1400,30.770752537476795
1420,39.305919292089584
1440,37.08151644613315
1460,42.68464440398287
1480,31.1093225236381
1500,38.49565580690876
