time step,collective radius,# of objects collected,agent positions,,,,,,,,,,,,,,,,,,obstacle positions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,54637.41681181634,0,-2.0,-4.0,-2.0,-2.5,-2.0,-1.0,-2.0,0.5,-2.0,2.0,-2.0,3.5,-2.0,5.0,-2.0,6.5,-2.0,8.0,1.5215319854986045,1.5890992610849635,2.8306492833712618,-0.6906634556306486,2.6104700433405204,1.8081482953724106,1.091691979205278,1.6693324233814018,0.6435673696597253,-1.9900694040803955,2.32098886814979,1.781354771962361,0.5795773902131427,0.9838704442095128,1.0923386227400549,-1.7644886548046093,0.06497083882836807,-1.6020525126811473,1.6467990249731799,1.8910233080954728,1.326629467958206,-0.394982130501631,2.988552098169375,1.1576634012052347,2.5013260797544965,-0.31778541376800185,1.7725951472476786,0.41781576572144674,0.6985911207729737,1.5886558121755328,2.7430184954151793,0.27619058205352287,0.4259619676299554,-1.9248976182181803,1.2969307309703275,0.5840490543915191,0.23884004382165025,-0.2990980421141778,1.663754582539307,-0.30041315594709683,2.2965304596565734,-0.23001195121941365,0.4487777243215447,1.4148859873060053,0.31439678752119604,1.6466856335524462,2.910705021040866,-0.2589337470603632,2.040137489214241,1.2660435833142096,1.4280660525706264,-0.720996534188179,2.0843819433699977,0.5914571462135751,0.9150152541928077,-0.28039763940952733,0.5403485054284246,-0.3543169979781724,1.5179546571166607,0.9208350945119639
20,31490.319747859874,0,-1.9999859414922132,-4.000145555448564,-1.9999860005644527,-2.4999738408483103,-1.9499380962455257,-0.9984411528752614,-1.9999886617927285,0.5000179646337026,-1.9999863867755836,2.0000122583057722,-1.9975899165851903,3.49800075892979,-1.9892327331921962,4.990298066177429,-1.9714127730056863,6.492289626644872,-2.000000485532569,8.000112817802492,1.5215319854986045,1.5890992610849635,2.8306492833712618,-0.6906634556306486,2.6104700433405204,1.8081482953724106,1.091691979205278,1.6693324233814018,0.6435673696597253,-1.9900694040803955,2.32098886814979,1.781354771962361,0.5795773902131427,0.9838704442095128,1.0923386227400549,-1.7644886548046093,0.06497083882836807,-1.6020525126811473,1.6467990249731799,1.8910233080954728,1.326629467958206,-0.394982130501631,2.988552098169375,1.1576634012052347,2.5013260797544965,-0.31778541376800185,1.7725951472476786,0.41781576572144674,0.6985911207729737,1.5886558121755328,2.7430184954151793,0.27619058205352287,0.4259619676299554,-1.9248976182181803,1.2969307309703275,0.5840490543915191,0.23884004382165025,-0.2990980421141778,1.663754582539307,-0.30041315594709683,2.2965304596565734,-0.23001195121941365,0.4487777243215447,1.4148859873060053,0.31439678752119604,1.6466856335524462,2.910705021040866,-0.2589337470603632,2.040137489214241,1.2660435833142096,1.4280660525706264,-0.720996534188179,2.0843819433699977,0.5914571462135751,0.9150152541928077,-0.28039763940952733,0.5403485054284246,-0.3543169979781724,1.5179546571166607,0.9208350945119639
40,36581.2692060452,1,-1.9713756471520654,-4.17546839961103,-1.757979845953522,-2.453943227565807,-1.7509616848199616,-0.9975570229646205,-1.7665452920261004,0.4312293001407137,-1.9972930969548472,1.995022278141245,-1.7559662700837286,3.4569249240981055,-1.7555910470978915,4.956460179678445,-1.7517694497572591,6.4847207592382095,-1.9998435232611989,7.999269278902521,1.5215319854986045,1.5890992610849635,2.8306492833712618,-0.6906634556306486,2.6104700433405204,1.8081482953724106,1.091691979205278,1.6693324233814018,0.6435673696597253,-1.9900694040803955,2.32098886814979,1.781354771962361,0.5795773902131427,0.9838704442095128,1.0923386227400549,-1.7644886548046093,0.06497083882836807,-1.6020525126811473,1.6467990249731799,1.8910233080954728,1.326629467958206,-0.394982130501631,2.988552098169375,1.1576634012052347,2.5013260797544965,-0.31778541376800185,1.7725951472476786,0.41781576572144674,0.6985911207729737,1.5886558121755328,2.7430184954151793,0.27619058205352287,0.4259619676299554,-1.9248976182181803,1.2969307309703275,0.5840490543915191,0.23884004382165025,-0.2990980421141778,1.663754582539307,-0.30041315594709683,2.2965304596565734,-0.23001195121941365,0.4487777243215447,1.4148859873060053,0.31439678752119604,1.6466856335524462,2.910705021040866,-0.2589337470603632,2.040137489214241,1.2660435833142096,1.4280660525706264,-0.720996534188179,2.0843819433699977,0.5914571462135751,0.9150152541928077,-0.28039763940952733,0.5403485054284246,-0.3543169979781724,1.5179546571166607,0.9208350945119639
60,31742.531396876988,2,-1.9675640664921323,-4.245400862821845,-1.754866998307575,-2.454859265469683,-1.5248407801062487,-0.9752364576143729,-1.7601166008537856,0.4295178687539558,-1.9532646146676282,1.756736893526085,-1.7539816931245589,3.454966701463773,-1.7515007240833598,4.960510140475762,-1.5723703457554818,6.555669913406102,-2.0126867009323184,8.225818569032,1.5215319854986045,1.5890992610849635,2.8306492833712618,-0.6906634556306486,2.6104700433405204,1.8081482953724106,1.091691979205278,1.6693324233814018,0.6435673696597253,-1.9900694040803955,2.32098886814979,1.781354771962361,0.5795773902131427,0.9838704442095128,1.0923386227400549,-1.7644886548046093,0.06497083882836807,-1.6020525126811473,1.6467990249731799,1.8910233080954728,1.326629467958206,-0.394982130501631,2.988552098169375,1.1576634012052347,2.5013260797544965,-0.31778541376800185,1.7725951472476786,0.41781576572144674,0.6985911207729737,1.5886558121755328,2.7430184954151793,0.27619058205352287,0.4259619676299554,-1.9248976182181803,1.2969307309703275,0.5840490543915191,0.23884004382165025,-0.2990980421141778,1.663754582539307,-0.30041315594709683,2.2965304596565734,-0.23001195121941365,0.4487777243215447,1.4148859873060053,0.31439678752119604,1.6466856335524462,2.910705021040866,-0.2589337470603632,2.040137489214241,1.2660435833142096,1.4280660525706264,-0.720996534188179,2.0843819433699977,0.5914571462135751,0.9150152541928077,-0.28039763940952733,0.5403485054284246,-0.3543169979781724,1.5179546571166607,0.9208350945119639
80,35234.781290587605,2,-1.965390311919171,-4.247665724990407,-1.7149647662842484,-2.5960991884054727,-1.501429668397586,-0.9746133938190105,-1.7495400987090308,0.4405973665496375,-1.953190280603094,1.7538435180325724,-1.624846507192835,3.257612924139692,-1.6678701042650874,5.184647815713015,-1.5148284070581375,6.567169680236791,-2.0128466960308113,8.246609970253154,1.5215319854986045,1.5890992610849635,2.8306492833712618,-0.6906634556306486,2.6104700433405204,1.8081482953724106,1.091691979205278,1.6693324233814018,0.6435673696597253,-1.9900694040803955,2.32098886814979,1.781354771962361,0.5795773902131427,0.9838704442095128,1.0923386227400549,-1.7644886548046093,0.06497083882836807,-1.6020525126811473,1.6467990249731799,1.8910233080954728,1.326629467958206,-0.394982130501631,2.988552098169375,1.1576634012052347,2.5013260797544965,-0.31778541376800185,1.7725951472476786,0.41781576572144674,0.6985911207729737,1.5886558121755328,2.7430184954151793,0.27619058205352287,0.4259619676299554,-1.9248976182181803,1.2969307309703275,0.5840490543915191,0.23884004382165025,-0.2990980421141778,1.663754582539307,-0.30041315594709683,2.2965304596565734,-0.23001195121941365,0.4487777243215447,1.4148859873060053,0.31439678752119604,1.6466856335524462,2.910705021040866,-0.2589337470603632,2.040137489214241,1.2660435833142096,1.4280660525706264,-0.720996534188179,2.0843819433699977,0.5914571462135751,0.9150152541928077,-0.28039763940952733,0.5403485054284246,-0.3543169979781724,1.5179546571166607,0.9208350945119639
100,25414.40232107986,2,-1.8937796465168488,-4.48177897696071,-1.6972552598281176,-2.698993797382326,-1.405573376800149,-1.1002516974533938,-1.5165222806667384,0.4834580615754475,-2.1924916099561886,1.7894688666549714,-1.619406283818192,3.247688469485684,-1.667168381872047,5.187104349932886,-1.5131924262216272,6.575134154247715,-1.8829282428579752,8.414511330614356,1.5215319854986045,1.5890992610849635,2.8306492833712618,-0.6906634556306486,2.6104700433405204,1.8081482953724106,1.091691979205278,1.6693324233814018,0.6435673696597253,-1.9900694040803955,2.32098886814979,1.781354771962361,0.5795773902131427,0.9838704442095128,1.0923386227400549,-1.7644886548046093,0.06497083882836807,-1.6020525126811473,1.6467990249731799,1.8910233080954728,1.326629467958206,-0.394982130501631,2.988552098169375,1.1576634012052347,2.5013260797544965,-0.31778541376800185,1.7725951472476786,0.41781576572144674,0.6985911207729737,1.5886558121755328,2.7430184954151793,0.27619058205352287,0.4259619676299554,-1.9248976182181803,1.2969307309703275,0.5840490543915191,0.23884004382165025,-0.2990980421141778,1.663754582539307,-0.30041315594709683,2.2965304596565734,-0.23001195121941365,0.4487777243215447,1.4148859873060053,0.31439678752119604,1.6466856335524462,2.910705021040866,-0.2589337470603632,2.040137489214241,1.2660435833142096,1.4280660525706264,-0.720996534188179,2.0843819433699977,0.5914571462135751,0.9150152541928077,-0.28039763940952733,0.5403485054284246,-0.3543169979781724,1.5179546571166607,0.9208350945119639
120,28514.28907656959,3,-1.8937380642820452,-4.482717653672071,-1.697860113239706,-2.8296583337412353,-1.3323764211122944,-1.159612457082837,-1.513426812673925,0.4780238687871009,-2.200035259659815,1.7908922058395287,-1.4937765296153316,3.3802221932224215,-1.6089826041594448,4.949357077694253,-1.4071655929635436,6.791881193548705,-1.8729119485564762,8.452289945349444,1.5215319854986045,1.5890992610849635,2.8306492833712618,-0.6906634556306486,2.6104700433405204,1.8081482953724106,1.091691979205278,1.6693324233814018,0.6435673696597253,-1.9900694040803955,2.32098886814979,1.781354771962361,0.5795773902131427,0.9838704442095128,1.0923386227400549,-1.7644886548046093,0.06497083882836807,-1.6020525126811473,1.6467990249731799,1.8910233080954728,1.326629467958206,-0.394982130501631,2.988552098169375,1.1576634012052347,2.5013260797544965,-0.31778541376800185,1.7725951472476786,0.41781576572144674,0.6985911207729737,1.5886558121755328,2.7430184954151793,0.27619058205352287,0.4259619676299554,-1.9248976182181803,1.2969307309703275,0.5840490543915191,0.23884004382165025,-0.2990980421141778,1.663754582539307,-0.30041315594709683,2.2965304596565734,-0.23001195121941365,0.4487777243215447,1.4148859873060053,0.31439678752119604,1.6466856335524462,2.910705021040866,-0.2589337470603632,2.040137489214241,1.2660435833142096,1.4280660525706264,-0.720996534188179,2.0843819433699977,0.5914571462135751,0.9150152541928077,-0.28039763940952733,0.5403485054284246,-0.3543169979781724,1.5179546571166607,0.9208350945119639
140,26849.185163190006,5,-1.83977646915436,-4.711633691949487,-1.6977045999400335,-2.947532456891694,-1.3309833364498505,-1.1679804620666856,-1.302642584885104,0.3707062407344609,-2.2310982337657284,1.9671301847531524,-1.4412217138798522,3.4189616755176555,-1.6082480784287527,4.946894207596393,-1.4071197628685588,6.791642869740444,-1.826578560302937,8.498489369735296,1.5215319854986045,1.5890992610849635,2.8306492833712618,-0.6906634556306486,2.6104700433405204,1.8081482953724106,1.091691979205278,1.6693324233814018,0.6435673696597253,-1.9900694040803955,2.32098886814979,1.781354771962361,0.5795773902131427,0.9838704442095128,1.0923386227400549,-1.7644886548046093,0.06497083882836807,-1.6020525126811473,1.6467990249731799,1.8910233080954728,1.326629467958206,-0.394982130501631,2.988552098169375,1.1576634012052347,2.5013260797544965,-0.31778541376800185,1.7725951472476786,0.41781576572144674,0.6985911207729737,1.5886558121755328,2.7430184954151793,0.27619058205352287,0.4259619676299554,-1.9248976182181803,1.2969307309703275,0.5840490543915191,0.23884004382165025,-0.2990980421141778,1.663754582539307,-0.30041315594709683,2.2965304596565734,-0.23001195121941365,0.4487777243215447,1.4148859873060053,0.31439678752119604,1.6466856335524462,2.910705021040866,-0.2589337470603632,2.040137489214241,1.2660435833142096,1.4280660525706264,-0.720996534188179,2.0843819433699977,0.5914571462135751,0.9150152541928077,-0.28039763940952733,0.5403485054284246,-0.3543169979781724,1.5179546571166607,0.9208350945119639
160,32339.734589432035,5,-1.8385611321969952,-4.724256975742696,-1.7004378751216933,-2.957512612252205,-1.287686521556803,-1.4062618456675495,-1.296112428570222,0.36753434095940873,-2.23834648201191,2.035353856874989,-1.2834387177499176,3.3267130658248654,-1.5750912361068696,5.187367679140721,-1.656664370367544,6.777531999532379,-1.8018899278032503,8.688525560536425,1.5215319854986045,1.5890992610849635,2.8306492833712618,-0.6906634556306486,2.6104700433405204,1.8081482953724106,1.091691979205278,1.6693324233814018,0.6435673696597253,-1.9900694040803955,2.32098886814979,1.781354771962361,0.5795773902131427,0.9838704442095128,1.0923386227400549,-1.7644886548046093,0.06497083882836807,-1.6020525126811473,1.6467990249731799,1.8910233080954728,1.326629467958206,-0.394982130501631,2.988552098169375,1.1576634012052347,2.5013260797544965,-0.31778541376800185,1.7725951472476786,0.41781576572144674,0.6985911207729737,1.5886558121755328,2.7430184954151793,0.27619058205352287,0.4259619676299554,-1.9248976182181803,1.2969307309703275,0.5840490543915191,0.23884004382165025,-0.2990980421141778,1.663754582539307,-0.30041315594709683,2.2965304596565734,-0.23001195121941365,0.4487777243215447,1.4148859873060053,0.31439678752119604,1.6466856335524462,2.910705021040866,-0.2589337470603632,2.040137489214241,1.2660435833142096,1.4280660525706264,-0.720996534188179,2.0843819433699977,0.5914571462135751,0.9150152541928077,-0.28039763940952733,0.5403485054284246,-0.3543169979781724,1.5179546571166607,0.9208350945119639
180,29329.866090535586,7,-1.6964937555141628,-4.92337119990038,-1.9398782648594395,-3.010362893583916,-1.2879108696310704,-1.4073857175730304,-1.0513463380196022,0.343530663574799,-2.2877144484191425,1.8278184692035904,-1.2236867676074439,3.3003537328376824,-1.5742201178859727,5.191846241072779,-1.6567763822555022,6.777684176317906,-1.7988033998590862,8.6791003957807,1.5215319854986045,1.5890992610849635,2.8306492833712618,-0.6906634556306486,2.6104700433405204,1.8081482953724106,1.091691979205278,1.6693324233814018,0.6435673696597253,-1.9900694040803955,2.32098886814979,1.781354771962361,0.5795773902131427,0.9838704442095128,1.0923386227400549,-1.7644886548046093,0.06497083882836807,-1.6020525126811473,1.6467990249731799,1.8910233080954728,1.326629467958206,-0.394982130501631,2.988552098169375,1.1576634012052347,2.5013260797544965,-0.31778541376800185,1.7725951472476786,0.41781576572144674,0.6985911207729737,1.5886558121755328,2.7430184954151793,0.27619058205352287,0.4259619676299554,-1.9248976182181803,1.2969307309703275,0.5840490543915191,0.23884004382165025,-0.2990980421141778,1.663754582539307,-0.30041315594709683,2.2965304596565734,-0.23001195121941365,0.4487777243215447,1.4148859873060053,0.31439678752119604,1.6466856335524462,2.910705021040866,-0.2589337470603632,2.040137489214241,1.2660435833142096,1.4280660525706264,-0.720996534188179,2.0843819433699977,0.5914571462135751,0.9150152541928077,-0.28039763940952733,0.5403485054284246,-0.3543169979781724,1.5179546571166607,0.9208350945119639
