time step,collective radius,# of objects collected,agent positions,,,,,,,,,,,,,,,,,,obstacle positions,,,,,,,,,
0,54637.41681181634,0,-2.0,-4.0,-2.0,-2.5,-2.0,-1.0,-2.0,0.5,-2.0,2.0,-2.0,3.5,-2.0,5.0,-2.0,6.5,-2.0,8.0,2.3949702934480843,0.9592146972009492,2.814992602709508,-1.908088390042332,2.479336119853534,0.2711308798120933,1.0512796059278653,0.2034506190369747,1.0375685864668367,-1.0679858598225218
20,358.75816932836784,0,-1.9976565016156267,-4.002720806463722,-1.8407099679730947,-2.4935246447541997,-1.8179889298247447,-0.9977691392003695,-2.0000059371576664,0.4998816436345376,-1.8694412152435889,1.9961206242852614,-1.9999620772323805,3.499943822431138,-1.9999676798356987,5.000045868119307,-1.9999731102178329,6.500046129976949,-2.000016171667612,8.000402701703072,2.3949702934480843,0.9592146972009492,2.814992602709508,-1.908088390042332,2.479336119853534,0.2711308798120933,1.0512796059278653,0.2034506190369747,1.0375685864668367,-1.0679858598225218
40,2795.0827683316247,0,-1.8593504984397673,-4.158133366310639,-1.7578367652658726,-2.4933886445954907,-1.7559470140036304,-0.9974792108613046,-1.9590166546934582,0.4910925501912446,-1.760070444307915,1.995282810283286,-1.9974821534444795,3.497057254689217,-1.9783252183730111,4.996042409482931,-2.0000140482983757,6.500260510857924,-1.9356726357421068,8.065342394798721,2.3949702934480843,0.9592146972009492,2.814992602709508,-1.908088390042332,2.479336119853534,0.2711308798120933,1.0512796059278653,0.2034506190369747,1.0375685864668367,-1.0679858598225218
60,197.36261248335504,0,-1.837180793329412,-4.185186892916307,-1.7374811115540187,-2.5161193096065704,-1.6062322701231606,-0.9985628888538248,-1.7663408783135601,0.48503333701071594,-1.7484673313802575,1.9926129985372663,-1.7873201296597683,3.4529610192020277,-1.7710170925017399,4.992030120370337,-1.8387458432451147,6.578841944095962,-1.837561617508977,8.17555779345465,2.3949702934480843,0.9592146972009492,2.814992602709508,-1.908088390042332,2.479336119853534,0.2711308798120933,1.0512796059278653,0.2034506190369747,1.0375685864668367,-1.0679858598225218
80,383.0161940472197,0,-1.6316171074120909,-4.175320991823445,-1.558209752090542,-2.6406784353210795,-1.5044008094078736,-0.9999395099329784,-1.7005448376387435,0.4567181489363839,-1.515959280654592,1.9453500347403254,-1.7556505451854199,3.449418903753838,-1.7485830210815183,4.995135818382734,-1.7703664749764678,6.5953240241121565,-1.7536645472157646,8.20131580390333,2.3949702934480843,0.9592146972009492,2.814992602709508,-1.908088390042332,2.479336119853534,0.2711308798120933,1.0512796059278653,0.2034506190369747,1.0375685864668367,-1.0679858598225218
100,196.94437903768008,0,-1.5882785267068742,-4.174763945597519,-1.5510944921312089,-2.639321801631503,-1.3622523725964875,-1.0932082691372424,-1.510967855599096,0.4328893000287552,-1.5063103243269085,1.9446757629215639,-1.5356785039429446,3.5036367535175024,-1.525182169789672,5.0748286833776,-1.5582118749817242,6.656008767076458,-1.5872560781445657,8.211349530983929,2.3949702934480843,0.9592146972009492,2.814992602709508,-1.908088390042332,2.479336119853534,0.2711308798120933,1.0512796059278653,0.2034506190369747,1.0375685864668367,-1.0679858598225218
120,214.52979191509996,0,-1.5619394507528739,-4.1689205981753155,-1.3980772542056137,-2.5646054612239038,-1.2964406626017455,-1.1145310801260704,-1.5049927537910188,0.4299146016000266,-1.4614857290338648,1.9813466531686592,-1.5160916201697279,3.506063077249549,-1.5173052898237858,5.07650304604701,-1.5330422532506631,6.659611038576576,-1.5735165129738349,8.220924935782625,2.3949702934480843,0.9592146972009492,2.814992602709508,-1.908088390042332,2.479336119853534,0.2711308798120933,1.0512796059278653,0.2034506190369747,1.0375685864668367,-1.0679858598225218
140,345.47168754492105,0,-1.36251730707939,-4.16376202364632,-1.3305895727957688,-2.54667713347676,-1.284608569002558,-1.114719919661614,-1.302268597269801,0.4158449154202526,-1.2871356795599498,2.015124557867025,-1.3890530253406004,3.556478434448468,-1.364743064082989,5.080154743011508,-1.437561061234963,6.678041748779905,-1.3733996947491716,8.259831951716679,2.3949702934480843,0.9592146972009492,2.814992602709508,-1.908088390042332,2.479336119853534,0.2711308798120933,1.0512796059278653,0.2034506190369747,1.0375685864668367,-1.0679858598225218
160,196.58779895938332,0,-1.3285813074455628,-4.173391510828584,-1.1583101640069637,-2.6275395573947833,-1.0551545760077137,-1.0874174528512033,-1.25962799378342,0.41471033630189935,-1.2173348400566248,1.977224920187899,-1.2767539798778285,3.5725143198642577,-1.270294045510051,5.081165004911893,-1.2857370086424842,6.684376177879304,-1.3390622469946527,8.265812287271377,2.3949702934480843,0.9592146972009492,2.814992602709508,-1.908088390042332,2.479336119853534,0.2711308798120933,1.0512796059278653,0.2034506190369747,1.0375685864668367,-1.0679858598225218
180,709.9652427889484,0,-1.1062283700022708,-4.218477181835496,-1.1006357545146621,-2.6408441852455873,-1.0396221724124408,-1.0862487716097735,-1.0464326440602632,0.4784621597655049,-1.0392438851240924,1.945606044630283,-1.2447374739375463,3.5409920421470717,-1.1101252367785421,5.1721273759722415,-1.2787487469109624,6.688270026631228,-1.1061634827299371,8.280445187659874,2.3949702934480843,0.9592146972009492,2.814992602709508,-1.908088390042332,2.479336119853534,0.2711308798120933,1.0512796059278653,0.2034506190369747,1.0375685864668367,-1.0679858598225218
200,258.53469127830544,1,-1.0949738146114483,-4.221951929458449,-0.9898543184835957,-2.661083015860582,-0.8634597429398092,-1.0637429868975383,-1.0222443583742096,0.4824479937860644,-1.025194834056279,1.9563517708976983,-1.07541904728987,3.471562942810365,-1.052201765850035,5.1894276096468435,-1.0949345119537792,6.757297252290497,-1.0939232187337344,8.281341691345556,2.3949702934480843,0.9592146972009492,2.814992602709508,-1.908088390042332,2.479336119853534,0.2711308798120933,1.0512796059278653,0.2034506190369747,1.0375685864668367,-1.0679858598225218
