time step,failed agent x-position,formation velocity,other agent x-positions,,,
0,-3.0606601717798214,0.0,-2.0,-2.0000000000000004,-3.060660171779822,-2.000000000000001
20,-3.293919221746599,0.09254753724498674,-2.0026936014821137,-1.7529871082698598,-3.046939880499806,-1.8227430831509872
40,-3.30430745552247,0.8022250869281862,-1.9355692695805358,-1.751980652176238,-3.217920847167102,-1.8161501248076077
60,-3.326858914512669,0.7164880963089602,-1.7904242584694265,-1.7480625055233232,-3.3414542764310107,-1.718724292997679
80,-3.2753364098256683,0.6233724013182489,-1.7185177925238613,-1.7669926710800465,-3.2856150738966665,-1.5350184334709673
100,-3.245215595240754,0.961135363346162,-1.5935407273388569,-1.729174410050835,-3.072934100378759,-1.5087249684678148
120,-3.1513227118819165,0.7630262431859516,-1.421478414727717,-1.6669296674188299,-2.9414449491832877,-1.3378991268702967
140,-2.9986956325973235,0.8384829120995105,-1.3515060200591278,-1.4576088299546595,-2.9601852330456238,-1.1982492373099425
160,-2.856706339135364,0.6781828992873925,-1.1494921173191246,-1.4146015482125427,-2.7881593669842073,-1.0643224166103438
180,-2.7835609014965073,0.6848456406864905,-1.0875480821144623,-1.43903313199178,-2.630558243533012,-0.9217158831227379
200,-2.7634087159556597,1.064599598883802,-1.0082266954045584,-1.4224704998980227,-2.5970058827536304,-0.8127000576292995
220,-2.526531960409635,0.6934117041391892,-0.8209707218226259,-1.3031680035823052,-2.453824142109979,-0.5544189082548752
240,-2.412261787199939,0.4815131291582112,-0.6233854053097811,-1.2630397717883577,-2.192212810098707,-0.42088632475858234
260,-2.283507355544904,0.40740167910472297,-0.5391909086469264,-1.108149900162044,-2.1129806392645087,-0.2584099045676038
280,-2.028604196689826,0.49465398097352054,-0.4007622785770919,-0.8763402739549053,-1.8075725237025146,-0.027180165297647774
300,-1.740285655018754,0.29113531759327194,-0.17014200155536052,-0.6454081828492586,-1.6092605289683242,0.1899041553579619
320,-1.399639826765181,0.4027809155534456,0.03720666945950679,-0.4847158814483883,-1.2125871811585298,0.43646241649914064
340,-1.3614268290970901,0.3730773413149848,0.20634385824793,-0.2841142631596689,-1.3246526795648565,0.623181931563773
360,-1.2469918520395349,0.7139180476014239,0.26093199729891436,-0.2680964953290914,-0.9582900114652846,0.6648471455653175
380,-1.0545738481014744,0.2811630594773062,0.47191131096226524,-0.021984670824210184,-0.7597867572134613,0.8704809904489164
400,-0.801679183180847,0.3329944653608007,0.7009241610052621,0.21485952834974498,-0.27397147365600993,1.089371850279285
420,-0.6550800510860024,0.5034415023069023,0.8732495523796815,0.44056845663985467,-0.4106251744568765,1.2718713104198551
440,-0.4022468589246566,0.4071600671878689,1.103045439881602,0.6249787291821622,0.06829146858200819,1.4400347419744786
460,-0.29079996615908765,0.24456183903711742,1.286192287555116,0.6408124852742758,0.02069562568364791,1.469795551588684
480,-0.1583020309333154,0.34424071946700047,1.4863899830561214,0.6178338677311839,0.1846575072522656,1.6645119180831118
500,0.17938894453131038,0.477207529275469,1.5460260316460572,0.7913125300613091,0.10518420238165671,1.6457624519964429
520,0.4113589082131255,0.5261002939614772,1.7405463562631498,1.035386843889286,0.17960521502448223,1.8507703504347734
540,0.5980536515624939,0.7170800254439404,1.8127593036877636,1.0989445607733543,0.40964814993822474,1.86815725123247
560,0.6809788198965139,0.6205350448086054,2.1595709033667196,1.3076555314150942,0.6165494073553832,2.1110509533916177
580,0.867692095680892,0.36774198862087293,2.4223927171024515,1.4121355214370968,0.9380793761428019,2.3323477200281397
600,1.1046410083180702,0.34913977964704357,2.477136503151325,1.436830434229483,0.9774666401928727,2.5618433538848295
620,1.1559385703619145,0.5339818391328555,2.7172894411858657,1.6442861140672131,0.98892299596214,2.6907167192418946
640,1.245652531717957,0.8245220392453583,2.738478824852697,1.7512488033275937,1.4436638291789654,2.8153070365886883
660,1.3361986030397417,0.4492472689049314,2.9556031058198746,2.1367256600342013,1.338975300918217,2.9966965437116517
680,1.572353856044097,0.538535971208927,2.986388491588446,2.1594616190632654,1.498284750397528,2.8842950490651376
700,1.8316954109667782,0.4228932502895188,3.1724260391557717,2.4063214563940414,1.6240333855743652,3.1006339132245806
720,1.9682177068452442,0.3517830785820494,3.4184260131471103,2.6109434247693835,1.7273899610923271,3.3209920746794657
740,2.0843541553285427,0.6847166314965991,3.5654703117032067,2.6181012088887763,1.853650609284566,3.3540828897424113
760,2.2431605617646846,0.42670986110147424,3.836339204586608,2.8002343247499435,2.2037486753984235,3.5947462656416267
780,2.588911326626048,0.34528743184845634,4.085074315084141,2.902710358513781,2.2321336821363884,3.8393945123675977
800,2.647072000786659,0.673839884362267,4.15336484814656,3.0450612635461494,2.3060536339358073,3.986063590981331
820,2.8898208152014644,0.20942329172063084,4.397372716668215,3.1400426684308385,2.779639022311863,4.264955972557898
840,3.023879415617197,0.42956328258793774,4.638094314128157,3.3655820696252348,2.5575277199407296,4.250065433675894
860,3.159559814616031,0.33569127421352113,4.842318663703678,3.5726395153513777,2.6616216459004667,4.261604816948073
880,3.4064896203304555,0.37191849619421247,4.973707464374335,3.606383910835079,2.9010029174522503,4.474251066696835
900,3.4908993118845966,0.43189963503120704,5.129758738487751,3.74328453279673,2.9495842487470485,4.658244479205421
920,3.7527404099857082,0.6439148030237061,5.369133542806494,3.972050401253083,3.0960191906418917,4.870823968389937
940,3.8162084312147324,0.7233333326339517,5.401404355366077,3.986152319764727,3.2710833538773834,4.933879882053164
960,4.045563726341674,0.6842207276605302,5.627268196546541,4.225086423554396,3.6767646152737328,5.161888447818932
980,4.079799703177759,0.37935639681843264,5.817793510260368,4.398637213779347,3.768411294544233,5.407922651227492
1000,4.301357405459237,0.4558935034280867,5.901921808253496,4.518373710018709,3.9338881170206914,5.627419804863771
1020,4.444277475214669,0.30648127202132763,6.148552533746557,4.763019209814942,4.1349868603706605,5.842256435891776
1040,4.523829116890692,0.6303441266880874,6.212501614514482,4.781060053294064,4.180201176441075,5.878424521469848
1060,4.64978984058712,0.7394781335007571,6.450416301796697,4.91553398555976,4.501372201886113,6.099345505128244
1080,4.9312431566141,0.5504804693728712,6.632288790697656,5.148450152721944,4.847277156438943,6.334568431373573
1100,5.142199889343596,0.38060690492873134,6.8449625960306335,5.366916832046007,4.834723526210421,6.540356038689034
1120,5.24647666132104,0.5650974781223346,7.067350828205239,5.585370396170429,4.915447506009503,6.6483520776256535
1140,5.357781950494541,0.898083710672981,7.090741531125916,5.682030129886726,5.322311803044401,6.788492693138793
1160,5.404566717802192,0.4698693350372721,7.179543901146614,5.896744920653218,5.39075357275217,7.004211775024598
1180,5.694803696336702,0.5154568503593105,7.416706833824289,6.101594047563953,5.694532760941397,7.245814476991309
1200,5.7665419495129555,1.0088558313829357,7.559748667740928,6.212830315298866,5.775568252963125,7.315612688634078
1220,5.9886816610090285,0.46538317387609435,7.7730805080870145,6.41607087021454,6.171168090442571,7.567931449896805
1240,6.226499602642377,0.9353420674548014,7.981259361157578,6.511254531985994,6.037603753144615,7.58763853003915
1260,6.3225649430819,0.5429127240901719,8.169163112149786,6.80301074577754,6.210813530717233,7.777253963217473
1280,6.557071259524825,0.42986559093907467,8.266637262316568,6.849331565361171,6.488471985923693,7.882523938515392
1300,6.76798424628957,0.32350738491757464,8.486746613115326,7.092332341062043,6.488375342042722,8.088921745150877
1320,6.927009000855151,0.4676832352215735,8.726758933560365,7.313335756314041,6.566121209365256,8.276622212753722
1340,7.065523112804602,0.6701335416106895,8.858282223260817,7.327297554674253,6.731022912879664,8.34558999401305
1360,7.224909374394814,0.4531020855005183,9.131103510189114,7.4483715139905815,7.043845052271483,8.584743933436144
1380,7.495510716158254,0.37585220825859716,9.2896825845944,7.541509666965215,7.1088521647353575,8.826401973019635
1400,7.570385247574631,0.6891955261461817,9.445326003793397,7.748205931416349,7.165713940448037,8.931092477440785
1420,7.601228532344621,1.0821843192300677,9.479425732487641,7.82078444421569,7.329573124723475,9.019736308926852
1440,7.637272055010445,1.2707763563511034,9.531755847641609,7.957912418302827,7.499332336514075,9.143599392716844
1460,7.9638281661589865,0.8514983365740628,9.764755606905569,8.174238341034618,7.908004692580831,9.323356316782117
1480,8.243327314819874,0.5589193646601898,9.946837583381303,8.346698917982971,7.9181999646136285,9.527591806178581
1500,8.33796278140048,0.4844853381360701,10.141604561010375,8.587990817595463,8.27254729433793,9.762459100828348
1520,8.406697730075262,0.1375607556166114,10.21119797034348,8.829570917894149,8.405329665971372,9.970144410999744
1540,8.458535139848896,0.527417481319367,10.401069455195358,9.05527118142832,8.279849643444315,9.95808629452182
1560,8.823309158185063,0.29496076122251746,10.635371512629517,9.288611078385504,8.497486301253108,9.941000958261231
1580,8.981348492423264,0.34615047307460994,10.66231129848926,9.325456521230468,8.537435666847589,10.162209284091212
1600,9.090869200308417,0.47845444022701206,10.901181672878996,9.5635734982064,8.670945384800948,10.37767542156487
