time step,variance,# of objects collected,tether angles,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
0.0,299.1345326835635,0.0,176.18751339045446,184.3175289564236,183.1023414950795,176.80052392640806,164.65709310932888,176.5590654349844,,,,,,,,,,,,
20.0,274.1346049076684,0.0,179.7465983861403,182.23602573131876,182.0237343126883,177.77480965023184,160.3739369974932,173.70514030752187,,,,,,,,,,,,
40.0,276.90293641983743,0.0,175.73779034822712,185.02471959801193,186.03342149541527,179.42038888794252,169.71661129541988,162.89943876281663,,,,,,,,,,,,
60.0,274.0641142821253,0.1,175.5564364787191,180.84024587263954,188.48368918388326,175.28941749344867,167.99792296101268,170.30319321977703,,,,,,,,,,,,
80.0,265.66329877885164,0.1,177.37956557915135,179.8346608310091,181.64063636457254,189.28041205832787,164.7091554615325,168.6793889938923,,,,,,,,,,,,
100.0,258.8019151187025,0.4,177.84303836618548,179.03229394342253,183.42174983561523,181.50145326915595,167.88471716356668,176.44729420336816,,,,,,,,,,,,
120.0,256.64857393196246,0.6,178.1945498543325,181.9150933966969,187.87390418596135,186.81671079121307,175.8012071479569,174.8432870362612,,,,,,,,,,,,
140.0,252.0885879733043,0.8,178.6219192619686,183.63398555747412,190.47441085028981,184.03759410506268,177.19290360998437,176.66720650726558,,,,,,,,,,,,
160.0,249.4667862997266,0.7,180.96821471309505,179.96468444326595,185.26094760003247,184.28013651268841,173.42094098790378,179.43711391964533,,,,,,,,,,,,
180.0,246.4075858564362,0.7,179.53717389163359,174.35071038335815,190.57026376913603,181.85126678957357,179.50054934537738,186.07705973281696,,,,,,,,,,,,
200.0,249.77442431212853,0.7,177.54277963663841,173.63930743907824,189.91801339461458,176.43628011396672,179.40425834543683,185.04537026459653,,,,,,,,,,,,
220.0,254.39159640899888,0.9,178.31896399925736,175.9033780522834,189.9533158324442,181.42275032138815,182.29035331229585,184.63912263467572,,,,,,,,,,,,
240.0,260.8241371865672,1.3,179.02081146767208,173.32848730889478,192.14857669280093,180.46894466178765,178.89828816671746,180.1470652445423,,,,,,,,,,,,
260.0,272.33910793178666,1.5,179.98515699180962,169.9449637548589,191.16036072255716,175.4933255341143,177.4787677589562,181.63591236206508,,,,,,,,,,,,
280.0,281.8149240723608,1.8,181.31388630421756,170.8093044642608,191.769781291324,172.78572647519167,176.11341883504267,180.66512396704863,,,,,,,,,,,,
300.0,290.1933191087142,2.1,180.94197931934414,175.57997124743028,191.76125427565333,174.08653795198433,173.48834734309614,182.86434180168936,,,,,,,,,,,,
320.0,298.5008530352652,2.4,179.76753117029997,175.65862992170753,194.293685069606,174.05185813795697,170.2821484379552,184.5363182271993,,,,,,,,,,,,
340.0,310.75717314778694,2.8,180.40022311315644,175.15181216951848,192.0551792119399,176.10762996780377,170.36993644353112,176.87650381390682,,,,,,,,,,,,
360.0,320.29224309470476,3.2,176.70723706985603,172.02139586929792,190.0422446519763,175.4669668816852,172.45997221541384,183.4040838106235,,,,,,,,,,,,
380.0,329.55373325169694,3.3,177.9756617534909,174.3164419239653,188.79884681463767,175.8365849552199,170.80355055815582,178.89150539747533,,,,,,,,,,,,
400.0,336.424801197266,3.4,179.6509780359831,172.29172197535007,191.68353428699686,177.26879687148818,173.43787344077643,181.95746365588872,,,,,,,,,,,,
420.0,345.1157746387074,3.7,179.9100628015903,170.2432112620398,192.37776647681247,179.55058494251125,171.20882427800933,182.42535716707286,,,,,,,,,,,,
440.0,356.5708531210388,4.0,179.091403914064,170.76627904234368,197.30323416819238,178.63467852590105,171.6663770721518,182.35707946110222,,,,,,,,,,,,
460.0,368.7032100969344,4.3,178.91030414306564,170.75674876114493,193.95922235525478,180.78811415500326,174.45548243287772,180.00359000585172,,,,,,,,,,,,
480.0,379.4368543065567,4.5,180.7148117025665,175.26973187308977,195.68013025659985,181.1323245287522,173.7677028222035,180.44295850008965,,,,,,,,,,,,
500.0,393.5985775379578,4.9,179.7857756205681,174.97379141377763,194.56074364555607,180.22067248287834,172.5976451497351,178.04121164525264,,,,,,,,,,,,
520.0,411.36598638255964,5.0,179.64743703777654,174.04224229806033,193.63795255914678,178.25819191312758,173.09725726077372,180.12489350020195,,,,,,,,,,,,
540.0,425.3099382825576,5.3,182.57267216588576,174.28286435086852,193.6390968524393,176.63414318267925,176.2717536780827,179.880959338318,,,,,,,,,,,,
560.0,441.4715730384238,5.7,184.19285807244086,173.35241915329703,190.83901646338458,176.3325231113346,176.06706472444606,182.79046140880092,,,,,,,,,,,,
580.0,457.0914569466484,5.9,181.03294298062113,174.24523847974598,193.2903147938737,177.63890763725448,175.0285697510516,183.01349260136186,,,,,,,,,,,,
600.0,476.47626434625226,6.5,182.73510494607785,175.27354967040623,193.40556302882624,180.20968800536505,173.03033972054496,183.40595417821277,,,,,,,,,,,,
620.0,493.96092101487073,7.0,185.8289353083407,175.65414964177893,193.47086589110654,175.33559541001873,171.75330897040214,182.45038898402777,,,,,,,,,,,,
640.0,514.584105048471,7.6,186.52102477422676,174.7229565606412,193.8195150829319,176.55849254376363,170.0862516443749,181.56762716692884,,,,,,,,,,,,
660.0,535.272820632222,7.9,184.1772036136901,174.48963816765374,194.72970759617476,176.57256835947211,169.02589679650836,180.55377336165432,,,,,,,,,,,,
680.0,555.2847847524082,8.5,185.2203362038644,175.71142018160944,194.41543628332877,176.10748241107825,171.45717220211287,181.5150066169559,,,,,,,,,,,,
700.0,574.2282058717615,9.1,185.30550662874663,175.61276978381196,194.34005765436123,179.0390681776169,173.54047483179065,181.58595316449828,,,,,,,,,,,,
720.0,592.1530732194286,9.8,184.69025814773056,174.17718673762164,195.13519801590377,175.95777232763697,175.22829318007285,180.70969109083006,,,,,,,,,,,,
740.0,608.6247348709271,10.0,184.63345551928396,174.62227144296557,196.06803218927297,177.27850862159116,173.61591044110486,181.66705120316314,,,,,,,,,,,,
760.0,619.9646689722697,10.6,184.29266187681452,174.22838470789605,196.20683660854795,176.0979897895583,172.22334917845976,182.82008633273196,,,,,,,,,,,,
780.0,633.2914650815478,11.1,184.2945344746348,174.3872295881313,195.21242836752685,178.00642787518686,172.1107198947617,181.72907874731865,,,,,,,,,,,,
800.0,646.6477823723103,11.7,183.87872254669756,174.5043734531729,195.9253730910475,176.69708739185995,171.3772875669778,182.56010880101132,,,,,,,,,,,,
820.0,660.3310141125979,12.2,187.9944435724526,175.65281083179477,196.0927270350553,176.50134556166046,169.54071218351302,187.59106289969282,,,,,,,,,,,,
840.0,669.6205868464665,12.4,186.8968713470378,174.11820092277446,200.03639744615455,176.60688826206658,171.74075770156824,185.54204498465543,,,,,,,,,,,,
860.0,677.4739638003354,12.9,186.08229098490165,176.15188287249478,197.155126040659,175.35048546335557,170.38627900714246,187.70197731303307,,,,,,,,,,,,
880.0,685.4670084561975,13.6,185.58965866455682,174.96091155433356,194.34822744464253,175.50625024681284,173.7035158884077,183.52932276509392,,,,,,,,,,,,
900.0,696.8395380353088,14.3,185.65460051091648,175.319156837085,193.3900666758622,176.8971737748912,172.23547477403037,183.52437874441821,,,,,,,,,,,,
920.0,706.8819896858676,14.9,188.59845651295456,174.25913287681578,195.14474432196278,176.5852437133329,171.89999083085675,184.95763257506684,,,,,,,,,,,,
