time step,agent error
0,179.9999999999992
20,179.3220789047776
40,189.50842721382796
60,188.99694033667654
80,183.92065980227392
100,182.03800764859864
120,176.04904400035628
140,182.83360013321263
160,171.24007362893707
180,154.9863977171591
200,170.34905132831517
220,160.56354905440205
240,142.80913958201353
260,159.3450026483543
280,162.32671713162688
300,148.71929480804283
320,143.40958856837673
340,128.51059491123698
360,111.60106481310217
380,100.7726913947215
400,99.32918402857695
420,88.81298812439525
440,87.03646801639565
460,86.95265190604852
480,74.02349000734864
500,64.82320287876854
520,65.5591520941702
540,63.17049396943486
560,56.58030596295424
580,36.83744216852983
600,35.26393846387299
620,41.05130720736096
640,29.374248220271056
660,19.19816391392598
680,38.17869246397754
700,31.115240468597847
720,30.58117252169785
740,35.22353298690854
760,35.0744585223909
780,17.44539193712663
800,28.51074622726992
820,27.037852892563677
840,30.561452918654396
860,30.945655729349312
880,32.449192883184196
900,29.206828565728784
920,23.43748861727414
940,23.35980829650657
960,23.45135643784249
980,23.469064119548648
1000,24.81397049982195
1020,24.077677380045316
1040,22.763141053834573
1060,12.490028948634745
1080,23.132713741777707
1100,23.69864435451521
1120,23.24038429064106
1140,22.479623640058946
1160,22.171890164005276
1180,21.784616477942933
1200,30.690979373873745
1220,23.67573017205038
1240,32.516209956801674
1260,30.550313859847506
1280,21.506621624644055
1300,20.750408067234815
1320,22.178907293550168
1340,14.947088966813965
1360,23.51026898368869
1380,32.59780468502933
1400,41.23932576180914
1420,19.953122096018234
1440,12.819563785099149
1460,22.4686450153807
1480,22.54339197298995
1500,22.592233276772333
