time step,variance,# of objects collected,tether angles,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
0.0,272.48600317971517,0.0,182.48951644511558,189.25911734190888,185.9837660110714,186.4984796856736,171.1630643571745,164.11314065465004,,,,,,,,,,,,
20.0,227.1523738706453,0.1,177.65054071079678,184.2776099203473,179.49938355741767,183.26412773779947,177.97899249890241,169.29568854200184,,,,,,,,,,,,
40.0,208.87596696660358,0.2,177.15832310977385,188.12170452287023,182.03683949344173,181.73526164034473,177.16899557175694,176.90375388502406,,,,,,,,,,,,
60.0,189.93923080068322,0.3,180.30483702858567,186.8453774869912,186.94203136488605,184.61140749626776,174.702695699402,179.92320206258515,,,,,,,,,,,,
80.0,198.23205490131787,0.4,179.57614468875062,185.88132193328732,182.55252863645143,181.61790588924924,174.06251617969684,179.0782502592195,,,,,,,,,,,,
100.0,205.13875864570454,0.5,183.9754973326719,181.7558634310928,186.8895884477784,186.6650531693928,169.33228866959467,176.76526098673983,,,,,,,,,,,,
120.0,209.22793063890222,0.7,185.09202226474477,181.91432167328594,184.26623210798434,182.76665109927703,170.33815066188396,177.72012977646085,,,,,,,,,,,,
140.0,213.94378316569774,1.2,181.75792916005923,188.45585499805696,180.85569630646935,181.4246725750141,168.19344150281935,175.2690298466052,,,,,,,,,,,,
160.0,220.08947057238683,1.2,176.63223612154496,186.89314396843707,180.9507320330286,186.37689266900622,166.38249254874228,181.54279819804265,,,,,,,,,,,,
180.0,225.04386154494455,1.4,177.06273216721036,184.9977748937475,182.73763472256928,188.56930866264088,170.25040131253758,184.19279651192053,,,,,,,,,,,,
200.0,231.19899762915688,1.5,178.76269030355346,182.41669671113692,175.86846470429197,184.66474453172262,172.29657231283966,186.1831561236727,,,,,,,,,,,,
220.0,236.8187143325472,1.9,176.87176394012434,180.02433472228094,177.9793232529733,183.62915195972954,171.13290907495355,187.55924237851747,,,,,,,,,,,,
240.0,244.3666043368089,2.1,178.70110432600205,181.9594068872072,176.07229639851613,186.7215015334214,172.6349007048929,182.3709197938824,,,,,,,,,,,,
260.0,259.47140563320835,2.4,179.5780508861156,181.05864943056875,180.00733265038235,184.1623264067154,167.4738753807189,184.56738198976453,,,,,,,,,,,,
280.0,272.00705667775424,2.6,173.2450571094318,178.44805311704977,178.66769788414888,185.90667508023475,168.22813457947353,182.80885828406727,,,,,,,,,,,,
300.0,290.51844464623497,2.7,172.29261556772377,178.33321912776745,179.56710464810348,188.55059795016297,168.6919167611615,182.45804257351975,,,,,,,,,,,,
320.0,306.93930076473237,2.9,176.825947635112,181.76917980543854,180.82011675520914,185.45717693245962,168.1551029264561,175.85771053778177,,,,,,,,,,,,
340.0,320.8014839138622,3.2,174.9994221954753,181.21664085023062,182.98302352179036,184.54890550804367,165.7222805074651,179.36841687279352,,,,,,,,,,,,
360.0,335.6379256846296,3.5,177.52525345980445,177.47923256342852,184.32065264105438,183.6560430972212,163.55254313206427,181.84711233518723,,,,,,,,,,,,
380.0,348.67940694093255,4.0,178.5379415879047,179.37092870466557,181.47328790125715,182.58767615267362,167.62914652551154,180.90046009748215,,,,,,,,,,,,
400.0,358.77619922476987,4.2,176.9563449416491,180.9786933002296,179.96756584436514,184.53406689501577,165.87100390830193,183.8231301199717,,,,,,,,,,,,
420.0,368.18525142233324,4.6,175.48335319415153,180.3043932196698,183.25508132246028,186.54488812986398,163.56708132182288,182.64635197974695,,,,,,,,,,,,
440.0,378.4192088427037,5.3,173.10653868232737,181.32691769601735,179.19797105433437,183.55762413070656,160.20153822112667,181.02898330284276,,,,,,,,,,,,
460.0,390.2084362738886,5.7,177.14148237583623,180.740498158677,177.70724425585385,186.3827327704324,162.6282148765684,180.1302346688973,,,,,,,,,,,,
480.0,403.4825113627575,6.1,177.87421366758323,180.37124327369455,182.3053478855649,189.02683855956366,159.69243129648032,180.80166204119172,,,,,,,,,,,,
500.0,421.5422789458802,6.6,174.84767592313133,184.3517495842578,179.99293757012293,185.2464053011417,162.6330148753779,182.98213546335282,,,,,,,,,,,,
520.0,443.40145526935066,7.2,175.353417988677,185.03053523120826,182.7782044466924,189.90176390923912,164.29671730932995,181.25530346759382,,,,,,,,,,,,
540.0,467.86122287036994,8.2,178.91593016063274,183.33571927322242,178.89408022235148,190.47080372019144,168.0080580799972,183.41902876901133,,,,,,,,,,,,
560.0,494.78160777191306,8.8,179.31085618772275,181.1524555517487,178.31566637514385,191.47581899407484,166.0916142780049,176.33476489364148,,,,,,,,,,,,
580.0,519.6037646968641,9.6,179.39164184355994,180.7232693037789,180.846159670964,193.87097144779085,164.80171328046444,183.3379441558289,,,,,,,,,,,,
600.0,542.5300486608912,10.5,179.31597336939666,180.9246112272604,181.25406864934524,191.25568059903264,167.21402804702817,185.201849933433,,,,,,,,,,,,
620.0,563.3126418705376,11.4,178.67444748759038,181.90630704083443,180.3970360569455,188.94017350365203,162.5997779937965,185.669443526031,,,,,,,,,,,,
640.0,584.8770193279357,12.1,178.21463917806972,181.09687885344806,181.48671275814726,189.26320483784247,161.72328232640933,186.17184641219822,,,,,,,,,,,,
660.0,603.0845619329228,12.9,178.79400110555918,182.8068967262181,183.76974927030625,190.94917489061922,159.2766459447111,185.04148301175186,,,,,,,,,,,,
680.0,620.6994296672987,13.3,181.01529420226444,183.98586782330938,181.55754386288447,191.56243460960536,160.87841217263866,185.0175506304522,,,,,,,,,,,,
700.0,639.3790000725422,13.9,180.86299356410169,183.67068461472968,180.2804235887068,191.39959168385445,159.38258757074635,186.7457737400875,,,,,,,,,,,,
720.0,657.4148169488229,14.2,181.22868981102675,182.62782497628706,180.49876604368265,190.94900157733326,158.74900698165092,185.34167996479528,,,,,,,,,,,,
740.0,676.5562917725385,14.9,180.94716699171224,183.18984594891276,183.87180459899156,191.0978347604225,157.70640752731123,184.43152907681423,,,,,,,,,,,,
760.0,689.2193544645321,16.0,181.29953640130452,182.27839452702506,183.49814234822534,192.6363378729338,157.70577524674832,184.8749802128847,,,,,,,,,,,,
780.0,703.4032928334291,16.6,180.64479871326674,182.64641382703218,186.4329760833562,192.21927107228572,157.8032112826948,183.93264337706316,,,,,,,,,,,,
800.0,712.4112566288785,17.2,181.94590299553582,182.00051446692248,186.35139417380216,191.4244437252108,157.71330223000774,184.1102692584739,,,,,,,,,,,,
820.0,722.4483608018492,17.6,181.17632219908418,182.2187921692623,185.76111903380135,189.73149873965414,157.96427264544135,184.40392990723652,,,,,,,,,,,,
840.0,732.2200172024789,18.5,180.44664293162035,181.1222821125998,184.58704997143076,191.492929397478,158.76351343632314,186.243036946198,,,,,,,,,,,,
860.0,742.3076494829334,18.9,180.07931646618988,181.44742918631113,181.05953663124626,190.62726319919258,159.88974952045527,189.75345197611537,,,,,,,,,,,,
880.0,749.8228953097848,20.0,184.2301262835566,181.00134747577812,180.70716542808242,191.18182460386234,161.82040865092307,187.6892796824533,,,,,,,,,,,,
900.0,759.6065893707373,20.4,184.55478430157913,180.7518916154175,180.9015257951123,188.98646923786941,162.72883219789367,187.1394356900757,,,,,,,,,,,,
920.0,771.0504407782066,20.7,183.19338280555715,181.22721915575048,181.09772791539712,189.99437270306657,162.13013745228244,188.1977706657669,,,,,,,,,,,,
940.0,778.3830345768296,20.9,184.3245445609024,184.01303227319147,180.3593172187364,189.52200027464443,162.7035257861735,188.3398480829793,,,,,,,,,,,,
960.0,784.2066528417129,21.3,185.5679357365027,184.11732550279243,181.14848707241885,188.8624901802335,163.74834585177467,190.58336434105044,,,,,,,,,,,,
980.0,786.9987495437324,22.2,184.20387320315888,182.01507978872422,181.08336461236794,188.83252622213612,162.1570025595072,189.8651892391293,,,,,,,,,,,,
1000.0,792.1301487158942,23.1,185.40163780065802,183.61218805797566,179.77615167147198,189.06672175365287,161.0006009684726,190.0308330928013,,,,,,,,,,,,
1020.0,797.740103514881,23.8,184.09179744729812,182.50682557943531,180.33981320496898,189.8462832379835,161.20809754395384,188.5961970588913,,,,,,,,,,,,
1040.0,801.3284594808938,24.5,186.04359499275535,183.09504116927317,179.7336739896838,190.61717636776626,162.57244947949994,188.75758633652703,,,,,,,,,,,,
1060.0,803.364963727291,25.6,185.96269463476807,184.35975367980876,177.30023348966802,190.99641319443802,162.48997194168874,188.6027867188281,,,,,,,,,,,,
1080.0,802.1016063508986,26.4,184.48394633595734,185.7934499747517,177.1500549900689,190.48533386594312,162.5024219793611,189.27065406244574,,,,,,,,,,,,
1100.0,802.5142022761581,27.2,185.97164803751306,184.7127873921765,178.9423128241299,190.52267283614697,164.37758243694643,188.3797829430797,,,,,,,,,,,,
1120.0,804.280001540776,28.0,185.3183122349889,185.73870652281465,179.54725167628646,190.85761497344944,163.28644708473905,187.44835334104363,,,,,,,,,,,,
1140.0,805.3876210209457,28.7,185.88519802240467,186.00761033729447,178.58764137071492,190.7836212903274,163.00600073099326,187.80858389361111,,,,,,,,,,,,
1160.0,810.3926265716145,29.8,185.1325409617802,185.07067119778006,177.82782369356482,188.76430904755887,163.38236901609585,189.5082727230437,,,,,,,,,,,,
1180.0,816.5362304591365,30.1,185.17228488217535,186.18075514581778,178.72881271181112,189.06686792936074,162.34540574449056,190.0210763021584,,,,,,,,,,,,
1200.0,820.3902101503942,30.9,185.04426627204717,184.64244300539758,177.92904600619025,188.76446677774368,161.92969229317285,188.51214083284316,,,,,,,,,,,,
1220.0,824.098912117478,31.1,186.23090904931308,182.370316582408,181.012165628408,189.40391937084306,163.83313205553875,186.14253137442452,,,,,,,,,,,,
1240.0,825.6506006782167,32.2,186.51701197730463,181.8476046753465,179.764403116177,188.17206652582846,163.12194213811728,187.6774145033515,,,,,,,,,,,,
1260.0,829.3013680080945,32.7,185.68648684037532,181.58620410832856,181.74759093098768,190.90057611699567,162.49566973606835,188.09162054555205,,,,,,,,,,,,
1280.0,831.9427915314593,34.0,185.6645737034467,181.59783797220072,181.49665179583775,188.57326806143945,166.47213264217595,187.0865902036494,,,,,,,,,,,,
1300.0,833.012236687305,34.1,185.71115649154385,182.96279662850455,181.47501881652138,187.97598233207057,163.74263247589258,188.22005167452977,,,,,,,,,,,,
1320.0,834.7192058289047,35.0,186.59231682871174,182.7952586662962,179.09015185557408,187.6078408831888,165.48988403960874,185.57335899566607,,,,,,,,,,,,
1340.0,836.4815449139558,35.3,189.931821602145,182.73534245913527,180.1698270466396,189.08910793965134,164.0674888393002,189.1697683316624,,,,,,,,,,,,
1360.0,838.4828618147789,36.2,188.77473026510657,182.46976924112738,178.44674950965478,187.96687007158823,163.55451911284464,186.5136682627931,,,,,,,,,,,,
1380.0,841.1583395531883,36.6,188.7806240482783,180.8659627999562,181.68909769068136,187.37451380718966,164.80414296063026,185.92404107288274,,,,,,,,,,,,
1400.0,841.647517088673,37.2,186.56855309929455,181.29015758175186,181.79900301478455,187.33632330466614,167.25207472656996,184.50066430795724,,,,,,,,,,,,
1420.0,842.8370202489832,37.5,186.7803307304787,180.17726246602922,182.35005012990183,188.70906447218084,164.8192393439892,181.55538248674526,,,,,,,,,,,,
