time step,agent error
0,179.9999999999995
20,191.57814786528832
40,194.72627580374404
60,193.84102604475788
80,191.2374222532714
100,179.59294110537948
120,172.42496795830635
140,170.62307159393302
160,161.27638032099247
180,155.93136774784145
200,153.460923718364
220,147.87120519905866
240,156.60906878502652
260,155.09878020821225
280,137.1996786397931
300,131.72220583581205
320,157.48590063256285
340,167.81914369166972
360,140.8606691409884
380,140.52696183682704
400,152.9358433820635
420,154.11917300988358
440,156.09066671283512
460,142.57200464529794
480,138.5993684072401
500,157.37346132583795
520,149.373734466526
540,157.4576844906906
560,157.70062219302554
580,139.34991919791258
600,139.65854922429705
620,146.104506157878
640,124.90911011949487
660,125.6181263357893
680,123.00607543299947
700,132.34010387724953
720,121.9791547478863
740,110.3994822305198
760,112.50320106860013
780,110.63768366560012
800,98.00408529348681
820,87.32713498680374
840,79.853673111299
860,78.58699020817056
880,79.17418611819153
900,66.91079217612912
920,65.95089125178652
940,31.68786921337363
960,32.22834406186797
980,25.906836846224394
1000,19.909340573814973
1020,20.433473546629017
1040,13.134191625445283
1060,11.59255791112389
1080,10.271102875827694
1100,16.817754952719667
1120,3.6913978649381534
1140,5.179814688765418
1160,6.178611958441081
1180,11.617503223794017
1200,8.509583311099163
1220,12.758518425085583
1240,3.4607962250230457
1260,1.628190956010144
1280,13.40537832027428
1300,11.640247859109593
1320,25.709778499065436
1340,8.750531136399559
1360,8.008226095668192
1380,10.96529373606927
1400,21.0852972275448
1420,12.225577275276464
1440,14.857104629846617
1460,12.092354504031334
1480,11.19158562912844
1500,18.385605040544817
