time step,variance,# of objects collected,tether angles,,,,,,,,,,,,,,,,,
0,95.91061463145904,0,178.08179474715257,168.81280481703536,180.4328233098387,189.35834811875276,158.66314615117176,180.5621785166789
20,60.86452756041854,0,179.09279531561972,180.33755401189805,168.10718935577046,181.50940319413513,180.8380416321136,171.9753134572862
40,57.14618906226446,0,175.141407725478,182.81212815837557,190.91446780154047,171.52073611257066,179.97184926171784,170.53829731690112
60,87.24355774265501,0,176.21943625849528,178.71459528183658,192.5155250798713,167.37207035440747,154.58192414166945,192.02400771527607
80,78.45444715152979,1,177.41675950890675,179.64298966115115,181.17980233109807,196.21409270551726,179.81812423310936,188.7942831003558
100,83.30003977841587,1,180.41627860166093,204.17209985708243,192.19565973945674,174.91635732509047,181.7054865287061,197.9811951153465
120,88.03400544844274,1,180.4369441993445,204.34769560725542,200.24984687588767,178.21668152095003,187.42107122535091,176.67999389397954
140,84.6797637722356,1,166.0615976814185,190.4879983788532,184.47921065781355,181.69581205253556,187.16686532688965,178.8436218458935
160,88.97808067221172,1,165.01267382151823,192.62079081671038,191.7025828996949,166.7778828837901,171.70370498417196,180.1001511254271
180,105.52660459350048,1,178.37397319220298,190.1172597007436,194.68520467225187,145.2162325205403,173.26388865976594,180.99596188015832
200,112.16404451629602,1,171.29967323678144,196.1482178351774,194.0199000367058,170.70450527250713,158.3381209363143,178.93609748224847
220,122.4371787739092,1,172.86622717949393,195.172870749179,200.66485684728192,169.6628582242748,155.39441501897272,178.75971691425408
240,139.02377207235466,1,176.16374154260993,188.44240074346968,202.8525493516052,151.35775064023107,180.26671074464957,206.6464468720225
260,158.744013442085,1,176.23831868786093,208.0950663932708,214.2580010626667,156.4825453592868,180.75678061856718,203.29092578256697
280,165.3869783003229,1,176.17779887054127,187.4959195329887,202.21370646490814,155.59442931215648,167.9652968910446,195.81898223706423
300,163.42028469897275,1,176.2460164686208,186.3765414959227,201.27985408457144,168.42527836558497,169.71116091653775,188.67322217833438
320,169.22309761706077,1,176.9152051868623,181.44520067164387,212.52360565910854,158.21650937469,180.3276196415965,189.32895841642036
340,179.25973164294203,1,176.78911718735935,173.22038468718267,217.76058723623282,167.16815697509145,167.98813244918176,199.87045366225422
360,193.26839985541304,2,166.5434195727727,178.40385888228062,216.9403442906132,166.07360102212328,168.61472407445524,210.35914621225723
380,202.6502704011908,2,161.18487917637339,179.3212233643226,191.93365767902878,159.50735975889012,167.3008667006057,214.83074013631622
400,203.00131849096545,2,170.70465615738232,179.87365409497602,193.98106312718588,158.72972485995768,160.62666768332673,194.98877288717375
420,208.12064467162907,2,165.56362334268943,191.2994946180292,204.10432238976048,161.4488148743782,165.98012873756733,201.24735470881453
440,226.79578818011223,2,161.40538980964658,191.39355566062147,204.79068623097277,159.71210335276527,143.2230242636356,211.3466206411791
460,254.34924687394394,2,168.93011077948967,180.6681531939335,237.62390868131934,162.08747386445373,145.16724528956965,199.59003288254956
480,284.8315106775935,2,171.02812010483518,179.20795348180462,226.47762483104052,155.84501460244098,146.72739906927055,227.84676613819204
500,316.41870262859067,2,160.90029234602926,179.27817505921263,225.77320870528862,157.70801725786535,149.56673369880656,218.09573485733986
520,339.80995254605114,2,163.54504496750565,178.48038851317136,216.20516612013094,149.34450881447833,154.2796881044207,202.75701607587274
540,359.0663633707508,2,178.3409382695913,182.62060545009385,217.11304275127924,149.63286600943132,165.01786337337427,206.76585670199597
560,373.6066735599351,2,176.64982497123452,183.9406833437444,206.58243193691817,151.8655974990346,157.42357684972586,215.128824699338
580,394.7544492936289,2,177.58074836030394,183.66768631558932,206.96309170565397,153.620438003822,157.86078682750548,219.51045209727164
600,408.0512064544034,3,187.24758740759813,170.1266375967761,207.3952116798646,154.0648663624777,169.06096082936253,211.8050841452516
620,423.22415615342413,3,187.26358088499808,172.07297947801635,206.16815033935686,160.29972339341265,153.67983985385143,213.48718076508902
640,455.1250232908273,3,187.3702985767327,173.2464776133055,212.62963640362722,146.85680856293902,153.45231409644128,227.52380033116884
660,473.5322418587406,3,186.95670662030082,173.0253030266279,214.52096150139118,155.54030865149463,157.99531397286748,214.89574158767869
680,490.9290158393947,3,186.9942120572868,192.14983812041774,224.68332971278733,153.95289079987424,159.33125689599063,216.21383850279614
700,511.40909172378923,3,186.9924882104619,183.50348601049362,227.19841408797924,155.0721145897637,160.11647906638535,214.90286093857154
720,532.5277882048368,3,188.24848554511487,191.59068554073673,228.95165869702396,154.36349902333473,156.70814437336435,216.11537923871703
740,549.3237551848182,3,187.3295247779838,189.409946287648,227.5385370261948,146.66065516499128,158.52775588506483,208.52283828133693
