time step,agent error
0,179.9999999999992
20,180.44772092262804
40,187.04617254852766
60,186.70677006405
80,182.5167847858758
100,183.1713621675657
120,155.76031462661695
140,171.82530389369379
160,169.7401581557773
180,170.73423384642547
200,189.9146564028161
220,150.14508364610694
240,142.79800423448393
260,159.643192325169
280,165.34174483612577
300,160.6117147621726
320,148.7332733883015
340,155.83128210274947
360,141.30617166214677
380,138.8986775273831
400,128.44657661932789
420,125.6762649910709
440,125.57369313085965
460,111.27210598466206
480,108.56327508888404
500,107.61779342850971
520,87.83614822999752
540,62.82927044699932
560,68.53962051527813
580,58.775806032866484
600,47.89796461223767
620,38.665874052507576
640,33.94593764706724
660,31.325686468894503
680,29.858346913497854
700,24.747200569970488
720,26.637891965135623
740,45.132398038385475
760,44.69252210518579
780,26.89332400860863
800,23.39298138884999
820,24.296604547499584
840,31.714805359984837
860,26.609604198056388
880,35.07361559994183
900,26.758682671334952
920,31.999510807381967
940,33.89949450170889
960,33.34179870906988
980,29.34956440961446
1000,36.13520027148081
1020,35.61026045538949
1040,33.79406951536629
1060,34.55775654039854
1080,32.628457580824715
1100,32.300586610383874
1120,30.053520996721886
1140,11.800171778610775
1160,13.351655281016122
1180,31.135459386365426
1200,24.329057101772605
1220,23.02744192650613
1240,16.754188883572823
1260,22.88479678061495
1280,32.653762734457615
1300,17.19771088693267
1320,16.941157095472846
1340,11.841906690316478
1360,14.628205915568714
1380,25.860346264409145
1400,25.86095713327154
1420,32.45832457302049
1440,18.24130323058216
1460,30.173971178203004
1480,21.52989196005646
1500,31.866448309528607
