time step,agent error
0,179.99999999999937
20,183.23339778902005
40,193.08473368311797
60,194.22357220568404
80,176.6270985052446
100,178.28520545975357
120,161.3466724492722
140,169.7546307263006
160,158.98275183189958
180,116.73488031774446
200,136.20833188368468
220,132.51822866110965
240,127.14818890712235
260,124.12301107563351
280,125.86688410534327
300,108.38270675384373
320,124.5844976953135
340,134.2086237483155
360,113.22967780382993
380,132.63072051949428
400,125.00329334566808
420,115.01553632361714
440,92.82213256234175
460,90.34436474902685
480,89.98155823065693
500,81.6903309944608
520,78.2103270940595
540,65.55911074799911
560,63.91892337151518
580,43.48877421285923
600,56.758901894193855
620,45.66338972102824
640,27.85435250084214
660,37.87789782161897
680,28.900115628465016
700,20.99347027142855
720,17.347657942656525
740,9.605801870977828
760,9.235448488573951
780,1.3879387914463308
800,3.3924275166136795
820,2.2884881061079767
840,0.03235714182365257
860,9.072225479326562
880,7.904698921235536
900,13.750064166783105
920,6.414063545512562
940,11.407044338446894
960,7.214314803669339
980,10.36942899003543
1000,8.244527900335896
1020,7.75499996525383
1040,1.948232590397339
1060,2.605472346667028
1080,5.061625589680062
1100,23.337367922323608
1120,13.404627391144317
1140,20.164483084089525
1160,12.511911642000854
1180,14.789807417434986
1200,12.950600176084777
1220,12.723790959128081
1240,12.027584318182264
1260,11.193901841414231
1280,23.234928136818695
1300,21.264424102071033
1320,9.450152082585973
1340,12.917259671416389
1360,20.960187847635495
1380,22.904131360160022
1400,22.583424496510844
1420,13.12932969983089
1440,19.098912168187468
1460,15.180469243366218
1480,13.078463236187616
1500,9.607156167513352
