time step,variance,# of objects collected,tether angles,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
0.0,254.9853786903649,0.0,181.11926805354506,183.27255314209205,178.854702725706,173.2889417727244,186.7997308152816,182.0404048470528,,,,,,,,,,,,
20.0,265.78726585462374,0.0,178.78421833262942,181.58718828746206,175.21947385843933,176.2298066321371,170.83104578261634,181.7928478732192,,,,,,,,,,,,
40.0,253.6200979125305,0.0,182.28108850703103,179.6792709246291,186.35850079486,177.15051981642864,186.80956000134336,182.06128013395698,,,,,,,,,,,,
60.0,232.0937722949424,0.2,181.99304880631064,179.19635094473367,186.00856052247826,176.53771864992387,176.40815719432413,178.7300558207418,,,,,,,,,,,,
80.0,213.04564353596146,0.3,180.0661552708092,181.20363323549432,182.39862288959296,178.56526832487918,179.88517576020976,180.1808154750983,,,,,,,,,,,,
100.0,206.9813274337543,0.3,183.12172430260642,183.85068866628336,180.5621274027023,178.90178818469587,181.57753498098666,180.3471241115673,,,,,,,,,,,,
120.0,199.33586450038965,0.3,183.02016481299592,183.1327315342952,184.92091344459502,176.89548599029814,182.38975545715317,178.20597822500002,,,,,,,,,,,,
140.0,195.88568861423627,0.3,177.8754053703852,184.77876055306396,179.27525739308584,177.39231245168654,187.79609023548295,180.8624626687749,,,,,,,,,,,,
160.0,192.31330782925107,0.4,178.98390694749074,179.4379921959184,177.71155811029882,172.38242868876327,185.34145770604272,178.76042443437026,,,,,,,,,,,,
180.0,197.76123357940907,0.5,183.042637888236,179.29810540084262,178.93553506484074,175.70657737642324,185.06126187381986,176.1876961288534,,,,,,,,,,,,
200.0,203.03606019977855,0.6,180.53078403945517,182.11700352889665,175.01667261848922,178.96427568334667,185.9059455811585,175.30922840895428,,,,,,,,,,,,
220.0,211.54347580970838,0.7,183.5155920270894,182.27316880661553,181.80168065311256,176.96382958563902,181.6026808681623,175.73812710977757,,,,,,,,,,,,
240.0,223.90865194529837,0.9,179.55946099951817,181.039415184073,181.51055984436488,175.92930744416407,185.64167232664448,182.13079748845405,,,,,,,,,,,,
260.0,236.8478327395745,0.9,179.6659849320582,186.54070921015108,183.59439974888795,181.56809154714523,186.65648393494158,177.98103142529257,,,,,,,,,,,,
280.0,244.45689764016166,0.9,177.6915310806674,183.47291284957947,179.30931780626358,170.4050110160428,182.51273569818153,173.80211338061278,,,,,,,,,,,,
300.0,250.77126563197257,1.0,177.07293036516444,182.92568565744887,180.45540965477022,175.7926699271365,187.99868891445283,168.97595426069873,,,,,,,,,,,,
320.0,261.27114631420534,1.0,176.0571782988702,182.65901418905474,185.0821882541832,172.02804699072274,187.76017296387784,172.49607997267623,,,,,,,,,,,,
340.0,271.83101790378544,1.1,177.5621572167709,182.39983026227986,185.0602836962288,169.7849759025855,187.45153271129192,173.58522505162807,,,,,,,,,,,,
360.0,283.8156370211235,1.3,180.27948845675922,182.65531542408806,186.0680619268196,172.05350436844017,187.85992939852227,173.4407056201023,,,,,,,,,,,,
380.0,292.06282077008075,1.3,177.71390136702217,181.38449208822178,180.9722880702613,172.61524398850239,188.29893934894943,176.5186025144353,,,,,,,,,,,,
400.0,300.36353661554324,1.3,177.3959483093864,181.4156958715992,181.23964933943574,173.01742044118012,188.48932944057748,171.6483374957377,,,,,,,,,,,,
420.0,309.33900331227244,1.5,175.5145220529061,184.0949255176659,181.54957118577985,174.41475631826307,191.23440061517758,169.8105596612789,,,,,,,,,,,,
440.0,323.01285150352896,1.6,177.71256936555855,184.83563190346123,181.19147008109476,174.4077095000411,187.45429683412442,171.87856842980185,,,,,,,,,,,,
460.0,335.2109538784568,1.9,178.46275770358517,180.23545785960263,186.76375856387358,174.6557263530713,186.34436063059198,170.47044020871277,,,,,,,,,,,,
480.0,346.1449667689566,2.1,179.76192290435603,182.09520879811816,186.14438461999893,173.2366954589003,187.4522187565341,174.8547425573253,,,,,,,,,,,,
500.0,362.50912460917846,2.1,177.58819854587594,181.92569116206084,181.1528902824567,169.17055261309608,188.65146508349187,175.44182726450236,,,,,,,,,,,,
520.0,376.34114178808255,2.2,176.44927406577938,180.11454081979724,178.02517219109237,165.42194971882657,187.16030103735991,172.94688185920134,,,,,,,,,,,,
540.0,394.48224328615646,2.1,179.68705395218404,181.74646428096517,181.22800400036198,168.36998736447123,190.34018075536835,171.83511930561858,,,,,,,,,,,,
560.0,413.3996635718319,2.4,178.36606638767927,182.3818725396466,178.4766955867719,171.3409192176325,190.32364462457457,173.10589642474383,,,,,,,,,,,,
580.0,432.88101048264144,2.8,180.2242648690032,181.68745065499417,178.30522305967912,171.67114478333536,189.36079554093604,175.7802307246655,,,,,,,,,,,,
600.0,453.96212338169937,3.1,178.0015860470653,179.84412012559486,176.97024151902036,169.222316749022,195.03223733325575,172.74832133148792,,,,,,,,,,,,
620.0,474.49215298066065,3.4,177.55526104773432,181.16479388362163,177.0394053998961,170.94064191315624,190.87635871225572,169.07029386128625,,,,,,,,,,,,
640.0,495.811684174305,3.4,175.53891551279094,180.25675889914504,179.24708259936642,168.29705085028309,189.48240998641023,172.97926037402456,,,,,,,,,,,,
660.0,515.4182400392427,3.4,176.34438127998175,180.54341455049416,179.6593465569419,168.14965576460358,191.48440733814692,172.69433076825442,,,,,,,,,,,,
680.0,530.4510818742812,3.7,177.9742876114162,181.16005429136519,180.0503440044742,168.98513940755726,189.32209689921893,172.57135559582633,,,,,,,,,,,,
700.0,546.4045604009968,3.9,180.03443591644867,183.7399958783366,181.65774512025848,170.0173480393056,189.5554621934726,171.00857447842583,,,,,,,,,,,,
720.0,560.5145766484032,4.1,180.17287665146372,184.82889769678115,180.88365254507403,169.21471632634493,188.88977627797993,171.5094544063732,,,,,,,,,,,,
740.0,570.6866720591555,4.3,180.971864739419,184.29815127761583,181.41921574887255,168.8289573488102,189.3683104045869,172.36115196329501,,,,,,,,,,,,
760.0,579.4282100174051,4.6,181.84130598530854,185.17489206616227,181.20484664576892,168.1530212913381,189.31362607202294,172.05697421730855,,,,,,,,,,,,
780.0,590.4834201608268,4.7,180.07898897701617,184.36256789464036,181.3730057204478,168.76155474135248,188.82944669718603,172.10093400509007,,,,,,,,,,,,
800.0,601.5368927432188,5.0,179.37791710544298,183.80412643642575,181.21874626002156,170.25821375031347,188.52107437029312,172.07600524329257,,,,,,,,,,,,
820.0,611.0365311441716,5.0,179.57831872620062,185.08857728240292,180.3863305820661,171.87054739454194,190.5628865641821,171.8770564235093,,,,,,,,,,,,
840.0,619.9524266712685,5.3,178.5135578957029,182.7559922113471,178.5719318955034,170.94616124936508,187.4241214479918,170.4846352183472,,,,,,,,,,,,
860.0,626.0008192198287,5.4,178.49253792861697,182.6385921937033,179.29176054863825,169.61108296372996,186.48249835990103,171.46123694485863,,,,,,,,,,,,
880.0,631.5039343904049,5.6,177.9951130401968,181.65384935057793,179.15523535388388,169.10387288828716,187.26984832466877,172.29155684068175,,,,,,,,,,,,
900.0,640.3791458669299,6.1,181.10537589011363,183.9097570624938,176.51121633024087,169.75266971402613,188.20118194741988,170.99717438086157,,,,,,,,,,,,
920.0,647.8758435615566,6.2,178.3830517155031,181.8607466247232,176.39837923301815,167.9786714598775,187.78866622367272,172.32792176002152,,,,,,,,,,,,
940.0,651.115271586497,6.3,179.0803962201109,183.14005125892865,175.9576610101506,171.60721016695817,187.1362051218343,172.43736886118535,,,,,,,,,,,,
960.0,652.6134444424019,6.5,179.19429769702086,183.47313697264593,177.5662165405839,170.49677830487778,188.3652796687168,172.65801225393517,,,,,,,,,,,,
980.0,655.092125918519,6.4,178.84286743373775,182.4239577644541,178.3869260870646,169.4086276325538,186.120778517963,171.2111177676307,,,,,,,,,,,,
1000.0,653.6081404205011,6.5,179.57063004985244,183.01413608086946,178.18285126726127,168.3148822137057,188.309650753614,170.61169581550672,,,,,,,,,,,,
1020.0,654.4382154739191,6.9,181.55481944354727,182.24727547800552,178.32627766495358,171.69380586244455,186.61845450482525,171.22397001247063,,,,,,,,,,,,
1040.0,654.840481119761,7.1,181.59702363490686,180.73299688499725,180.1976358606115,173.46070587522303,192.99604413629092,170.00510176304942,,,,,,,,,,,,
