time step,agent error
0,179.9999999999995
20,190.15628225034234
40,192.9594899069354
60,197.35838697294946
80,193.14642728862776
100,191.56229225451128
120,170.49808610387072
140,160.08117407728326
160,177.93461420588577
180,155.3100197104353
200,166.02438423041286
220,169.86009100785094
240,149.8471647705006
260,164.27470216018617
280,133.91753669644697
300,131.95521353380775
320,138.0465919293872
340,124.84599263663915
360,124.22374603540709
380,120.20927705649069
400,109.96326029882218
420,108.68252855210349
440,106.53618880707293
460,118.36617929296011
480,116.01400588718829
500,116.916504954436
520,113.33543880482307
540,113.5513709040357
560,104.30892082217667
580,100.73186882343487
600,88.40076189521852
620,87.56356887875819
640,76.21877284942144
660,66.22640910474487
680,63.05892782219712
700,62.532284783297314
720,64.75041904160162
740,69.20118682869972
760,65.90767955715214
780,63.25846780840919
800,57.81546974662808
820,60.1271122350887
840,55.428974032710244
860,50.832269388589395
880,46.93428398698498
900,39.290869122557496
920,22.541407814548506
940,18.814098492605353
960,38.724025909409676
980,46.05880375631591
1000,35.197032197927285
1020,36.79020709150632
1040,24.365881583455973
1060,36.02349225803607
1080,27.539994654260482
1100,34.88425355015053
1120,24.40681873437319
1140,20.642333223592203
1160,33.76164338103834
1180,19.14724682242425
1200,32.906185012187564
1220,30.910790556181496
1240,30.625535556086902
1260,30.329354759918715
1280,22.302025676453326
1300,20.345445779213918
1320,20.83221172752721
1340,10.313223236732256
1360,12.377525916677257
1380,19.783657933559425
1400,18.959316201595243
1420,19.560318924590234
1440,14.32990476596538
1460,12.074921692405155
1480,17.62913700566577
1500,13.462766339574557
