time step,agent error
0,179.99999999999937
20,173.9620968016349
40,189.94935578170202
60,189.25176758793793
80,173.3176740707239
100,176.92093003331928
120,176.1305946234976
140,179.59111514814782
160,139.77175165642836
180,133.5638542889552
200,135.7405131061356
220,134.17086569418038
240,121.99815626814589
260,124.08768365129242
280,89.5376219556415
300,100.65913531897866
320,112.92172049122598
340,111.42134808667223
360,113.5705034728444
380,113.20465162022816
400,125.6442196272792
420,112.20645212926968
440,99.99988585799329
460,77.06761035300724
480,78.58724680845091
500,31.365716769654426
520,27.092525719903733
540,25.969347079868868
560,31.26268274691722
580,15.689047375141257
600,5.066295314944611
620,2.557883107398851
640,6.3617158280273145
660,13.837476060468845
680,9.229584266409148
700,21.56055559464832
720,14.376048465709431
740,19.03294995833275
760,30.184377525266285
780,20.91047356221067
800,26.091545033547476
820,13.519368978500694
840,18.826656548633153
860,23.551406491598627
880,25.368001337187366
900,22.872014807332107
920,10.526803080370584
940,25.378391768917027
960,13.354112557112558
980,31.35785180393522
1000,23.5054769539025
1020,27.07856700530556
1040,28.381998387023586
1060,18.33714106060745
1080,21.963954267912868
1100,29.3822299862982
1120,19.426989689225962
1140,11.183927225882144
1160,11.702673868716772
1180,16.016400992028082
1200,15.107444977284416
1220,16.17239395725437
1240,15.966787250118813
1260,13.228458307310206
1280,12.38853791974114
1300,23.079905569759916
1320,11.230280087591154
1340,10.874666924856825
1360,10.792612680730741
1380,12.338385522750286
1400,2.156980425213362
1420,10.025420606110629
1440,11.036635251881208
1460,13.501849300479648
1480,17.606232347781315
1500,12.49126555125342
