time step,variance,# of objects collected,tether angles,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
0.0,202.98658259978444,0.0,185.3446744693616,185.13518048041414,180.631246798565,173.31036729030933,183.16400140967608,182.59538050622749,,,,,,,,,,,,
20.0,189.30587449206539,0.2,181.71732619808225,186.66731324457282,185.38152400865016,185.8450400124488,180.02013155200706,184.23122337075432,,,,,,,,,,,,
40.0,189.17201520644062,0.3,185.41854550566492,190.79954665597413,179.1817612218372,185.9553896788952,171.4231048612096,177.39666482633032,,,,,,,,,,,,
60.0,190.09523911859785,0.3,180.74971302879996,195.1496482226982,181.90300163593372,182.12468459211135,175.81281859652626,178.46231407262735,,,,,,,,,,,,
80.0,183.2384424828251,0.5,183.03471116751479,192.74042383650936,181.33615581433006,183.44268192895936,185.37979755992046,178.93283433380273,,,,,,,,,,,,
100.0,187.09422858206284,0.6,184.1618570777351,186.20374072917764,184.53203603913835,182.05693597453623,182.99087380173256,179.49010212967292,,,,,,,,,,,,
120.0,196.225039175654,0.5,180.37063749149752,187.9924107717996,174.16692082652006,181.2552183650437,177.07503350513633,173.94161330957735,,,,,,,,,,,,
140.0,202.89596024379617,0.8,180.85357259948472,191.77978947071318,176.69489231265518,186.72148202459104,183.54712702376276,179.23186849460546,,,,,,,,,,,,
160.0,219.7311427999582,1.2,181.62049083999722,196.08278530955755,177.27312987101553,184.04986285500263,175.74063891339875,176.90322122827132,,,,,,,,,,,,
180.0,239.08388806053523,1.5,181.81716435842918,191.50827710691357,172.661100836545,179.21556311829949,180.72567986084718,172.61705051063143,,,,,,,,,,,,
200.0,252.94897575467348,1.6,177.4661133109489,195.78938423612755,170.00225067351047,182.30266866868814,182.0485631606257,172.8097922677802,,,,,,,,,,,,
220.0,271.11681604060885,2.0,180.42357657570673,194.7708281455779,169.17064110536796,182.59074519036008,180.31794469389757,168.23752111410548,,,,,,,,,,,,
240.0,287.113469518657,2.1,179.08125087851124,197.5128261876967,173.66266161373653,186.00026236631354,186.41159257202972,173.41442364435827,,,,,,,,,,,,
