time step,variance,# of objects collected,tether angles,,,,,,,,,,,,,,,,,
0,164.7983535935513,0,191.140092616123,185.04692037371223,153.94381130106441,188.73215835881325,179.94903698343606,189.82149867299745
20,109.37430824568315,0,193.4406574194951,178.42284019430457,177.32360894413307,174.71418282102476,191.83854910702865,178.92557051749802
40,120.84295523226653,0,192.85556892605837,179.32531042365588,180.39745658549364,193.0578599371098,157.02818197372483,180.42160643602006
60,102.30686113455268,0,190.36239131345872,182.33730880749502,177.33681663733228,190.90567143288501,171.69999622935,180.23113552291994
80,119.17323664227294,0,189.1642225405345,182.18521189184045,168.45470780746115,205.4212475964961,171.3979763865421,166.61013505471425
100,155.41584149349939,1,208.33786476522795,181.25910522146356,170.9355459673609,204.92022146642722,168.72089561481175,159.59532688954695
120,194.08076698761224,2,209.0437309625193,181.4579631626727,156.48003488150854,209.14062850809802,168.43240635240102,203.73129375240012
140,230.8465711886546,1,200.28178631932192,169.47501221808471,143.97125023958574,208.79301161263825,166.75004507046808,190.22204300606296
160,271.7228604173495,2,216.14117182648965,167.1119055420017,145.12537986266682,202.73934434793415,164.63803388721547,192.7632545879074
180,284.3036312211774,2,205.1472454747204,180.06623731566006,150.17693665687716,201.71248695774358,160.55001006852615,183.73736684646326
200,310.10327981397836,2,201.9630152531858,168.46273130680987,146.70487355912604,213.97534455586248,157.92333146848745,168.84471113421787
220,333.8439626548833,2,209.9504103820166,180.6330962575321,138.32235491643388,206.48226296538712,168.21982800255697,191.5668075715226
240,328.73328073125947,2,188.88488965410733,190.71050526206153,156.5002871458767,211.3425419126726,180.5474858312331,191.84436959382447
260,335.62356008499165,2,200.1207753911915,188.81609648639966,147.11466346122626,202.83335877757764,158.45225968834953,181.33913445556755
280,340.018563733553,2,193.37506256963522,205.90767678441722,148.45618790680854,202.3804260881846,168.947941664588,179.73515422376454
300,377.4747597663202,3,194.18856303429988,194.0426127394719,122.83642762292814,221.95451644828756,169.6666089670375,191.72026782056375
320,411.86794474369526,3,194.94295734389937,191.1301600770146,121.88942437155573,219.7000756698249,160.4357847201089,189.54027105846367
340,452.39875256903355,3,194.0398161146487,191.0575669500806,117.00755060696224,228.61761489056008,170.42387508264574,168.95161363797365
360,481.68280111586864,3,193.2606045413849,201.8230964250934,117.39586502760804,216.9656408535732,178.56309512692025,169.319554166573
380,502.2281484336496,3,187.88845912882977,203.272742428664,123.98901967130462,218.18180527076993,167.50437616537434,179.31221211369203
400,524.1820797757581,3,200.21347138262269,202.78841007951345,122.08765147692577,217.04101938525204,168.30331173102914,178.49485868742622
420,553.4774300812159,3,200.11082201681324,213.7367924505694,119.85880524178108,223.20086303320224,170.88130729900416,177.25289226226403
440,575.2162892598693,3,200.7019306286556,214.48623439795153,121.95676411513344,215.77345274456053,181.15013019570588,168.32014885372183
460,599.0657421261361,3,201.4946202347838,217.61802265658477,124.27205157024284,217.10540163585847,167.92199622006243,160.18793019827189
480,618.9742893234796,3,199.6917436358341,206.73739764065826,123.68410548973154,221.61723977658625,167.86421110317406,159.32475059969866
500,659.6304615487747,3,200.88991101644007,208.95568874016453,120.6797080835749,221.89981740921195,169.8938749895134,159.11666477074652
520,702.6508520277705,3,202.9939201851405,207.96051232061404,123.74400667097518,223.99010210381152,169.64833093144352,163.22218042232748
540,741.4956227967356,3,201.77793537132118,208.81227008174693,124.55126680949292,223.66498125157295,168.82925596995688,162.765592748382
560,791.7052113703484,3,202.487989692851,208.58413690963204,125.32949130250668,235.61561494859643,168.405363377131,161.26808307950702
580,850.3557801274137,3,200.97020223144062,236.02578883985402,122.74645448541492,232.61568106321295,168.7059026306153,159.15635450916952
600,896.6294501930554,3,203.0262694413209,226.6795025083854,123.63058349041097,232.96926420327213,168.709954879804,161.07796494272569
620,940.2363929802304,4,201.9868352066731,227.08635286991924,122.55188359534398,233.81472543796343,169.79644004679164,161.92606380741796
640,977.0725531417443,7,183.17063913614038,224.36664350552354,123.20132491875617,231.5128759389296,167.6733641990051,158.62727900941735
660,1006.1640278044548,9,185.1614680543048,218.36265126281995,124.36700965267957,233.0382430533516,168.038355404473,159.53833927351226
680,1045.2182709910353,9,183.843459858402,219.29643592193065,123.78083752598081,232.93516117143224,160.5024773383537,161.50572881676186
700,1076.8437122317346,10,184.49912688753176,218.569352232601,125.19895497831686,233.78247313173364,160.1477970105696,161.11642598649001
720,1107.0127156482934,10,181.47628060536346,219.22909201069552,122.53283848475323,232.59958350481398,175.76879340712458,158.03210497439733
740,1149.3813413206915,10,183.33167258682818,218.74696892786156,123.93523722709514,233.8210426141771,171.34427908264684,161.09205650695233
760,1184.5435485122891,13,184.22416203033606,218.51783959275198,123.86957847471797,232.5480721136637,171.67175977353233,160.87885734781315
780,1220.8534540812084,13,185.61355609392035,218.9706312192669,124.56509790111446,232.55886587328982,170.65038927932392,159.81629657901408
800,1236.4306516559584,14,182.37824855880905,217.73155071921025,122.51518706489983,232.50799051011802,175.32347030388001,158.2657722724736
820,1250.3816794891275,14,183.20914371422464,219.7044552867831,123.37471936565848,232.23443989833436,181.0542550876442,159.85483988395396
