time step,agent error
0,179.9999999999992
20,191.65806637075744
40,197.61458432146702
60,198.75983183369735
80,183.03837118528983
100,190.57586274089894
120,181.7136311854464
140,172.6585273892585
160,164.3063952302449
180,149.76096252283156
200,139.91159545677542
220,163.7929530853384
240,144.39159300833504
260,130.19983292962155
280,126.53531837375266
300,130.53184209924186
320,95.00932672829933
340,103.69374502825548
360,82.76616746996632
380,80.16585212233184
400,68.540554106879
420,60.74085525634814
440,58.75932555618178
460,53.98211854045502
480,29.742356850421288
500,42.285689796036934
520,30.5400899083358
540,30.097396202298853
560,31.732790423646748
580,17.77455675255493
600,19.941805572028557
620,9.12902534507873
640,8.744616378052342
660,8.973592137172375
680,2.937480549731049
700,3.6647929111197755
720,7.734592147633521
740,6.558028578955373
760,4.420095400438981
780,12.27268111756888
800,16.163981603537508
820,27.9011275913428
840,25.661674833620822
860,42.27899570905157
880,29.64365279545916
900,34.80406450897212
920,29.250421430188965
940,30.86910759174887
960,33.317173720833665
980,30.237887157489183
1000,30.682112527285653
1020,30.524940615554556
1040,31.604885860982193
1060,32.124399285859624
1080,29.94000338753449
1100,30.78494341801178
1120,32.52939654699253
1140,33.34881849882561
1160,30.628427125864164
1180,22.673400464762324
1200,23.68115856528547
1220,7.304264847059244
1240,14.301725152190272
1260,14.31443479232314
1280,25.12173680842193
1300,22.676371837978763
1320,16.353441264141992
1340,30.462058856263013
1360,25.721893956523616
1380,18.628434665393
1400,19.168553076138153
1420,24.523476752609525
1440,12.757130687587562
1460,29.409280313393623
1480,26.506859079616902
1500,17.82187549002427
