time step,collective radius,# of objects collected,agent positions,,,,,,,,,,,,,,,,,,obstacle positions,,,,,,,,,
0,54637.41681181634,0,-2.0,-4.0,-2.0,-2.5,-2.0,-1.0,-2.0,0.5,-2.0,2.0,-2.0,3.5,-2.0,5.0,-2.0,6.5,-2.0,8.0,2.5909255053439693,1.7576384953578663,0.10079590154331752,1.5447543150504193,2.5519714440820933,-0.006057215207406319,0.267937452816835,1.750332615692034,0.8403749689199903,0.3022027472456359
20,17295.50270723181,0,-1.9999774464045617,-4.000238921343097,-1.8406467306274643,-2.494861826011895,-1.999983604959853,-0.9999927277075595,-1.9999689948425405,0.5000410186996193,-1.999982979055957,2.000017378200026,-1.8182028243750221,3.4925296633707106,-1.9999841077709342,4.999660949549325,-1.8697086706755732,6.487596874673103,-1.9976944759147635,8.002635216139701,2.5909255053439693,1.7576384953578663,0.10079590154331752,1.5447543150504193,2.5519714440820933,-0.006057215207406319,0.267937452816835,1.750332615692034,0.8403749689199903,0.3022027472456359
40,753.0468205844835,1,-1.9892900617838076,-4.01076047761202,-1.7605104572167432,-2.4942334689900476,-1.8578819035807432,-1.0207676572689424,-1.9975367984259325,0.4979216031198093,-1.8313713852815845,2.0105392372850757,-1.7582734609203665,3.491760504413736,-1.9999024592092474,4.999324897002989,-1.7641568292566243,6.485567878411432,-1.8675561675030052,8.146729320198551,2.5909255053439693,1.7576384953578663,0.10079590154331752,1.5447543150504193,2.5519714440820933,-0.006057215207406319,0.267937452816835,1.750332615692034,0.8403749689199903,0.3022027472456359
60,45098.92413543788,1,-1.8262379988363073,-4.159842466782454,-1.678914533785634,-2.5668669103592574,-1.7554857920112563,-1.0257053587736682,-1.7709910914817715,0.48383757364622787,-1.7534870460453251,2.012265377679771,-1.5622653945372353,3.528595251111538,-1.7921822100281324,4.942362735267044,-1.7499231242300102,6.489942621804616,-1.8364518726408887,8.184842965981144,2.5909255053439693,1.7576384953578663,0.10079590154331752,1.5447543150504193,2.5519714440820933,-0.006057215207406319,0.267937452816835,1.750332615692034,0.8403749689199903,0.3022027472456359
80,288.6472223387629,2,-1.814183633289628,-4.169825841884974,-1.5402734689050614,-2.617413002056895,-1.6680665316128231,-1.094651175673727,-1.7509326283300795,0.48306884293936464,-1.5730989778932554,2.019391534391263,-1.5095607791681593,3.533302851622551,-1.7583777811061538,4.938571905881358,-1.539059068119352,6.59343707052475,-1.6386152084421923,8.165888075683036,2.5909255053439693,1.7576384953578663,0.10079590154331752,1.5447543150504193,2.5519714440820933,-0.006057215207406319,0.267937452816835,1.750332615692034,0.8403749689199903,0.3022027472456359
100,378.82889797299373,2,-1.6046183358444521,-4.207878677467887,-1.5346543250120936,-2.6220900361223274,-1.5393776375246102,-1.1361495106893624,-1.5500576992113952,0.4362434846010482,-1.506208508288445,2.019787098398826,-1.497965564590396,3.5279580298770847,-1.7118200007644988,4.998561504350531,-1.5294234405770701,6.5961840340762095,-1.590967399438853,8.164345102477675,2.5909255053439693,1.7576384953578663,0.10079590154331752,1.5447543150504193,2.5519714440820933,-0.006057215207406319,0.267937452816835,1.750332615692034,0.8403749689199903,0.3022027472456359
120,19888.12046213403,2,-1.5716507739419392,-4.211986552190843,-1.3383508977761593,-2.7481853578483006,-1.5272335054751425,-1.14288671917376,-1.507625671480694,0.43148771379048145,-1.4698690327537316,1.9827565929756912,-1.2709505807678823,3.5174281731357278,-1.571258705161197,5.095703877876734,-1.3415473421831052,6.534542528958015,-1.4394546687163794,8.19664076244512,2.5909255053439693,1.7576384953578663,0.10079590154331752,1.5447543150504193,2.5519714440820933,-0.006057215207406319,0.267937452816835,1.750332615692034,0.8403749689199903,0.3022027472456359
140,472.06150183016473,2,-1.3849551292711078,-4.33870995208856,-1.3271197948654734,-2.7544398271311934,-1.2961215741556233,-1.18998693760954,-1.3283695547840773,0.3314588518484264,-1.2836491909134227,1.9099506853247483,-1.2572278544915674,3.5150796297586844,-1.5566558602088845,5.083203237051022,-1.2913768970015171,6.525597234862281,-1.3437629607662172,8.204078524479632,2.5909255053439693,1.7576384953578663,0.10079590154331752,1.5447543150504193,2.5519714440820933,-0.006057215207406319,0.267937452816835,1.750332615692034,0.8403749689199903,0.3022027472456359
160,63180.08674969252,2,-1.3638676043127815,-4.349387051042661,-1.1132073913777227,-2.7722726921680945,-1.2852246358895185,-1.1916538862981891,-1.28554662359378,0.3179014924588418,-1.2757596657431294,1.9074760898480778,-1.0227277738681646,3.507066684982923,-1.366185487715506,4.965044203420409,-1.1647931532717357,6.584700309669316,-1.2811788509316613,8.190111884572111,2.5909255053439693,1.7576384953578663,0.10079590154331752,1.5447543150504193,2.5519714440820933,-0.006057215207406319,0.267937452816835,1.750332615692034,0.8403749689199903,0.3022027472456359
180,1104.044124202672,3,-1.1375824584376624,-4.3386122178059106,-1.0781230048669994,-2.774276356486222,-1.0694870382895378,-1.301962092138613,-1.1175122543173934,0.34615259855995617,-1.032661647659556,1.903726464362728,-1.0098521013545132,3.5069121354009396,-1.3562072430488603,4.96800663196218,-1.0542674147888744,6.602317436219874,-1.094334137139957,8.183410748276959,2.5909255053439693,1.7576384953578663,0.10079590154331752,1.5447543150504193,2.5519714440820933,-0.006057215207406319,0.267937452816835,1.750332615692034,0.8403749689199903,0.3022027472456359
